language,cpId,qlId,esId,difficulty,taskKind,answerType,question,answer,explanation,validation
"pa","PCT-CP-001","PCT-QL-002","PCT-ES-001","Easy","directPercentageDecrease","COUNT","The population decreased by 20%. If the original population was 12000, find the new population.","$$9600$$","Decrease = 20%. So the remaining value is 80% of the original. | \[\Rightarrow 100\%-20\%=80\%\] | 80% can also be written as the fraction 4/5. | \[\Rightarrow 80\%=\frac{4}{5}\] | Now take 80% of the original population. | \[\Rightarrow \text{New population}=12000\times\frac{80}{100}=9600\] | So the new population is 9600. | \[\Rightarrow \text{New population}=9600\]","PASS"
"pa","PCT-CP-002","PCT-QL-004","PCT-ES-002","Easy","decreaseAmount","COUNT","The production was 800 and it decreased by 15%. Find the decrease count only.","$$120$$","Only the reduced part is needed here. | \[\Rightarrow \text{Decrease amount}=15\%\text{ of }800\] | So find 15% of the original production. | \[\Rightarrow \text{Decrease amount}=800\times\frac{15}{100}=120\] | So the decrease amount is 120. | \[\Rightarrow \text{Decrease amount}=120\]","PASS"
"pa","PCT-CP-003","PCT-QL-006","PCT-ES-003","Medium","originalValueFromDecreasedValue","COUNT","After a 10% decrease, the population became 18000. Find the original population.","$$20000$$","After a decrease of 10%, the new value becomes 90% of the original. | \[\Rightarrow 90\%\rightarrow18000\] | 90% can also be written as the fraction 9/10. | \[\Rightarrow 90\%=\frac{9}{10}\] | First find the value of 1% by dividing 18000 by 90. | \[\Rightarrow 1\%=\frac{18000}{90}=200\] | Now multiply the value of 1% by 100 to get the original value. | \[\Rightarrow 100\%=200\times100=20000\] | So the original population was 20000. | \[\Rightarrow \text{Original population}=20000\]","PASS"
"pa","PCT-CP-004","PCT-QL-008","PCT-ES-004","Easy","decreaseMultiplier","ABSOLUTE","A inventory decreases by 40%. What multiplier represents this decrease?","$$0.6$$","A decrease of 40% leaves 60% of the original. | \[\Rightarrow 100\%-40\%=60\%\] | 60% can also be written as the fraction 3/5. | \[\Rightarrow 60\%=\frac{3}{5}\] | Write this remaining percentage as a multiplier. | \[\Rightarrow \text{Multiplier}=\frac{60}{100}=0.6\] | So the decrease multiplier is 0.6. | \[\Rightarrow \text{Multiplier}=0.6\]","PASS"
"pa","PCT-CP-005","PCT-QL-010","PCT-ES-005","Medium","successiveDecrease","COUNT","The population was 4000. It decreased by 20% and then by 20%. Find the new population.","$$2560$$","After the first decrease of 20%, the population becomes 80% of its original value. | \[\Rightarrow \text{After first decrease}=4000\times\frac{80}{100}=3200\] | Now decrease this new value by 20%. | \[\Rightarrow \text{Final value}=3200\times\frac{80}{100}=2560\] | So the population after both decreases is 2560. | \[\Rightarrow \text{Final population}=2560\]","PASS"
"pa","PCT-CP-006","PCT-QL-012","PCT-ES-006","Medium","netPercentageDecrease","PERCENT","The attendance decreased by 15% and then again by 20%. Find the net percentage decrease.","$$32\%$$","Convert both decreases into retained factors. | \[\Rightarrow \text{Combined factor}=\frac{85}{100}\times\frac{80}{100}\] | This combined factor shows what fraction of the original still remains. | \[\Rightarrow \text{Combined factor}=\frac{85}{100}\times\frac{80}{100}=0.68\] | So subtract the remaining fraction from 1 and convert it into percent. | \[\Rightarrow \text{Net decrease}=32\%\] | So the overall percentage decrease is 32%. | \[\Rightarrow \text{Net decrease}=32\%\]","PASS"
"pa","PCT-CP-007","PCT-QL-014","PCT-ES-007","Hard","comparativeDecrease","COUNT","production A was 800 and decreased by 20%. production B was 500 and decreased by 10%. Find the difference between their new values.","$$190$$","First find the new value of production A after its decrease. | \[\Rightarrow \text{New production A}=800\times\frac{80}{100}=640\] | Now find the new value of production B after its decrease. | \[\Rightarrow \text{New production B}=500\times\frac{90}{100}=450\] | Now compare the two new values. | \[\Rightarrow \text{Difference}=\left|640-450\right|=190\] | So the difference between the new values is 190. | \[\Rightarrow \text{Difference}=190\]","PASS"
"pa","PCT-CP-008","PCT-QL-016","PCT-ES-008","Hard","componentWiseDecrease","PERCENT","Out of 800 workers, 30% were urban workers. After decreasing urban workers by 15% and rural workers by 10%, find the new percentage of urban workers.","$$28.8136\%$$","At first, 30% of the workers are urban workers. So split the original total. | \[\Rightarrow \text{Initial urban workers}=800\times\frac{30}{100}=240,\ \text{Initial rural workers}=560\] | Now decrease the numbers of urban workers and rural workers by their respective percentages. | \[\Rightarrow \text{New urban workers}=240\times\frac{85}{100}=204,\ \text{New rural workers}=560\times\frac{90}{100}=504\] | Use the new total to find the updated percentage of urban workers. | \[\Rightarrow \text{New urban workers percent}=\frac{204}{708}\times100=28.8136\%\] | So the new percentage of urban workers is 28.8136%. | \[\Rightarrow \text{New urban workers percent}=28.8136\%\]","PASS"
"pa","PCT-CP-009","PCT-QL-018","PCT-ES-009","Easy","requiredDecrease","PERCENT","The current production is 800 and the target is 600. Find the required percentage decrease.","$$25\%$$","First find how much reduction is needed to reach the target. | \[\Rightarrow \text{Needed reduction}=800-600=200\] | Now compare this reduction with the current production. | \[\Rightarrow \text{Required decrease}=\frac{200}{800}\times100=25\%\] | So the required percentage decrease is 25%. | \[\Rightarrow \text{Required decrease}=25\%\]","PASS"
"pa","PCT-CP-010","PCT-QL-020","PCT-ES-010","Medium","percentageDecreaseBridge","ABSOLUTE","An expenditure of Rs. 30000 decreases by 15% every year. Find the expenditure after 3 years.","$$18423.75$$","Each decrease of 15% leaves 85% of the expenditure. | \[\Rightarrow 100\%-15\%=85\%\] | Since the same decrease happens for 3 periods, use the retained factor 3 times. | \[\Rightarrow \text{Overall factor}=\left(\frac{85}{100}\right)^{3}\] | Now multiply the current expenditure by this overall factor. | \[\Rightarrow \text{Final expenditure}=30000\times\left(\frac{85}{100}\right)^{3}=18423.75\] | So the expenditure after 3 periods is Rs. 18423.75. | \[\Rightarrow \text{Final expenditure}=18423.75\]","PASS"
"pa","PCT-CP-001","PCT-QL-001","PCT-ES-001","Easy","directPercentageDecrease","ABSOLUTE","The salary decreased by 15%. If the original salary was Rs. 30000, find the new salary.","$$25500$$","Decrease = 15%. So the remaining value is 85% of the original. | \[\Rightarrow 100\%-15\%=85\%\] | Now take 85% of the original salary. | \[\Rightarrow \text{New salary}=30000\times\frac{85}{100}=25500\] | So the new salary is Rs. 25500. | \[\Rightarrow \text{New salary}=25500\]","PASS"
"pa","PCT-CP-002","PCT-QL-003","PCT-ES-002","Easy","decreaseAmount","ABSOLUTE","A salary of Rs. 30000 decreased by 15%. Find the decrease amount only.","$$4500$$","Only the reduced part is needed here. | \[\Rightarrow \text{Decrease amount}=15\%\text{ of }Rs. 30000\] | So find 15% of the original salary. | \[\Rightarrow \text{Decrease amount}=30000\times\frac{15}{100}=4500\] | So the decrease amount is Rs. 4500. | \[\Rightarrow \text{Decrease amount}=4500\]","PASS"
"pa","PCT-CP-003","PCT-QL-005","PCT-ES-003","Medium","originalValueFromDecreasedValue","ABSOLUTE","After a 20% decrease, the value became 640. Find the original value.","$$800$$","After a decrease of 20%, the new value becomes 80% of the original. | \[\Rightarrow 80\%\rightarrow640\] | 80% can also be written as the fraction 4/5. | \[\Rightarrow 80\%=\frac{4}{5}\] | First find the value of 1% by dividing 640 by 80. | \[\Rightarrow 1\%=\frac{640}{80}=8\] | Now multiply the value of 1% by 100 to get the original value. | \[\Rightarrow 100\%=8\times100=800\] | So the original value was 800. | \[\Rightarrow \text{Original value}=800\]","PASS"
"pa","PCT-CP-004","PCT-QL-007","PCT-ES-004","Easy","decreaseMultiplier","ABSOLUTE","Find the decrease multiplier for a 10% decrease in the salary.","$$0.9$$","A decrease of 10% leaves 90% of the original. | \[\Rightarrow 100\%-10\%=90\%\] | 90% can also be written as the fraction 9/10. | \[\Rightarrow 90\%=\frac{9}{10}\] | Write this remaining percentage as a multiplier. | \[\Rightarrow \text{Multiplier}=\frac{90}{100}=0.9\] | So the decrease multiplier is 0.9. | \[\Rightarrow \text{Multiplier}=0.9\]","PASS"
"pa","PCT-CP-005","PCT-QL-009","PCT-ES-005","Medium","successiveDecrease","ABSOLUTE","A salary of Rs. 40000 first decreased by 10% and then by 15%. Find the final salary.","$$30600$$","After the first decrease of 10%, the salary becomes 90% of its original value. | \[\Rightarrow \text{After first decrease}=40000\times\frac{90}{100}=36000\] | Now decrease this new value by 15%. | \[\Rightarrow \text{Final value}=36000\times\frac{85}{100}=30600\] | So the salary after both decreases is Rs. 30600. | \[\Rightarrow \text{Final salary}=30600\]","PASS"
"pa","PCT-CP-006","PCT-QL-011","PCT-ES-006","Medium","netPercentageDecrease","PERCENT","A price decreased first by 10% and then by 20%. Find the overall percentage decrease.","$$28\%$$","Convert both decreases into retained factors. | \[\Rightarrow \text{Combined factor}=\frac{90}{100}\times\frac{80}{100}\] | This combined factor shows what fraction of the original still remains. | \[\Rightarrow \text{Combined factor}=\frac{90}{100}\times\frac{80}{100}=0.72\] | So subtract the remaining fraction from 1 and convert it into percent. | \[\Rightarrow \text{Net decrease}=28\%\] | So the overall percentage decrease is 28%. | \[\Rightarrow \text{Net decrease}=28\%\]","PASS"
"pa","PCT-CP-007","PCT-QL-013","PCT-ES-007","Hard","comparativeDecrease","ABSOLUTE","salary A was Rs. 50000 and decreased by 15%. salary B was Rs. 25000 and decreased by 10%. Find the difference between their new values.","$$20000$$","First find the new value of salary A after its decrease. | \[\Rightarrow \text{New salary A}=50000\times\frac{85}{100}=42500\] | Now find the new value of salary B after its decrease. | \[\Rightarrow \text{New salary B}=25000\times\frac{90}{100}=22500\] | Now compare the two new values. | \[\Rightarrow \text{Difference}=\left|42500-22500\right|=20000\] | So the difference between the new values is Rs. 20000. | \[\Rightarrow \text{Difference}=20000\]","PASS"
"pa","PCT-CP-008","PCT-QL-015","PCT-ES-008","Hard","componentWiseDecrease","PERCENT","In a group of 500 students, 45% were boys and the rest were girls. If the number of boys decreased by 20% and the number of girls decreased by 20%, find the new percentage of boys.","$$45\%$$","At first, 45% of the students are boys. So split the original total. | \[\Rightarrow \text{Initial boys}=500\times\frac{45}{100}=225,\ \text{Initial girls}=275\] | Now decrease the numbers of boys and girls by their respective percentages. | \[\Rightarrow \text{New boys}=225\times\frac{80}{100}=180,\ \text{New girls}=275\times\frac{80}{100}=220\] | Use the new total to find the updated percentage of boys. | \[\Rightarrow \text{New boys percent}=\frac{180}{400}\times100=45\%\] | So the new percentage of boys is 45%. | \[\Rightarrow \text{New boys percent}=45\%\]","PASS"
"pa","PCT-CP-009","PCT-QL-017","PCT-ES-009","Easy","requiredDecrease","PERCENT","The current salary is Rs. 60000 and it must become Rs. 45000. Find the required percentage decrease.","$$25\%$$","First find how much reduction is needed to reach the target. | \[\Rightarrow \text{Needed reduction}=60000-45000=15000\] | Now compare this reduction with the current salary. | \[\Rightarrow \text{Required decrease}=\frac{15000}{60000}\times100=25\%\] | So the required percentage decrease is 25%. | \[\Rightarrow \text{Required decrease}=25\%\]","PASS"
"pa","PCT-CP-010","PCT-QL-019","PCT-ES-010","Medium","percentageDecreaseBridge","COUNT","An inventory of 1000 decreases by 15% every month. Find the inventory after 2 months.","$$722$$","Each decrease of 15% leaves 85% of the inventory. | \[\Rightarrow 100\%-15\%=85\%\] | Since the same decrease happens for 2 periods, use the retained factor 2 times. | \[\Rightarrow \text{Overall factor}=\left(\frac{85}{100}\right)^{2}\] | Now multiply the current inventory by this overall factor. | \[\Rightarrow \text{Final inventory}=1000\times\left(\frac{85}{100}\right)^{2}=722.5\] | So the inventory after 2 periods is 722.5. | \[\Rightarrow \text{Final inventory}=722\]","PASS"
"pa","PCT-CP-001","PCT-QL-002","PCT-ES-001","Easy","directPercentageDecrease","COUNT","The population decreased by 10%. If the original population was 20000, find the new population.","$$18000$$","Decrease = 10%. So the remaining value is 90% of the original. | \[\Rightarrow 100\%-10\%=90\%\] | 90% can also be written as the fraction 9/10. | \[\Rightarrow 90\%=\frac{9}{10}\] | Now take 90% of the original population. | \[\Rightarrow \text{New population}=20000\times\frac{90}{100}=18000\] | So the new population is 18000. | \[\Rightarrow \text{New population}=18000\]","PASS"
"pa","PCT-CP-002","PCT-QL-004","PCT-ES-002","Easy","decreaseAmount","COUNT","The production was 1000 and it decreased by 25%. Find the decrease count only.","$$250$$","Only the reduced part is needed here. | \[\Rightarrow \text{Decrease amount}=25\%\text{ of }1000\] | 25% can also be written as the fraction 1/4. | \[\Rightarrow 25\%=\frac{1}{4}\] | So find 25% of the original production. | \[\Rightarrow \text{Decrease amount}=1000\times\frac{25}{100}=250\] | So the decrease amount is 250. | \[\Rightarrow \text{Decrease amount}=250\]","PASS"
"pa","PCT-CP-003","PCT-QL-006","PCT-ES-003","Medium","originalValueFromDecreasedValue","COUNT","After a 20% decrease, the population became 9600. Find the original population.","$$12000$$","After a decrease of 20%, the new value becomes 80% of the original. | \[\Rightarrow 80\%\rightarrow9600\] | 80% can also be written as the fraction 4/5. | \[\Rightarrow 80\%=\frac{4}{5}\] | First find the value of 1% by dividing 9600 by 80. | \[\Rightarrow 1\%=\frac{9600}{80}=120\] | Now multiply the value of 1% by 100 to get the original value. | \[\Rightarrow 100\%=120\times100=12000\] | So the original population was 12000. | \[\Rightarrow \text{Original population}=12000\]","PASS"
"pa","PCT-CP-004","PCT-QL-008","PCT-ES-004","Easy","decreaseMultiplier","ABSOLUTE","A inventory decreases by 20%. What multiplier represents this decrease?","$$0.8$$","A decrease of 20% leaves 80% of the original. | \[\Rightarrow 100\%-20\%=80\%\] | 80% can also be written as the fraction 4/5. | \[\Rightarrow 80\%=\frac{4}{5}\] | Write this remaining percentage as a multiplier. | \[\Rightarrow \text{Multiplier}=\frac{80}{100}=0.8\] | So the decrease multiplier is 0.8. | \[\Rightarrow \text{Multiplier}=0.8\]","PASS"
"pa","PCT-CP-005","PCT-QL-010","PCT-ES-005","Medium","successiveDecrease","COUNT","The population was 8000. It decreased by 10% and then by 10%. Find the new population.","$$6480$$","After the first decrease of 10%, the population becomes 90% of its original value. | \[\Rightarrow \text{After first decrease}=8000\times\frac{90}{100}=7200\] | Now decrease this new value by 10%. | \[\Rightarrow \text{Final value}=7200\times\frac{90}{100}=6480\] | So the population after both decreases is 6480. | \[\Rightarrow \text{Final population}=6480\]","PASS"
"pa","PCT-CP-006","PCT-QL-012","PCT-ES-006","Medium","netPercentageDecrease","PERCENT","The attendance decreased by 10% and then again by 12%. Find the net percentage decrease.","$$20.8\%$$","Convert both decreases into retained factors. | \[\Rightarrow \text{Combined factor}=\frac{90}{100}\times\frac{88}{100}\] | This combined factor shows what fraction of the original still remains. | \[\Rightarrow \text{Combined factor}=\frac{90}{100}\times\frac{88}{100}=0.792\] | So subtract the remaining fraction from 1 and convert it into percent. | \[\Rightarrow \text{Net decrease}=20.8\%\] | So the overall percentage decrease is 20.8%. | \[\Rightarrow \text{Net decrease}=20.8\%\]","PASS"
"pa","PCT-CP-007","PCT-QL-014","PCT-ES-007","Hard","comparativeDecrease","COUNT","production A was 800 and decreased by 10%. production B was 500 and decreased by 12%. Find the difference between their new values.","$$280$$","First find the new value of production A after its decrease. | \[\Rightarrow \text{New production A}=800\times\frac{90}{100}=720\] | Now find the new value of production B after its decrease. | \[\Rightarrow \text{New production B}=500\times\frac{88}{100}=440\] | Now compare the two new values. | \[\Rightarrow \text{Difference}=\left|720-440\right|=280\] | So the difference between the new values is 280. | \[\Rightarrow \text{Difference}=280\]","PASS"
"pa","PCT-CP-008","PCT-QL-016","PCT-ES-008","Hard","componentWiseDecrease","PERCENT","Out of 400 workers, 45% were urban workers. After decreasing urban workers by 10% and rural workers by 10%, find the new percentage of urban workers.","$$45\%$$","At first, 45% of the workers are urban workers. So split the original total. | \[\Rightarrow \text{Initial urban workers}=400\times\frac{45}{100}=180,\ \text{Initial rural workers}=220\] | Now decrease the numbers of urban workers and rural workers by their respective percentages. | \[\Rightarrow \text{New urban workers}=180\times\frac{90}{100}=162,\ \text{New rural workers}=220\times\frac{90}{100}=198\] | Use the new total to find the updated percentage of urban workers. | \[\Rightarrow \text{New urban workers percent}=\frac{162}{360}\times100=45\%\] | So the new percentage of urban workers is 45%. | \[\Rightarrow \text{New urban workers percent}=45\%\]","PASS"
"pa","PCT-CP-009","PCT-QL-018","PCT-ES-009","Easy","requiredDecrease","PERCENT","The current production is 1200 and the target is 900. Find the required percentage decrease.","$$25\%$$","First find how much reduction is needed to reach the target. | \[\Rightarrow \text{Needed reduction}=1200-900=300\] | Now compare this reduction with the current production. | \[\Rightarrow \text{Required decrease}=\frac{300}{1200}\times100=25\%\] | So the required percentage decrease is 25%. | \[\Rightarrow \text{Required decrease}=25\%\]","PASS"
"pa","PCT-CP-010","PCT-QL-020","PCT-ES-010","Medium","percentageDecreaseBridge","ABSOLUTE","An expenditure of Rs. 30000 decreases by 15% every year. Find the expenditure after 3 years.","$$18423.75$$","Each decrease of 15% leaves 85% of the expenditure. | \[\Rightarrow 100\%-15\%=85\%\] | Since the same decrease happens for 3 periods, use the retained factor 3 times. | \[\Rightarrow \text{Overall factor}=\left(\frac{85}{100}\right)^{3}\] | Now multiply the current expenditure by this overall factor. | \[\Rightarrow \text{Final expenditure}=30000\times\left(\frac{85}{100}\right)^{3}=18423.75\] | So the expenditure after 3 periods is Rs. 18423.75. | \[\Rightarrow \text{Final expenditure}=18423.75\]","PASS"
"pa","PCT-CP-001","PCT-QL-001","PCT-ES-001","Easy","directPercentageDecrease","ABSOLUTE","The salary decreased by 25%. If the original salary was Rs. 40000, find the new salary.","$$30000$$","Decrease = 25%. So the remaining value is 75% of the original. | \[\Rightarrow 100\%-25\%=75\%\] | 75% can also be written as the fraction 3/4. | \[\Rightarrow 75\%=\frac{3}{4}\] | Now take 75% of the original salary. | \[\Rightarrow \text{New salary}=40000\times\frac{75}{100}=30000\] | So the new salary is Rs. 30000. | \[\Rightarrow \text{New salary}=30000\]","PASS"
"pa","PCT-CP-002","PCT-QL-003","PCT-ES-002","Easy","decreaseAmount","ABSOLUTE","A salary of Rs. 50000 decreased by 10%. Find the decrease amount only.","$$5000$$","Only the reduced part is needed here. | \[\Rightarrow \text{Decrease amount}=10\%\text{ of }Rs. 50000\] | 10% can also be written as the fraction 1/10. | \[\Rightarrow 10\%=\frac{1}{10}\] | So find 10% of the original salary. | \[\Rightarrow \text{Decrease amount}=50000\times\frac{10}{100}=5000\] | So the decrease amount is Rs. 5000. | \[\Rightarrow \text{Decrease amount}=5000\]","PASS"
"pa","PCT-CP-003","PCT-QL-005","PCT-ES-003","Medium","originalValueFromDecreasedValue","ABSOLUTE","After a 40% decrease, the value became 720. Find the original value.","$$1200$$","After a decrease of 40%, the new value becomes 60% of the original. | \[\Rightarrow 60\%\rightarrow720\] | 60% can also be written as the fraction 3/5. | \[\Rightarrow 60\%=\frac{3}{5}\] | First find the value of 1% by dividing 720 by 60. | \[\Rightarrow 1\%=\frac{720}{60}=12\] | Now multiply the value of 1% by 100 to get the original value. | \[\Rightarrow 100\%=12\times100=1200\] | So the original value was 1200. | \[\Rightarrow \text{Original value}=1200\]","PASS"
"pa","PCT-CP-004","PCT-QL-007","PCT-ES-004","Easy","decreaseMultiplier","ABSOLUTE","Find the decrease multiplier for a 20% decrease in the salary.","$$0.8$$","A decrease of 20% leaves 80% of the original. | \[\Rightarrow 100\%-20\%=80\%\] | 80% can also be written as the fraction 4/5. | \[\Rightarrow 80\%=\frac{4}{5}\] | Write this remaining percentage as a multiplier. | \[\Rightarrow \text{Multiplier}=\frac{80}{100}=0.8\] | So the decrease multiplier is 0.8. | \[\Rightarrow \text{Multiplier}=0.8\]","PASS"
"pa","PCT-CP-005","PCT-QL-009","PCT-ES-005","Medium","successiveDecrease","ABSOLUTE","A salary of Rs. 40000 first decreased by 15% and then by 25%. Find the final salary.","$$25500$$","After the first decrease of 15%, the salary becomes 85% of its original value. | \[\Rightarrow \text{After first decrease}=40000\times\frac{85}{100}=34000\] | Now decrease this new value by 25%. | \[\Rightarrow \text{Final value}=34000\times\frac{75}{100}=25500\] | So the salary after both decreases is Rs. 25500. | \[\Rightarrow \text{Final salary}=25500\]","PASS"
"pa","PCT-CP-006","PCT-QL-011","PCT-ES-006","Medium","netPercentageDecrease","PERCENT","A price decreased first by 20% and then by 10%. Find the overall percentage decrease.","$$28\%$$","Convert both decreases into retained factors. | \[\Rightarrow \text{Combined factor}=\frac{80}{100}\times\frac{90}{100}\] | This combined factor shows what fraction of the original still remains. | \[\Rightarrow \text{Combined factor}=\frac{80}{100}\times\frac{90}{100}=0.72\] | So subtract the remaining fraction from 1 and convert it into percent. | \[\Rightarrow \text{Net decrease}=28\%\] | So the overall percentage decrease is 28%. | \[\Rightarrow \text{Net decrease}=28\%\]","PASS"
"pa","PCT-CP-007","PCT-QL-013","PCT-ES-007","Hard","comparativeDecrease","ABSOLUTE","salary A was Rs. 50000 and decreased by 10%. salary B was Rs. 25000 and decreased by 15%. Find the difference between their new values.","$$23750$$","First find the new value of salary A after its decrease. | \[\Rightarrow \text{New salary A}=50000\times\frac{90}{100}=45000\] | Now find the new value of salary B after its decrease. | \[\Rightarrow \text{New salary B}=25000\times\frac{85}{100}=21250\] | Now compare the two new values. | \[\Rightarrow \text{Difference}=\left|45000-21250\right|=23750\] | So the difference between the new values is Rs. 23750. | \[\Rightarrow \text{Difference}=23750\]","PASS"
"pa","PCT-CP-008","PCT-QL-015","PCT-ES-008","Hard","componentWiseDecrease","PERCENT","In a group of 300 students, 60% were boys and the rest were girls. If the number of boys decreased by 15% and the number of girls decreased by 15%, find the new percentage of boys.","$$60\%$$","At first, 60% of the students are boys. So split the original total. | \[\Rightarrow \text{Initial boys}=300\times\frac{60}{100}=180,\ \text{Initial girls}=120\] | Now decrease the numbers of boys and girls by their respective percentages. | \[\Rightarrow \text{New boys}=180\times\frac{85}{100}=153,\ \text{New girls}=120\times\frac{85}{100}=102\] | Use the new total to find the updated percentage of boys. | \[\Rightarrow \text{New boys percent}=\frac{153}{255}\times100=60\%\] | So the new percentage of boys is 60%. | \[\Rightarrow \text{New boys percent}=60\%\]","PASS"
