Question ID,CP,Difficulty,QL ID,Structure,Context,Answer Archetype,Question,Option A,Option B,Option C,Option D,Correct Option,Explanation,Review Status,Reviewer Notes
PCT-CP-001:PCT-QL-002:PCT-005:en:10,PCT-CP-001,Easy,PCT-QL-002,Timeline,Money,Final value,A salary of Rs. 30000 first increased by 10% and then by 20%. Find the final salary.,39600 - 1,39600,-39600,39600 + 1,B,"For first stage, increase = 10%. So the new value becomes 110% of the previous value. ? 100%+10%=110% So the multiplier for first stage is 110/100. ? first stage multiplier=(110/100)=1.1 Apply the first-stage multiplier to the original salary. ? After first stage=30000?1.1=33000 For second stage, increase = 20%. So the new value becomes 120% of the previous value. ? 100%+20%=120% So the multiplier for second stage is 120/100. ? second stage multiplier=(120/100)=1.2 Now multiply by both stage multipliers to get the final salary. ? Final salary=30000?1.1?1.2=39600 So the final salary is Rs. 39600. ? Final salary=39600",,
PCT-CP-002:PCT-QL-004:PCT-005:en:11,PCT-CP-002,Easy,PCT-QL-004,Timeline,Money,Final value,A salary of Rs. 40000 first decreased by 12% and then by 20%. Find the final salary.,-28160,28160 + 1,28160 - 1,28160,D,"For first stage, decrease = 12%. So the new value becomes 88% of the previous value. ? 100%-12%=88% So the multiplier for first stage is 88/100. ? first stage multiplier=(88/100)=0.88 Apply the first-stage multiplier to the original salary. ? After first stage=40000?0.88=35200 For second stage, decrease = 20%. So the new value becomes 80% of the previous value. ? 100%-20%=80% 80% can also be written as the fraction 4/5. ? 80%=(4/5) So the multiplier for second stage is 80/100. ? second stage multiplier=(80/100)=0.8 Now multiply by both stage multipliers to get the final salary. ? Final salary=40000?0.88?0.8=28160 So the final salary is Rs. 28160. ? Final salary=28160",,
PCT-CP-003:PCT-QL-006:PCT-005:en:12,PCT-CP-003,Medium,PCT-QL-006,Timeline,Production,Count/Partition output,A production of 1000 first increased by 15% and then decreased by 20%. Find the final production.,-920,920,920 - 1,920 + 1,B,"For first stage, increase = 15%. So the new value becomes 115% of the previous value. ? 100%+15%=115% So the multiplier for first stage is 115/100. ? first stage multiplier=(115/100)=1.15 Apply the first-stage multiplier to the original production. ? After first stage=1000?1.15=1150 For second stage, decrease = 20%. So the new value becomes 80% of the previous value. ? 100%-20%=80% 80% can also be written as the fraction 4/5. ? 80%=(4/5) So the multiplier for second stage is 80/100. ? second stage multiplier=(80/100)=0.8 Now multiply by both stage multipliers to get the final production. ? Final production=1000?1.15?0.8=920 So the final production is 920. ? Final production=920",,
PCT-CP-004:PCT-QL-008:PCT-005:en:13,PCT-CP-004,Medium,PCT-QL-008,Timeline,Education,Count/Partition output,A attendance of 500 first decreased by 20% and then increased by 10%. Find the final attendance.,-440,440 + 1,440 - 1,440,D,"For first stage, decrease = 20%. So the new value becomes 80% of the previous value. ? 100%-20%=80% 80% can also be written as the fraction 4/5. ? 80%=(4/5) So the multiplier for first stage is 80/100. ? first stage multiplier=(80/100)=0.8 Apply the first-stage multiplier to the original attendance. ? After first stage=500?0.8=400 For second stage, increase = 10%. So the new value becomes 110% of the previous value. ? 100%+10%=110% So the multiplier for second stage is 110/100. ? second stage multiplier=(110/100)=1.1 Now multiply by both stage multipliers to get the final attendance. ? Final attendance=500?0.8?1.1=440 So the final attendance is 440. ? Final attendance=440",,
PCT-CP-005:PCT-QL-010:PCT-005:en:14,PCT-CP-005,Easy,PCT-QL-010,Timeline,Abstract,Percentage change,A value first increased by 10% and then decreased by 15%. Find the net percentage change.,-6.5% + 1,--6.5%,-6.5%,-6.5% - 1,C,"For first stage, increase = 10%. So the new value becomes 110% of the previous value. ? 100%+10%=110% So the multiplier for first stage is 110/100. ? first stage multiplier=(110/100)=1.1 For second stage, decrease = 15%. So the new value becomes 85% of the previous value. ? 100%-15%=85% So the multiplier for second stage is 85/100. ? second stage multiplier=(85/100)=0.85 Multiply the two stage multipliers to get the overall multiplier. ? Overall multiplier=1.1?0.85=0.935 Now compare this overall multiplier with 1 to find the net percentage change. ? Net change=left(0.935-1right)?100=-6.5% Overall change = decrease of 6.5%. ? Net percentage change=-6.5%",,
PCT-CP-006:PCT-QL-012:PCT-005:en:15,PCT-CP-006,Medium,PCT-QL-012,Timeline,Abstract,Multiplier,Find the equivalent single multiplier for a value that first changes by +15% and then by -5%.,1.0925,1.0925 + 1,1.0925 - 1,-1.0925,A,"For first stage, increase = 15%. So the new value becomes 115% of the previous value. ? 100%+15%=115% So the multiplier for first stage is 115/100. ? first stage multiplier=(115/100)=1.15 For second stage, decrease = 5%. So the new value becomes 95% of the previous value. ? 100%-5%=95% So the multiplier for second stage is 95/100. ? second stage multiplier=(95/100)=0.95 Multiply the stage multipliers to get one equivalent multiplier. ? Equivalent multiplier=1.15?0.95=1.0925 So the single equivalent multiplier is 1.0925. ? Equivalent multiplier=1.0925",,
PCT-CP-007:PCT-QL-014:PCT-005:en:16,PCT-CP-007,Medium,PCT-QL-014,Timeline,Abstract,Comparison,"After successive changes of +20% and -15%, the final value became 1224. Find the original value.",1200,1200 + 1,-1200,1200 - 1,A,"For first stage, increase = 20%. So the new value becomes 120% of the previous value. ? 100%+20%=120% So the multiplier for first stage is 120/100. ? first stage multiplier=(120/100)=1.2 For second stage, decrease = 15%. So the new value becomes 85% of the previous value. ? 100%-15%=85% So the multiplier for second stage is 85/100. ? second stage multiplier=(85/100)=0.85 Multiply the stage multipliers to get the overall multiplier. ? Overall multiplier=1.2?0.85=1.02 The final value is already known. So divide it by the overall multiplier to get the original value. ? Original value=(1224/1.02)=1200 So the original value was 1200. ? Original value=1200",,
PCT-CP-008:PCT-QL-016:PCT-005:en:17,PCT-CP-008,Hard,PCT-QL-016,Direct,Money,Comparison,salary A was Rs. 40000 and changed by +15% and -12%. salary B was Rs. 20000 and changed by +18% and +10%. Find the difference between their final values.,14520,14520 - 1,14520 + 1,-14520,A,"For salary A first stage, increase = 15%. So the new value becomes 115% of the previous value. ? 100%+15%=115% So the multiplier for salary A first stage is 115/100. ? salary A first stage multiplier=(115/100)=1.15 For salary A second stage, decrease = 12%. So the new value becomes 88% of the previous value. ? 100%-12%=88% So the multiplier for salary A second stage is 88/100. ? salary A second stage multiplier=(88/100)=0.88 So the final value of salary A is found by applying its combined multiplier. ? Final salary A=40000?1.012=40480 For salary B first stage, increase = 18%. So the new value becomes 118% of the previous value. ? 100%+18%=118% So the multiplier for salary B first stage is 118/100. ? salary B first stage multiplier=(118/100)=1.18 For salary B second stage, increase = 10%. So the new value becomes 110% of the previous value. ? 100%+10%=110% So the multiplier for salary B second stage is 110/100. ? salary B second stage multiplier=(110/100)=1.1 So the final value of salary B is found by applying its combined multiplier. ? Final salary B=20000?1.298=25960 Now compare the two final values. ? Difference=left|40480-25960right|=14520 So the difference between the final values is Rs. 14520. ? Difference=14520",,
PCT-CP-009:PCT-QL-018:PCT-005:en:18,PCT-CP-009,Hard,PCT-QL-018,Timeline,Abstract,Difference,"A value of 5000 changed successively by +10%, +20%, -5%, and +15%. Find the final value.",7210.5,-7210.5,7210.5 + 1,7210.5 - 1,A,"For stage 1, increase = 10%. So the new value becomes 110% of the previous value. ? 100%+10%=110% So the multiplier for stage 1 is 110/100. ? stage 1 multiplier=(110/100)=1.1 For stage 2, increase = 20%. So the new value becomes 120% of the previous value. ? 100%+20%=120% So the multiplier for stage 2 is 120/100. ? stage 2 multiplier=(120/100)=1.2 For stage 3, decrease = 5%. So the new value becomes 95% of the previous value. ? 100%-5%=95% So the multiplier for stage 3 is 95/100. ? stage 3 multiplier=(95/100)=0.95 For stage 4, increase = 15%. So the new value becomes 115% of the previous value. ? 100%+15%=115% So the multiplier for stage 4 is 115/100. ? stage 4 multiplier=(115/100)=1.15 Multiply all the stage multipliers to get one overall multiplier. ? Overall multiplier=1.1?1.2?0.95?1.15=1.4421 Now multiply the original value by the overall multiplier. ? Final value=5000?1.1?1.2?0.95?1.15=7210.5 So the final value is 7210.5. ? Final value=7210.5",,
PCT-CP-010:PCT-QL-020:PCT-005:en:19,PCT-CP-010,Hard,PCT-QL-020,Timeline,Sales,Final value,"A sales of Rs. 30000 first increased by 15%, then increased by 12%, and finally decreased by 10%. Find the final sales.",34776,34776 - 1,34776 + 1,-34776,A,"For stage 1, increase = 15%. So the new value becomes 115% of the previous value. ? 100%+15%=115% So the multiplier for stage 1 is 115/100. ? stage 1 multiplier=(115/100)=1.15 For stage 2, increase = 12%. So the new value becomes 112% of the previous value. ? 100%+12%=112% So the multiplier for stage 2 is 112/100. ? stage 2 multiplier=(112/100)=1.12 For stage 3, decrease = 10%. So the new value becomes 90% of the previous value. ? 100%-10%=90% 90% can also be written as the fraction 9/10. ? 90%=(9/10) So the multiplier for stage 3 is 90/100. ? stage 3 multiplier=(90/100)=0.9 Multiply all the stage multipliers to get one overall multiplier. ? Overall multiplier=1.15?1.12?0.9=1.1592 Now multiply the original sales by the overall multiplier. ? Final sales=30000?1.15?1.12?0.9=34776 So the final sales is Rs. 34776. ? Final sales=34776",,
PCT-CP-001:PCT-QL-001:PCT-005:en:20,PCT-CP-001,Easy,PCT-QL-001,Timeline,Abstract,Final value,"A value increased by 12% and then by 20%. If the original value was 1000, find the final value.",1344 + 1,1344 - 1,-1344,1344,D,"For first stage, increase = 12%. So the new value becomes 112% of the previous value. ? 100%+12%=112% So the multiplier for first stage is 112/100. ? first stage multiplier=(112/100)=1.12 Apply the first-stage multiplier to the original value. ? After first stage=1000?1.12=1120 For second stage, increase = 20%. So the new value becomes 120% of the previous value. ? 100%+20%=120% So the multiplier for second stage is 120/100. ? second stage multiplier=(120/100)=1.2 Now multiply by both stage multipliers to get the final value. ? Final value=1000?1.12?1.2=1344 So the final value is 1344. ? Final value=1344",,
PCT-CP-002:PCT-QL-003:PCT-005:en:21,PCT-CP-002,Easy,PCT-QL-003,Timeline,Population,Count/Partition output,"A population decreased by 15% and then by 25%. If the original population was 2000, find the final population.",-1275,1275,1275 - 1,1275 + 1,B,"For first stage, decrease = 15%. So the new value becomes 85% of the previous value. ? 100%-15%=85% So the multiplier for first stage is 85/100. ? first stage multiplier=(85/100)=0.85 Apply the first-stage multiplier to the original population. ? After first stage=2000?0.85=1700 For second stage, decrease = 25%. So the new value becomes 75% of the previous value. ? 100%-25%=75% 75% can also be written as the fraction 3/4. ? 75%=(3/4) So the multiplier for second stage is 75/100. ? second stage multiplier=(75/100)=0.75 Now multiply by both stage multipliers to get the final population. ? Final population=2000?0.85?0.75=1275 So the final population is 1275. ? Final population=1275",,
PCT-CP-003:PCT-QL-005:PCT-005:en:22,PCT-CP-003,Medium,PCT-QL-005,Timeline,Abstract,Final value,"A value increased by 25% and then decreased by 10%. If the original value was 5000, find the final value.",-5625,5625 - 1,5625 + 1,5625,D,"For first stage, increase = 25%. So the new value becomes 125% of the previous value. ? 100%+25%=125% So the multiplier for first stage is 125/100. ? first stage multiplier=(125/100)=1.25 Apply the first-stage multiplier to the original value. ? After first stage=5000?1.25=6250 For second stage, decrease = 10%. So the new value becomes 90% of the previous value. ? 100%-10%=90% 90% can also be written as the fraction 9/10. ? 90%=(9/10) So the multiplier for second stage is 90/100. ? second stage multiplier=(90/100)=0.9 Now multiply by both stage multipliers to get the final value. ? Final value=5000?1.25?0.9=5625 So the final value is 5625. ? Final value=5625",,
PCT-CP-004:PCT-QL-007:PCT-005:en:23,PCT-CP-004,Medium,PCT-QL-007,Timeline,Abstract,Final value,"A value decreased by 10% and then increased by 20%. If the original value was 10000, find the final value.",-10800,10800 - 1,10800,10800 + 1,C,"For first stage, decrease = 10%. So the new value becomes 90% of the previous value. ? 100%-10%=90% 90% can also be written as the fraction 9/10. ? 90%=(9/10) So the multiplier for first stage is 90/100. ? first stage multiplier=(90/100)=0.9 Apply the first-stage multiplier to the original value. ? After first stage=10000?0.9=9000 For second stage, increase = 20%. So the new value becomes 120% of the previous value. ? 100%+20%=120% So the multiplier for second stage is 120/100. ? second stage multiplier=(120/100)=1.2 Now multiply by both stage multipliers to get the final value. ? Final value=10000?0.9?1.2=10800 So the final value is 10800. ? Final value=10800",,
PCT-CP-005:PCT-QL-009:PCT-005:en:24,PCT-CP-005,Easy,PCT-QL-009,Timeline,Abstract,Percentage change,A value increased by 12% and then by 20%. Find the net percentage change.,34.4% + 1,34.4% - 1,-34.4%,34.4%,D,"For first stage, increase = 12%. So the new value becomes 112% of the previous value. ? 100%+12%=112% So the multiplier for first stage is 112/100. ? first stage multiplier=(112/100)=1.12 For second stage, increase = 20%. So the new value becomes 120% of the previous value. ? 100%+20%=120% So the multiplier for second stage is 120/100. ? second stage multiplier=(120/100)=1.2 Multiply the two stage multipliers to get the overall multiplier. ? Overall multiplier=1.12?1.2=1.344 Now compare this overall multiplier with 1 to find the net percentage change. ? Net change=left(1.344-1right)?100=34.4% Overall change = increase of 34.4%. ? Net percentage change=34.4%",,
PCT-CP-006:PCT-QL-011:PCT-005:en:25,PCT-CP-006,Medium,PCT-QL-011,Timeline,Abstract,Multiplier,Find the equivalent single multiplier for a value that first changes by +25% and then by +20%.,1.5 + 1,-1.5,1.5,1.5 - 1,C,"For first stage, increase = 25%. So the new value becomes 125% of the previous value. ? 100%+25%=125% So the multiplier for first stage is 125/100. ? first stage multiplier=(125/100)=1.25 For second stage, increase = 20%. So the new value becomes 120% of the previous value. ? 100%+20%=120% So the multiplier for second stage is 120/100. ? second stage multiplier=(120/100)=1.2 Multiply the stage multipliers to get one equivalent multiplier. ? Equivalent multiplier=1.25?1.2=1.5 So the single equivalent multiplier is 1.5. ? Equivalent multiplier=1.5",,
PCT-CP-007:PCT-QL-013:PCT-005:en:26,PCT-CP-007,Medium,PCT-QL-013,Timeline,Abstract,Comparison,"After successive changes of +25% and +10%, the final value became 825. Find the original value.",600,600 + 1,600 - 1,-600,A,"For first stage, increase = 25%. So the new value becomes 125% of the previous value. ? 100%+25%=125% So the multiplier for first stage is 125/100. ? first stage multiplier=(125/100)=1.25 For second stage, increase = 10%. So the new value becomes 110% of the previous value. ? 100%+10%=110% So the multiplier for second stage is 110/100. ? second stage multiplier=(110/100)=1.1 Multiply the stage multipliers to get the overall multiplier. ? Overall multiplier=1.25?1.1=1.375 The final value is already known. So divide it by the overall multiplier to get the original value. ? Original value=(825/1.375)=600 So the original value was 600. ? Original value=600",,
PCT-CP-008:PCT-QL-015:PCT-005:en:27,PCT-CP-008,Hard,PCT-QL-015,Direct,Abstract,Comparison,A was 5000 and changed by +12% and +25%. B was 1000 and changed by +15% and +12%. Find the difference between their final values.,5712,-5712,5712 + 1,5712 - 1,A,"For A first stage, increase = 12%. So the new value becomes 112% of the previous value. ? 100%+12%=112% So the multiplier for A first stage is 112/100. ? A first stage multiplier=(112/100)=1.12 For A second stage, increase = 25%. So the new value becomes 125% of the previous value. ? 100%+25%=125% So the multiplier for A second stage is 125/100. ? A second stage multiplier=(125/100)=1.25 So the final value of A is found by applying its combined multiplier. ? Final A=5000?1.4=7000 For B first stage, increase = 15%. So the new value becomes 115% of the previous value. ? 100%+15%=115% So the multiplier for B first stage is 115/100. ? B first stage multiplier=(115/100)=1.15 For B second stage, increase = 12%. So the new value becomes 112% of the previous value. ? 100%+12%=112% So the multiplier for B second stage is 112/100. ? B second stage multiplier=(112/100)=1.12 So the final value of B is found by applying its combined multiplier. ? Final B=1000?1.288=1288 Now compare the two final values. ? Difference=left|7000-1288right|=5712 So the difference between the final values is 5712. ? Difference=5712",,
PCT-CP-009:PCT-QL-017:PCT-005:en:28,PCT-CP-009,Hard,PCT-QL-017,Timeline,Abstract,Difference,"A value of 5000 changed successively by +12%, +15%, and -10%. Find the final value.",5796,5796 + 1,5796 - 1,-5796,A,"For stage 1, increase = 12%. So the new value becomes 112% of the previous value. ? 100%+12%=112% So the multiplier for stage 1 is 112/100. ? stage 1 multiplier=(112/100)=1.12 For stage 2, increase = 15%. So the new value becomes 115% of the previous value. ? 100%+15%=115% So the multiplier for stage 2 is 115/100. ? stage 2 multiplier=(115/100)=1.15 For stage 3, decrease = 10%. So the new value becomes 90% of the previous value. ? 100%-10%=90% 90% can also be written as the fraction 9/10. ? 90%=(9/10) So the multiplier for stage 3 is 90/100. ? stage 3 multiplier=(90/100)=0.9 Multiply all the stage multipliers to get one overall multiplier. ? Overall multiplier=1.12?1.15?0.9=1.1592 Now multiply the original value by the overall multiplier. ? Final value=5000?1.12?1.15?0.9=5796 So the final value is 5796. ? Final value=5796",,
PCT-CP-010:PCT-QL-019:PCT-005:en:29,PCT-CP-010,Hard,PCT-QL-019,Timeline,Population,Count/Partition output,"A population of 8000 first increased by 10%, then decreased by 10%, and then increased by 10%. Find the final population.",8712 + 1,8712 - 1,-8712,8712,D,"For stage 1, increase = 10%. So the new value becomes 110% of the previous value. ? 100%+10%=110% So the multiplier for stage 1 is 110/100. ? stage 1 multiplier=(110/100)=1.1 For stage 2, decrease = 10%. So the new value becomes 90% of the previous value. ? 100%-10%=90% 90% can also be written as the fraction 9/10. ? 90%=(9/10) So the multiplier for stage 2 is 90/100. ? stage 2 multiplier=(90/100)=0.9 For stage 3, increase = 10%. So the new value becomes 110% of the previous value. ? 100%+10%=110% So the multiplier for stage 3 is 110/100. ? stage 3 multiplier=(110/100)=1.1 Multiply all the stage multipliers to get one overall multiplier. ? Overall multiplier=1.1?0.9?1.1=1.089 Now multiply the original population by the overall multiplier. ? Final population=8000?1.1?0.9?1.1=8712 So the final population is 8712. ? Final population=8712",,
PCT-CP-001:PCT-QL-002:PCT-005:en:30,PCT-CP-001,Easy,PCT-QL-002,Timeline,Money,Final value,A salary of Rs. 50000 first increased by 15% and then by 25%. Find the final salary.,-71875,71875 + 1,71875 - 1,71875,D,"For first stage, increase = 15%. So the new value becomes 115% of the previous value. ? 100%+15%=115% So the multiplier for first stage is 115/100. ? first stage multiplier=(115/100)=1.15 Apply the first-stage multiplier to the original salary. ? After first stage=50000?1.15=57500 For second stage, increase = 25%. So the new value becomes 125% of the previous value. ? 100%+25%=125% So the multiplier for second stage is 125/100. ? second stage multiplier=(125/100)=1.25 Now multiply by both stage multipliers to get the final salary. ? Final salary=50000?1.15?1.25=71875 So the final salary is Rs. 71875. ? Final salary=71875",,
PCT-CP-002:PCT-QL-004:PCT-005:en:31,PCT-CP-002,Easy,PCT-QL-004,Timeline,Money,Final value,A salary of Rs. 20000 first decreased by 15% and then by 10%. Find the final salary.,-15300,15300,15300 - 1,15300 + 1,B,"For first stage, decrease = 15%. So the new value becomes 85% of the previous value. ? 100%-15%=85% So the multiplier for first stage is 85/100. ? first stage multiplier=(85/100)=0.85 Apply the first-stage multiplier to the original salary. ? After first stage=20000?0.85=17000 For second stage, decrease = 10%. So the new value becomes 90% of the previous value. ? 100%-10%=90% 90% can also be written as the fraction 9/10. ? 90%=(9/10) So the multiplier for second stage is 90/100. ? second stage multiplier=(90/100)=0.9 Now multiply by both stage multipliers to get the final salary. ? Final salary=20000?0.85?0.9=15300 So the final salary is Rs. 15300. ? Final salary=15300",,
