"language","cpId","qlId","esId","difficulty","taskKind","answerType","question","answer","explanation","validation"
"en","PCT-CP-005","PCT-QL-037","PCT-ES-005","Hard","successiveExpense","ABSOLUTE","A person spends 15% of his salary on food and 20% of the remaining on rent. If he still has Rs. 10200 left, find his salary.","$$15000$$","Given | $$\text{Remaining fraction}=\frac{85}{100}\times\frac{80}{100}$$ | Calculation | $$\frac{10200\times10000}{85\times80}$$ | = | $$=$$15000$$$$ | Answer | $$$$15000$$$$ | Hence, the salary is $$15000$$.","PASS"
"en","PCT-CP-006","PCT-QL-049","PCT-ES-006","Hard","dryFromFresh","ABSOLUTE","340 kg of fresh fruit has 90% water, and dry fruit has 15% water. How many kg of dry fruit can be made from 340 kg of fresh fruit?","$$40$$","Given | $$\text{Solid matter}=\frac{10}{100}\times340$$ | Calculation | $$\text{Dry weight}=\frac{340\times10}{85}$$ | = | $$=$$40$$$$ | Answer | $$$$40$$$$ | Thus, the weight of dry fruit is $$40$$.","PASS"
"en","PCT-CP-001","PCT-QL-003","PCT-ES-001","Easy","percentToFraction","FRACTION","Convert 50% into its simplest fractional form.","$$\frac{1}{2}$$","Given | $$50\%=\frac{50}{100}$$ | Calculation | $$\frac{50}{100}$$ | = | $$=$$\frac{1}{2}$$$$ | Answer | $$$$\frac{1}{2}$$$$ | Therefore, the percentage in fractional form is $$\frac{1}{2}$$.","PASS"
"en","PCT-CP-002","PCT-QL-012","PCT-ES-002","Medium","reverseIncrease","ABSOLUTE","If 28% is added to a number, it becomes 5120. Find the number.","$$4000$$","Given | $$100+28=128\%$$ | Calculation | $$\frac{5120\times100}{128}$$ | = | $$=$$4000$$$$ | Answer | $$$$4000$$$$ | Accordingly, the original value is $$4000$$.","PASS"
"en","PCT-CP-003","PCT-QL-022","PCT-ES-003","Medium","successiveChange","PERCENT","A number is increased by 30% and then decreased by 60%. Find the total change percent.","$$-48\%$$","Equivalent percentage change | $$a+b+\frac{ab}{100}$$ | = | $$30+(-60)+\frac{30\times(-60)}{100}$$ | = | $$-30+\frac{-1800}{100}$$ | = | $$$$-48\%$$$$ | Hence, the overall change is $$-48\%$$.","PASS"
"en","PCT-CP-004","PCT-QL-030","PCT-ES-004","Medium","invarianceDecrease","PERCENT","The length of a rectangle increases by 12%. By what percent should the breadth be decreased to keep the area same?","$$10.71\%$$","Given | $$\text{New base}=100+12=112$$ | Calculation | $$\frac{12\times100}{112}$$ | = | $$=$$10.71\%$$$$ | Answer | $$$$10.71\%$$$$ | Accordingly, the required decrease is $$10.71\%$$.","PASS"
"en","PCT-CP-005","PCT-QL-038","PCT-ES-005","Medium","winnerVotes","COUNT","In an election between two candidates, the winner got 60% votes and won by 1000 votes. Find the total votes polled.","$$5000$$","Given | $$60-(100-60)=20\%$$ | Calculation | $$\frac{1000\times100}{20}$$ | = | $$=$$5000$$$$ | Answer | $$$$5000$$$$ | Accordingly, the total number of votes is $$5000$$.","PASS"
"en","PCT-CP-006","PCT-QL-050","PCT-ES-006","Hard","addSolute","ABSOLUTE","In 75000 litres of salt solution, there is 33.33% salt. How much salt should be added to make it a 75% solution?","$$125010$$","Given | $$\text{Water}=\frac{66.67}{100}\times75000$$ | Calculation | $$\text{Final volume}=\frac{75000\times66.67}{25}$$ | = | $$\text{Solute added}=\text{Final volume}-75000=$$125010$$$$ | Answer | $$$$125010$$$$ | Hence, the pure solute added is $$125010$$.","PASS"
"en","PCT-CP-001","PCT-QL-004","PCT-ES-001","Easy","valueAsPercent","PERCENT","What percentage of 200 is 800?","$$400\%$$","Given | $$\frac{800}{200}\times100$$ | Calculation | $$800\times\frac{100}{200}$$ | = | $$=$$400\%$$$$ | Answer | $$$$400\%$$$$ | Accordingly, the required percentage is $$400\%$$.","PASS"
"en","PCT-CP-002","PCT-QL-013","PCT-ES-002","Medium","reverseDecrease","ABSOLUTE","If 22% is subtracted from a number, it becomes 780. Find the number.","$$1000$$","Given | $$100-22=78\%$$ | Calculation | $$\frac{780\times100}{78}$$ | = | $$=$$1000$$$$ | Answer | $$$$1000$$$$ | Hence, the original value is $$1000$$.","PASS"
"en","PCT-CP-003","PCT-QL-023","PCT-ES-003","Medium","successiveChange","PERCENT","The price of an item is increased by 40% and then decreased by 20%. Find the net change in price percent.","$$12\%$$","Equivalent percentage change | $$a+b+\frac{ab}{100}$$ | = | $$40+(-20)+\frac{40\times(-20)}{100}$$ | = | $$20+\frac{-800}{100}$$ | = | $$$$12\%$$$$ | Hence, the overall change is $$12\%$$.","PASS"
"en","PCT-CP-004","PCT-QL-031","PCT-ES-004","Hard","invarianceDecrease","PERCENT","If a car's speed increases by 62.5%, by what percent will the time taken decrease for the same distance?","$$38.46\%$$","Given | $$\text{New base}=100+62.5=162.5$$ | Calculation | $$\frac{62.5\times100}{162.5}$$ | = | $$=$$38.46\%$$$$ | Answer | $$$$38.46\%$$$$ | Therefore, the required decrease is $$38.46\%$$.","PASS"
"en","PCT-CP-005","PCT-QL-039","PCT-ES-005","Hard","cancelledVotes","COUNT","In an election, 25% votes were cancelled. The winner got 60% of the valid votes and won by 2250 votes. Find the total votes.","$$15000$$","Given | $$\text{Effective gap}=\frac{75\times20}{100}\%$$ | Calculation | $$\frac{2250\times10000}{75\times20}$$ | = | $$=$$15000$$$$ | Answer | $$$$15000$$$$ | Thus, the total votes are $$15000$$.","PASS"
"en","PCT-CP-006","PCT-QL-051","PCT-ES-006","Hard","dilutedPercent","PERCENT","If 325 litres of water is added to 300 litres of 62.5% alcohol solution, what will be the percentage of alcohol now?","$$30\%$$","Given | $$\text{Alcohol}=\frac{62.5}{100}\times300$$ | Calculation | $$\frac{300\times62.5}{625}$$ | = | $$=$$30\%$$$$ | Answer | $$$$30\%$$$$ | Thus, the new concentration is $$30\%$$.","PASS"
"en","PCT-CP-001","PCT-QL-005","PCT-ES-001","Easy","directRelation","ABSOLUTE","A is 40% of B. If B is 100, find A.","$$40$$","Given | $$40\%\text{ of }100$$ | Calculation | $$\frac{40}{100}\times100$$ | = | $$=$$40$$$$ | Answer | $$$$40$$$$ | So, the required quantity is $$40$$.","PASS"
"en","PCT-CP-002","PCT-QL-014","PCT-ES-002","Medium","reverseIncrease","ABSOLUTE","After increasing a number by 12%, it becomes 3360. Find the old number.","$$3000$$","Given | $$100+12=112\%$$ | Calculation | $$\frac{3360\times100}{112}$$ | = | $$=$$3000$$$$ | Answer | $$$$3000$$$$ | Accordingly, the original value is $$3000$$.","PASS"
"en","PCT-CP-003","PCT-QL-024","PCT-ES-003","Medium","compoundGrowth","ABSOLUTE","The population of a town is 12500. If it grows at 45% every year, what will it be after 2 years?","$$26281.25$$","Given | $$1+\frac{45}{100}=\frac{145}{100}$$ | Calculation | $$12500\left(\frac{145}{100}\right)^2$$ | = | $$=$$26281.25$$$$ | Answer | $$$$26281.25$$$$ | Hence, the value after the stated periods is $$26281.25$$.","PASS"
"en","PCT-CP-004","PCT-QL-032","PCT-ES-004","Medium","restoreAfterIncrease","PERCENT","The price of an item is increased by 45%. By what percent should the new price be reduced to bring it back to the original?","$$31.03\%$$","Given | $$\text{New base}=100+45=145$$ | Calculation | $$\frac{45\times100}{145}$$ | = | $$=$$31.03\%$$$$ | Answer | $$$$31.03\%$$$$ | Therefore, the required reduction is $$31.03\%$$.","PASS"
"en","PCT-CP-005","PCT-QL-040","PCT-ES-005","Medium","passMarks","COUNT","A student needs 35% marks to pass. He gets 335 marks and fails by 15 marks. Find the maximum marks.","$$1000$$","Given | $$335+15=350$$ | Calculation | $$\frac{350\times100}{35}$$ | = | $$=$$1000$$$$ | Answer | $$$$1000$$$$ | Hence, the maximum marks are $$1000$$.","PASS"
"en","PCT-CP-006","PCT-QL-052","PCT-ES-006","Hard","freshFromDry","ABSOLUTE","Fresh grapes have 60% water and dry grapes have 40% water. If the dry grapes weigh 20 kg, what was their weight when fresh?","$$30$$","Given | $$\text{Dry solid}=\frac{60}{100}\times20$$ | Calculation | $$\text{Fresh weight}=\frac{20\times60}{40}$$ | = | $$=$$30$$$$ | Answer | $$$$30$$$$ | Thus, the fresh weight was $$30$$.","PASS"
"en","PCT-CP-001","PCT-QL-006","PCT-ES-001","Medium","moreToLess","PERCENT","A is 18% more than B. By what percent is B less than A?","$$15.25\%$$","Given | $$B=100,\ A=118$$ | Calculation | $$\frac{18}{118}\times100$$ | = | $$=$$15.25\%$$$$ | Answer | $$$$15.25\%$$$$ | Hence, the smaller quantity is less by $$15.25\%$$.","PASS"
"en","PCT-CP-002","PCT-QL-015","PCT-ES-002","Medium","reverseIncrease","ABSOLUTE","A man's salary is increased by 35% and becomes Rs. 270. Find his original salary.","$$200$$","Given | $$100+35=135\%$$ | Calculation | $$\frac{270\times100}{135}$$ | = | $$=$$200$$$$ | Answer | $$$$200$$$$ | Therefore, the original value is $$200$$.","PASS"
"en","PCT-CP-003","PCT-QL-025","PCT-ES-003","Medium","compoundDecay","ABSOLUTE","A machine's value falls by 28% every year. If it is Rs. 4500 now, find its value after 2 years.","$$2332.8$$","Given | $$1-\frac{28}{100}=\frac{72}{100}$$ | Calculation | $$4500\left(\frac{72}{100}\right)^2$$ | = | $$=$$2332.8$$$$ | Answer | $$$$2332.8$$$$ | Thus, the remaining value is $$2332.8$$.","PASS"
"en","PCT-CP-004","PCT-QL-033","PCT-ES-004","Hard","revenueChange","PERCENT","If the tax on an item is reduced by 50% and its sale increases by 30%, find the total change in revenue percent.","$$-35\%$$","Given | $$\frac{50}{100}\times\frac{130}{100}$$ | Calculation | $$\left(\frac{50\times130}{10000}-1\right)100$$ | = | $$=$$-35\%$$$$ | Answer | $$$$-35\%$$$$ | Therefore, the net change in revenue is $$-35\%$$.","PASS"
"en","PCT-CP-005","PCT-QL-041","PCT-ES-005","Easy","partToTotal","COUNT","In a school, 25% students are boys. If there are 375 girls, find the total number of students.","$$500$$","Given | $$\text{Known part}=75\%$$ | Calculation | $$\frac{375\times100}{75}$$ | = | $$=$$500$$$$ | Answer | $$$$500$$$$ | Hence, the total is $$500$$.","PASS"
"en","PCT-CP-006","PCT-QL-053","PCT-ES-006","Hard","addPureComponent","ABSOLUTE","How much pure alcohol should be added to 40 mL of 62.5% solution to make it 75% strong?","$$20$$","Given | $$\text{Non-alcohol}=\frac{37.5}{100}\times40$$ | Calculation | $$\text{Final volume}=\frac{40\times37.5}{25}$$ | = | $$\text{Alcohol added}=\text{Final volume}-40=$$20$$$$ | Answer | $$$$20$$$$ | Thus, the pure alcohol added is $$20$$.","PASS"
"en","PCT-CP-001","PCT-QL-007","PCT-ES-001","Medium","lessToMore","PERCENT","A is 12% less than B. By what percent is B more than A?","$$13.64\%$$","Given | $$B=100,\ A=88$$ | Calculation | $$\frac{12}{88}\times100$$ | = | $$=$$13.64\%$$$$ | Answer | $$$$13.64\%$$$$ | Accordingly, the larger quantity is more by $$13.64\%$$.","PASS"
"en","PCT-CP-002","PCT-QL-016","PCT-ES-002","Medium","increaseByAmount","ABSOLUTE","Adding 300 to a number is the same as increasing it by 12%. Find the number.","$$2500$$","Given | $$12\%=300$$ | Calculation | $$\frac{300\times100}{12}$$ | = | $$=$$2500$$$$ | Answer | $$$$2500$$$$ | Accordingly, the original value is $$2500$$.","PASS"
"en","PCT-CP-003","PCT-QL-026","PCT-ES-003","Medium","areaChange","PERCENT","The length and breadth of a rectangle are increased by 45% and 15% respectively. Find the percentage increase in area.","$$66.75\%$$","Given | $$\frac{145}{100}\times\frac{115}{100}$$ | Calculation | $$\left(\frac{145}{100}\times\frac{115}{100}-1\right)100$$ | = | $$=$$66.75\%$$$$ | Answer | $$$$66.75\%$$$$ | Hence, the percentage change in area is $$66.75\%$$.","PASS"
"en","PCT-CP-004","PCT-QL-034","PCT-ES-004","Hard","invarianceDecrease","PERCENT","Working hours of a factory increased by 12.5%. By what percent should the hourly wage be decreased to keep the total bill same?","$$11.11\%$$","Given | $$\text{New base}=100+12.5=112.5$$ | Calculation | $$\frac{12.5\times100}{112.5}$$ | = | $$=$$11.11\%$$$$ | Answer | $$$$11.11\%$$$$ | Therefore, the required decrease is $$11.11\%$$.","PASS"
"en","PCT-CP-005","PCT-QL-042","PCT-ES-005","Easy","complementOfTotal","COUNT","Out of 8000 people, 25% are men. Find the number of women.","$$6000$$","Given | $$100-25=75\%$$ | Calculation | $$\frac{8000\times75}{100}$$ | = | $$=$$6000$$$$ | Answer | $$$$6000$$$$ | Hence, the required number is $$6000$$.","PASS"
"en","PCT-CP-006","PCT-QL-054","PCT-ES-006","Hard","evaporationOriginal","ABSOLUTE","A solution has 14.28% sugar. If 5720 kg water flies away, the sugar becomes 20%. Find the original weight.","$$20000$$","Given | $$\frac{14.28}{100}W=\frac{20}{100}(W-5720)$$ | Calculation | $$14.28W=20W-114400$$ | = | $$=$$20000$$$$ | Answer | $$$$20000$$$$ | Hence, the original weight was $$20000$$.","PASS"
"en","PCT-CP-001","PCT-QL-008","PCT-ES-001","Medium","ratioFromPercentEquality","RATIO","If 15% of A is equal to 20% of B, find the ratio A:B.","$$4 : 3$$","Given | $$15A=20B$$ | Calculation | $$A:B=20:15$$ | = | $$=$$4 : 3$$$$ | Answer | $$$$4 : 3$$$$ | Hence, the required ratio is $$4 : 3$$.","PASS"
"en","PCT-CP-002","PCT-QL-017","PCT-ES-002","Easy","percentOfKnownNumber","ABSOLUTE","If 20% of a number is 600, find 25% of that number.","$$750$$","Given | $$20\%=600$$ | Calculation | $$25\%=\frac{600\times25}{20}$$ | = | $$=$$750$$$$ | Answer | $$$$750$$$$ | Hence, the required amount is $$750$$.","PASS"
"en","PCT-CP-003","PCT-QL-027","PCT-ES-003","Easy","squareAreaChange","PERCENT","If the side of a square is increased by 5%, find the percentage increase in its area.","$$10.25\%$$","Given | $$\text{Side factor}=\frac{105}{100}$$ | Calculation | $$\left[\left(\frac{105}{100}\right)^2-1\right]100$$ | = | $$=$$10.25\%$$$$ | Answer | $$$$10.25\%$$$$ | So, the percentage change in area is $$10.25\%$$.","PASS"
"en","PCT-CP-004","PCT-QL-035","PCT-ES-004","Easy","circleAreaDecrease","PERCENT","If the radius of a circle is decreased by 50%, find the percentage decrease in its area.","$$75\%$$","Given | $$\text{Radius factor}=\frac{50}{100}$$ | Calculation | $$\left[1-\left(\frac{50}{100}\right)^2\right]100$$ | = | $$=$$75\%$$$$ | Answer | $$$$75\%$$$$ | Therefore, the percentage decrease in area is $$75\%$$.","PASS"
"en","PCT-CP-005","PCT-QL-043","PCT-ES-005","Medium","moreMarksBase","ABSOLUTE","In an exam, A gets 45% more marks than B. If A gets 261, find the marks of B.","$$180$$","Given | $$100+45=145\%$$ | Calculation | $$\frac{261\times100}{145}$$ | = | $$=$$180$$$$ | Answer | $$$$180$$$$ | So, the smaller score is $$180$$.","PASS"
"en","PCT-CP-006","PCT-QL-055","PCT-ES-006","Easy","alloyComplement","ABSOLUTE","An alloy of copper and zinc has 30% copper. Find the weight of zinc in 120 kg of the alloy.","$$84$$","Given | $$100-30=70\%$$ | Calculation | $$\frac{120\times70}{100}$$ | = | $$=$$84$$$$ | Answer | $$$$84$$$$ | Therefore, the weight of zinc is $$84$$.","PASS"
"en","PCT-CP-001","PCT-QL-009","PCT-ES-001","Easy","reversePercent","ABSOLUTE","If 25% of a number is 600, then what is the number?","$$2400$$","25% corresponds to 600. | $$25\%=600$$ | 1% | $$\frac{600}{25}$$ | 100% | $$\frac{600\times100}{25}$$ | = | $$$$2400$$$$ | Therefore, the number is $$2400$$.","PASS"
"en","PCT-CP-002","PCT-QL-018","PCT-ES-002","Medium","differenceOfPercents","ABSOLUTE","The difference between 45% and 15% of a number is 200. Find the number.","$$666.67$$","Given | $$|45-15|\%=200$$ | Calculation | $$\frac{200\times100}{|45-15|}$$ | = | $$=$$666.67$$$$ | Answer | $$$$666.67$$$$ | Accordingly, the number is $$666.67$$.","PASS"
"en","PCT-CP-003","PCT-QL-020","PCT-ES-003","Medium","successiveIncrease","PERCENT","Two successive increases of 30% and 60% are equal to a single increase of how much?","$$108\%$$","Given | $$30+60+\frac{30\times60}{100}$$ | Calculation | $$90+\frac{1800}{100}$$ | = | $$=$$108\%$$$$ | Answer | $$$$108\%$$$$ | Accordingly, the single equivalent increase is $$108\%$$.","PASS"
"en","PCT-CP-004","PCT-QL-028","PCT-ES-004","Medium","invarianceDecrease","PERCENT","If the price of sugar increases by 18%, by how much percent should a family reduce its consumption to keep the expenditure same?","$$15.25\%$$","Given | $$\text{New base}=100+18=118$$ | Calculation | $$\frac{18\times100}{118}$$ | = | $$=$$15.25\%$$$$ | Answer | $$$$15.25\%$$$$ | Hence, the required decrease is $$15.25\%$$.","PASS"
"en","PCT-CP-005","PCT-QL-044","PCT-ES-005","Medium","partToTotal","COUNT","If 30% people in a village are literate and 700 people are illiterate, find the total population.","$$1000$$","Given | $$\text{Known part}=70\%$$ | Calculation | $$\frac{700\times100}{70}$$ | = | $$=$$1000$$$$ | Answer | $$$$1000$$$$ | Hence, the total is $$1000$$.","PASS"
"en","PCT-CP-006","PCT-QL-048","PCT-ES-006","Hard","dilutionAddWater","ABSOLUTE","A mixture of 40 litres has 37.5% acid. How much water should be added to make it 25% acid?","$$20$$","Given | $$\text{Acid}=\frac{37.5}{100}\times40$$ | Calculation | $$\text{Final volume}=\frac{15\times100}{25}$$ | = | $$\text{Water}=\frac{15\times100}{25}-40=$$20$$$$ | Answer | $$$$20$$$$ | So, the water added is $$20$$.","PASS"
"en","PCT-CP-001","PCT-QL-001","PCT-ES-001","Easy","percentOf","ABSOLUTE","In an election, 10% of the 1000 registered voters cast their vote. How many votes were cast?","$$100$$","10% of 1000 | $$10\%\text{ of }1000$$ | = | $$\frac{10}{100}\times1000$$ | = | $$\frac{10\times1000}{100}$$ | = | $$$$100$$$$ | Hence, the required value is $$100$$.","PASS"
"en","PCT-CP-002","PCT-QL-019","PCT-ES-002","Hard","restoreAfterDecrease","PERCENT","By what percent should a number be increased to bring it back to its original value after a 33.33% decrease?","$$49.99\%$$","Given | $$\text{Remaining}=100-33.33=66.67$$ | Calculation | $$\frac{33.33\times100}{66.67}$$ | = | $$=$$49.99\%$$$$ | Answer | $$$$49.99\%$$$$ | Hence, the required increase is $$49.99\%$$.","PASS"
"en","PCT-CP-003","PCT-QL-021","PCT-ES-003","Medium","successiveIncrease","PERCENT","The population of a town increases by 30% in the first year and by 40% in the second year. Find the total percentage increase.","$$82\%$$","Given | $$30+40+\frac{30\times40}{100}$$ | Calculation | $$70+\frac{1200}{100}$$ | = | $$=$$82\%$$$$ | Answer | $$$$82\%$$$$ | Thus, the single equivalent increase is $$82\%$$.","PASS"
"en","PCT-CP-004","PCT-QL-029","PCT-ES-004","Medium","invarianceIncrease","PERCENT","The price of petrol falls by 32%. By what percent can a person increase his consumption so that the total cost remains same?","$$47.06\%$$","Given | $$\text{New base}=100-32=68$$ | Calculation | $$\frac{32\times100}{68}$$ | = | $$=$$47.06\%$$$$ | Answer | $$$$47.06\%$$$$ | Therefore, the permissible increase is $$47.06\%$$.","PASS"
"en","PCT-CP-005","PCT-QL-045","PCT-ES-005","Medium","twoShareRemainder","ABSOLUTE","A man gave 25% of his money to his wife, 25% to his son and the remaining Rs. 1500 to his daughter. How much did he have at first?","$$3000$$","Given | $$100-25-25=50\%$$ | Calculation | $$\frac{1500\times100}{50}$$ | = | $$=$$3000$$$$ | Answer | $$$$3000$$$$ | Hence, the original amount is $$3000$$.","PASS"
"en","PCT-CP-006","PCT-QL-049","PCT-ES-006","Hard","dryFromFresh","ABSOLUTE","510 kg of fresh fruit has 85% water, and dry fruit has 15% water. How many kg of dry fruit can be made from 510 kg of fresh fruit?","$$90$$","Given | $$\text{Solid matter}=\frac{15}{100}\times510$$ | Calculation | $$\text{Dry weight}=\frac{510\times15}{85}$$ | = | $$=$$90$$$$ | Answer | $$$$90$$$$ | So, the weight of dry fruit is $$90$$.","PASS"
"en","PCT-CP-001","PCT-QL-002","PCT-ES-001","Easy","percentOf","ABSOLUTE","In an election, 40% of the 500 registered voters cast their vote. How many votes were cast?","$$200$$","40% of 500 | $$40\%\text{ of }500$$ | = | $$\frac{40}{100}\times500$$ | = | $$\frac{40\times500}{100}$$ | = | $$$$200$$$$ | Hence, the required value is $$200$$.","PASS"
"en","PCT-CP-002","PCT-QL-010","PCT-ES-002","Easy","increaseNewValue","ABSOLUTE","If 5000 is increased by 30%, find the new number.","$$6500$$","Given | $$5000\times\frac{100+30}{100}$$ | Calculation | $$5000\times\frac{130}{100}$$ | = | $$=$$6500$$$$ | Answer | $$$$6500$$$$ | Therefore, the increased value is $$6500$$.","PASS"
"en","PCT-CP-003","PCT-QL-022","PCT-ES-003","Medium","successiveChange","PERCENT","A number is increased by 40% and then decreased by 10%. Find the total change percent.","$$26\%$$","Equivalent percentage change | $$a+b+\frac{ab}{100}$$ | = | $$40+(-10)+\frac{40\times(-10)}{100}$$ | = | $$30+\frac{-400}{100}$$ | = | $$$$26\%$$$$ | Hence, the overall change is $$26\%$$.","PASS"
"en","PCT-CP-004","PCT-QL-030","PCT-ES-004","Medium","invarianceDecrease","PERCENT","The length of a rectangle increases by 18%. By what percent should the breadth be decreased to keep the area same?","$$15.25\%$$","Given | $$\text{New base}=100+18=118$$ | Calculation | $$\frac{18\times100}{118}$$ | = | $$=$$15.25\%$$$$ | Answer | $$$$15.25\%$$$$ | Hence, the required decrease is $$15.25\%$$.","PASS"
"en","PCT-CP-005","PCT-QL-046","PCT-ES-005","Medium","partToTotal","ABSOLUTE","An alloy contains 30% copper and the rest is zinc. If there is 280 kg zinc, find the total weight of the alloy.","$$400$$","Given | $$\text{Known part}=70\%$$ | Calculation | $$\frac{280\times100}{70}$$ | = | $$=$$400$$$$ | Answer | $$$$400$$$$ | So, the total is $$400$$.","PASS"
"en","PCT-CP-006","PCT-QL-050","PCT-ES-006","Hard","addSolute","ABSOLUTE","In 100 litres of salt solution, there is 12.5% salt. How much salt should be added to make it a 75% solution?","$$250$$","Given | $$\text{Water}=\frac{87.5}{100}\times100$$ | Calculation | $$\text{Final volume}=\frac{100\times87.5}{25}$$ | = | $$\text{Solute added}=\text{Final volume}-100=$$250$$$$ | Answer | $$$$250$$$$ | Therefore, the pure solute added is $$250$$.","PASS"
"en","PCT-CP-001","PCT-QL-003","PCT-ES-001","Easy","percentToFraction","FRACTION","Convert 5% into its simplest fractional form.","$$\frac{1}{20}$$","Given | $$5\%=\frac{5}{100}$$ | Calculation | $$\frac{5}{100}$$ | = | $$=$$\frac{1}{20}$$$$ | Answer | $$$$\frac{1}{20}$$$$ | So, the percentage in fractional form is $$\frac{1}{20}$$.","PASS"
"en","PCT-CP-002","PCT-QL-011","PCT-ES-002","Easy","decreaseNewValue","ABSOLUTE","If 200 is decreased by 50%, find the new number.","$$100$$","Given | $$200\times\frac{100-50}{100}$$ | Calculation | $$200\times\frac{50}{100}$$ | = | $$=$$100$$$$ | Answer | $$$$100$$$$ | So, the reduced value is $$100$$.","PASS"
"en","PCT-CP-003","PCT-QL-023","PCT-ES-003","Medium","successiveChange","PERCENT","The price of an item is increased by 40% and then decreased by 50%. Find the net change in price percent.","$$-30\%$$","Equivalent percentage change | $$a+b+\frac{ab}{100}$$ | = | $$40+(-50)+\frac{40\times(-50)}{100}$$ | = | $$-10+\frac{-2000}{100}$$ | = | $$$$-30\%$$$$ | Hence, the overall change is $$-30\%$$.","PASS"
"en","PCT-CP-005","PCT-QL-047","PCT-ES-005","Medium","loserVotes","COUNT","Two candidates contested an election. One got 30% votes and lost by 8000 votes. Find the total number of votes.","$$20000$$","Given | $$(100-30)-30=40\%$$ | Calculation | $$\frac{8000\times100}{40}$$ | = | $$=$$20000$$$$ | Answer | $$$$20000$$$$ | Hence, the total number of votes is $$20000$$.","PASS"
