Question ID,CP,Difficulty,QL ID,Structure,Context,Answer Archetype,Question,Option A,Option B,Option C,Option D,Correct Option,Explanation,Review Status,Reviewer Notes
PCT-CP-004:PCT-QL-030:28832,PCT-CP-004,Medium,PCT-QL-030,Direct,Production,Percentage change,The length of a rectangle increases by 12%. By what percent should the breadth be decreased to keep the area same?,10.71% + 1,10.71% - 1,-10.71%,10.71%,D,"Given [ ? New base=100+12=112 ] Calculation [ ? (12?100/112) ] = [ ? =10.71% ] Answer [ ? 10.71% ] Accordingly, the required decrease is 10.71%.",,
PCT-CP-005:PCT-QL-038:28833,PCT-CP-005,Medium,PCT-QL-038,Direct,Population,Count/Partition output,"In an election between two candidates, the winner got 60% votes and won by 1000 votes. Find the total votes polled.",5000 - 1,5000,-5000,5000 + 1,B,"Given [ ? 60-(100-60)=20% ] Calculation [ ? (1000?100/20) ] = [ ? =5000 ] Answer [ ? 5000 ] Accordingly, the total number of votes is 5000.",,
PCT-CP-006:PCT-QL-050:28834,PCT-CP-006,Hard,PCT-QL-050,Direct,Mixture/Container,Difference,"In 75000 litres of salt solution, there is 33.33% salt. How much salt should be added to make it a 75% solution?",-125010,125010,125010 - 1,125010 + 1,B,"Given [ ? Water=(66.67/100)?75000 ] Calculation [ ? Final volume=(75000?66.67/25) ] = [ ? Solute added=Final volume-75000=125010 ] Answer [ ? 125010 ] Hence, the pure solute added is 125010.",,
PCT-CP-001:PCT-QL-004:28835,PCT-CP-001,Easy,PCT-QL-004,Direct,Education,Percentage change,What percentage of 200 is 800?,400%,400% - 1,400% + 1,-400%,A,"Given [ ? (800/200)?100 ] Calculation [ ? 800?(100/200) ] = [ ? =400% ] Answer [ ? 400% ] Accordingly, the required percentage is 400%.",,
PCT-CP-002:PCT-QL-013:28836,PCT-CP-002,Medium,PCT-QL-013,Before/After,Abstract,Original/Recovery value,"If 22% is subtracted from a number, it becomes 780. Find the number.",1000,-1000,1000 + 1,1000 - 1,A,"Given [ ? 100-22=78% ] Calculation [ ? (780?100/78) ] = [ ? =1000 ] Answer [ ? 1000 ] Hence, the original value is 1000.",,
PCT-CP-003:PCT-QL-023:28858,PCT-CP-003,Medium,PCT-QL-023,Timeline,Money,Percentage change,The price of an item is increased by 40% and then decreased by 20%. Find the net change in price percent.,12%,12% - 1,12% + 1,-12%,A,"Equivalent percentage change [ ? a+b+(ab/100) ] = [ ? 40+(-20)+(40?(-20)/100) ] = [ ? 20+(-800/100) ] = [ ? 12% ] Hence, the overall change is 12%.",,
PCT-CP-004:PCT-QL-031:28859,PCT-CP-004,Hard,PCT-QL-031,Narrative,Production,Percentage change,"If a car's speed increases by 62.5%, by what percent will the time taken decrease for the same distance?",-38.46%,38.46% - 1,38.46% + 1,38.46%,D,"Given [ ? New base=100+62.5=162.5 ] Calculation [ ? (62.5?100/162.5) ] = [ ? =38.46% ] Answer [ ? 38.46% ] Therefore, the required decrease is 38.46%.",,
PCT-CP-005:PCT-QL-039:28860,PCT-CP-005,Hard,PCT-QL-039,Direct,Population,Count/Partition output,"In an election, 25% votes were cancelled. The winner got 60% of the valid votes and won by 2250 votes. Find the total votes.",15000,15000 + 1,-15000,15000 - 1,A,"Given [ ? Effective gap=(75?20/100)% ] Calculation [ ? (2250?10000/75?20) ] = [ ? =15000 ] Answer [ ? 15000 ] Thus, the total votes are 15000.",,
PCT-CP-006:PCT-QL-051:28861,PCT-CP-006,Hard,PCT-QL-051,Before/After,Mixture/Container,Difference,"If 325 litres of water is added to 300 litres of 62.5% alcohol solution, what will be the percentage of alcohol now?",30%,30% + 1,30% - 1,-30%,A,"Given [ ? Alcohol=(62.5/100)?300 ] Calculation [ ? (300?62.5/625) ] = [ ? =30% ] Answer [ ? 30% ] Thus, the new concentration is 30%.",,
PCT-CP-001:PCT-QL-005:28862,PCT-CP-001,Easy,PCT-QL-005,Narrative,Education,Final value,"A is 40% of B. If B is 100, find A.",40 + 1,40 - 1,-40,40,D,"Given [ ? 40% of 100 ] Calculation [ ? (40/100)?100 ] = [ ? =40 ] Answer [ ? 40 ] So, the required quantity is 40.",,
PCT-CP-002:PCT-QL-014:28863,PCT-CP-002,Medium,PCT-QL-014,Before/After,Abstract,Original/Recovery value,"After increasing a number by 12%, it becomes 3360. Find the old number.",3000 - 1,3000,-3000,3000 + 1,B,"Given [ ? 100+12=112% ] Calculation [ ? (3360?100/112) ] = [ ? =3000 ] Answer [ ? 3000 ] Accordingly, the original value is 3000.",,
PCT-CP-003:PCT-QL-024:28864,PCT-CP-003,Medium,PCT-QL-024,Before/After,Population,Final value,"The population of a town is 12500. If it grows at 45% every year, what will it be after 2 years?",26281.25,-26281.25,26281.25 + 1,26281.25 - 1,A,"Given [ ? 1+(45/100)=(145/100) ] Calculation [ ? 12500left((145/100)right)^2 ] = [ ? =26281.25 ] Answer [ ? 26281.25 ] Hence, the value after the stated periods is 26281.25.",,
PCT-CP-004:PCT-QL-032:28865,PCT-CP-004,Medium,PCT-QL-032,Direct,Money,Percentage change,The price of an item is increased by 45%. By what percent should the new price be reduced to bring it back to the original?,31.03% - 1,31.03%,-31.03%,31.03% + 1,B,"Given [ ? New base=100+45=145 ] Calculation [ ? (45?100/145) ] = [ ? =31.03% ] Answer [ ? 31.03% ] Therefore, the required reduction is 31.03%.",,
PCT-CP-005:PCT-QL-040:28866,PCT-CP-005,Medium,PCT-QL-040,Direct,Education,Count/Partition output,A student needs 35% marks to pass. He gets 335 marks and fails by 15 marks. Find the maximum marks.,1000,1000 + 1,1000 - 1,-1000,A,"Given [ ? 335+15=350 ] Calculation [ ? (350?100/35) ] = [ ? =1000 ] Answer [ ? 1000 ] Hence, the maximum marks are 1000.",,
PCT-CP-006:PCT-QL-052:28867,PCT-CP-006,Hard,PCT-QL-052,Narrative,Weight,Difference,"Fresh grapes have 60% water and dry grapes have 40% water. If the dry grapes weigh 20 kg, what was their weight when fresh?",-30,30 + 1,30 - 1,30,D,"Given [ ? Dry solid=(60/100)?20 ] Calculation [ ? Fresh weight=(20?60/40) ] = [ ? =30 ] Answer [ ? 30 ] Thus, the fresh weight was 30.",,
PCT-CP-001:PCT-QL-006:28889,PCT-CP-001,Medium,PCT-QL-006,Direct,Education,Percentage change,A is 18% more than B. By what percent is B less than A?,-15.25%,15.25%,15.25% - 1,15.25% + 1,B,"Given [ ? B=100, A=118 ] Calculation [ ? (18/118)?100 ] = [ ? =15.25% ] Answer [ ? 15.25% ] Hence, the smaller quantity is less by 15.25%.",,
PCT-CP-002:PCT-QL-015:28890,PCT-CP-002,Medium,PCT-QL-015,Before/After,Money,Original/Recovery value,A man's salary is increased by 35% and becomes Rs. 270. Find his original salary.,200,200 + 1,200 - 1,-200,A,"Given [ ? 100+35=135% ] Calculation [ ? (270?100/135) ] = [ ? =200 ] Answer [ ? 200 ] Therefore, the original value is 200.",,
PCT-CP-003:PCT-QL-025:28891,PCT-CP-003,Medium,PCT-QL-025,Before/After,Population,Final value,"A machine's value falls by 28% every year. If it is Rs. 4500 now, find its value after 2 years.",-2332.8,2332.8 - 1,2332.8,2332.8 + 1,C,"Given [ ? 1-(28/100)=(72/100) ] Calculation [ ? 4500left((72/100)right)^2 ] = [ ? =2332.8 ] Answer [ ? 2332.8 ] Thus, the remaining value is 2332.8.",,
PCT-CP-004:PCT-QL-033:28892,PCT-CP-004,Hard,PCT-QL-033,Narrative,Money,Percentage change,"If the tax on an item is reduced by 50% and its sale increases by 30%, find the total change in revenue percent.",-35%,-35% + 1,-35% - 1,--35%,A,"Given [ ? (50/100)?(130/100) ] Calculation [ ? left((50?130/10000)-1right)100 ] = [ ? =-35% ] Answer [ ? -35% ] Therefore, the net change in revenue is -35%.",,
PCT-CP-005:PCT-QL-041:28893,PCT-CP-005,Easy,PCT-QL-041,Multi-statement,Education,Count/Partition output,"In a school, 25% students are boys. If there are 375 girls, find the total number of students.",-500,500 - 1,500 + 1,500,D,"Given [ ? Known part=75% ] Calculation [ ? (375?100/75) ] = [ ? =500 ] Answer [ ? 500 ] Hence, the total is 500.",,
PCT-CP-006:PCT-QL-053:28894,PCT-CP-006,Hard,PCT-QL-053,Direct,Mixture/Container,Difference,How much pure alcohol should be added to 40 mL of 62.5% solution to make it 75% strong?,20 + 1,-20,20,20 - 1,C,"Given [ ? Non-alcohol=(37.5/100)?40 ] Calculation [ ? Final volume=(40?37.5/25) ] = [ ? Alcohol added=Final volume-40=20 ] Answer [ ? 20 ] Thus, the pure alcohol added is 20.",,
PCT-CP-001:PCT-QL-007:28895,PCT-CP-001,Medium,PCT-QL-007,Direct,Education,Percentage change,A is 12% less than B. By what percent is B more than A?,-13.64%,13.64% + 1,13.64% - 1,13.64%,D,"Given [ ? B=100, A=88 ] Calculation [ ? (12/88)?100 ] = [ ? =13.64% ] Answer [ ? 13.64% ] Accordingly, the larger quantity is more by 13.64%.",,
PCT-CP-002:PCT-QL-016:28896,PCT-CP-002,Medium,PCT-QL-016,Direct,Abstract,Final value,Adding 300 to a number is the same as increasing it by 12%. Find the number.,-2500,2500 - 1,2500 + 1,2500,D,"Given [ ? 12%=300 ] Calculation [ ? (300?100/12) ] = [ ? =2500 ] Answer [ ? 2500 ] Accordingly, the original value is 2500.",,
PCT-CP-003:PCT-QL-026:28897,PCT-CP-003,Medium,PCT-QL-026,Comparison,Population,Percentage change,The length and breadth of a rectangle are increased by 45% and 15% respectively. Find the percentage increase in area.,66.75%,66.75% + 1,-66.75%,66.75% - 1,A,"Given [ ? (145/100)?(115/100) ] Calculation [ ? left((145/100)?(115/100)-1right)100 ] = [ ? =66.75% ] Answer [ ? 66.75% ] Hence, the percentage change in area is 66.75%.",,
PCT-CP-004:PCT-QL-034:28898,PCT-CP-004,Hard,PCT-QL-034,Direct,Money,Percentage change,Working hours of a factory increased by 12.5%. By what percent should the hourly wage be decreased to keep the total bill same?,-11.11%,11.11% - 1,11.11% + 1,11.11%,D,"Given [ ? New base=100+12.5=112.5 ] Calculation [ ? (12.5?100/112.5) ] = [ ? =11.11% ] Answer [ ? 11.11% ] Therefore, the required decrease is 11.11%.",,
PCT-CP-005:PCT-QL-042:28920,PCT-CP-005,Easy,PCT-QL-042,Direct,Abstract,Difference,"Out of 8000 people, 25% are men. Find the number of women.",6000 + 1,6000 - 1,-6000,6000,D,"Given [ ? 100-25=75% ] Calculation [ ? (8000?75/100) ] = [ ? =6000 ] Answer [ ? 6000 ] Hence, the required number is 6000.",,
PCT-CP-006:PCT-QL-054:28921,PCT-CP-006,Hard,PCT-QL-054,Before/After,Weight,Original/Recovery value,"A solution has 14.28% sugar. If 5720 kg water flies away, the sugar becomes 20%. Find the original weight.",20000 + 1,20000 - 1,20000,-20000,C,"Given [ ? (14.28/100)W=(20/100)(W-5720) ] Calculation [ ? 14.28W=20W-114400 ] = [ ? =20000 ] Answer [ ? 20000 ] Hence, the original weight was 20000.",,
PCT-CP-001:PCT-QL-008:28922,PCT-CP-001,Medium,PCT-QL-008,Narrative,Education,Conversion,"If 15% of A is equal to 20% of B, find the ratio A:B.",-4 : 3,4 : 3 - 1,4 : 3 + 1,4 : 3,D,"Given [ ? 15A=20B ] Calculation [ ? A:B=20:15 ] = [ ? =4 : 3 ] Answer [ ? 4 : 3 ] Hence, the required ratio is 4 : 3.",,
PCT-CP-002:PCT-QL-017:28923,PCT-CP-002,Easy,PCT-QL-017,Narrative,Abstract,Final value,"If 20% of a number is 600, find 25% of that number.",750 + 1,750 - 1,-750,750,D,"Given [ ? 20%=600 ] Calculation [ ? 25%=(600?25/20) ] = [ ? =750 ] Answer [ ? 750 ] Hence, the required amount is 750.",,
PCT-CP-003:PCT-QL-027:28924,PCT-CP-003,Easy,PCT-QL-027,Narrative,Population,Percentage change,"If the side of a square is increased by 5%, find the percentage increase in its area.",10.25%,10.25% - 1,10.25% + 1,-10.25%,A,"Given [ ? Side factor=(105/100) ] Calculation [ ? left[left((105/100)right)^2-1right]100 ] = [ ? =10.25% ] Answer [ ? 10.25% ] So, the percentage change in area is 10.25%.",,
PCT-CP-004:PCT-QL-035:28925,PCT-CP-004,Easy,PCT-QL-035,Narrative,Production,Percentage change,"If the radius of a circle is decreased by 50%, find the percentage decrease in its area.",-75%,75% - 1,75% + 1,75%,D,"Given [ ? Radius factor=(50/100) ] Calculation [ ? left[1-left((50/100)right)^2right]100 ] = [ ? =75% ] Answer [ ? 75% ] Therefore, the percentage decrease in area is 75%.",,
PCT-CP-005:PCT-QL-043:28926,PCT-CP-005,Medium,PCT-QL-043,Narrative,Education,Final value,"In an exam, A gets 45% more marks than B. If A gets 261, find the marks of B.",180,-180,180 + 1,180 - 1,A,"Given [ ? 100+45=145% ] Calculation [ ? (261?100/145) ] = [ ? =180 ] Answer [ ? 180 ] So, the smaller score is 180.",,
PCT-CP-006:PCT-QL-055:28927,PCT-CP-006,Easy,PCT-QL-055,Direct,Weight,Difference,An alloy of copper and zinc has 30% copper. Find the weight of zinc in 120 kg of the alloy.,-84,84,84 - 1,84 + 1,B,"Given [ ? 100-30=70% ] Calculation [ ? (120?70/100) ] = [ ? =84 ] Answer [ ? 84 ] Therefore, the weight of zinc is 84.",,
PCT-CP-001:PCT-QL-009:28928,PCT-CP-001,Easy,PCT-QL-009,Timeline,Education,Original/Recovery value,"If 25% of a number is 600, then what is the number?",2400 + 1,-2400,2400,2400 - 1,C,"25% corresponds to 600. [ ? 25%=600 ] 1% [ ? (600/25) ] 100% [ ? (600?100/25) ] = [ ? 2400 ] Therefore, the number is 2400.",,
PCT-CP-002:PCT-QL-018:28929,PCT-CP-002,Medium,PCT-QL-018,Direct,Abstract,Difference,The difference between 45% and 15% of a number is 200. Find the number.,666.67 + 1,666.67 - 1,666.67,-666.67,C,"Given [ ? |45-15|%=200 ] Calculation [ ? (200?100/|45-15|) ] = [ ? =666.67 ] Answer [ ? 666.67 ] Accordingly, the number is 666.67.",,
PCT-CP-003:PCT-QL-020:28951,PCT-CP-003,Medium,PCT-QL-020,Timeline,Population,Percentage change,Two successive increases of 30% and 60% are equal to a single increase of how much?,-108%,108%,108% - 1,108% + 1,B,"Given [ ? 30+60+(30?60/100) ] Calculation [ ? 90+(1800/100) ] = [ ? =108% ] Answer [ ? 108% ] Accordingly, the single equivalent increase is 108%.",,
PCT-CP-004:PCT-QL-028:28952,PCT-CP-004,Medium,PCT-QL-028,Narrative,Money,Percentage change,"If the price of sugar increases by 18%, by how much percent should a family reduce its consumption to keep the expenditure same?",-15.25%,15.25% - 1,15.25% + 1,15.25%,D,"Given [ ? New base=100+18=118 ] Calculation [ ? (18?100/118) ] = [ ? =15.25% ] Answer [ ? 15.25% ] Hence, the required decrease is 15.25%.",,
PCT-CP-005:PCT-QL-044:28953,PCT-CP-005,Medium,PCT-QL-044,Narrative,Population,Count/Partition output,"If 30% people in a village are literate and 700 people are illiterate, find the total population.",1000 + 1,1000 - 1,-1000,1000,D,"Given [ ? Known part=70% ] Calculation [ ? (700?100/70) ] = [ ? =1000 ] Answer [ ? 1000 ] Hence, the total is 1000.",,
PCT-CP-006:PCT-QL-048:28954,PCT-CP-006,Hard,PCT-QL-048,Direct,Mixture/Container,Difference,A mixture of 40 litres has 37.5% acid. How much water should be added to make it 25% acid?,20 - 1,20,-20,20 + 1,B,"Given [ ? Acid=(37.5/100)?40 ] Calculation [ ? Final volume=(15?100/25) ] = [ ? Water=(15?100/25)-40=20 ] Answer [ ? 20 ] So, the water added is 20.",,
PCT-CP-001:PCT-QL-001:28955,PCT-CP-001,Easy,PCT-QL-001,Direct,Population,Final value,"In an election, 10% of the 1000 registered voters cast their vote. How many votes were cast?",100,100 + 1,-100,100 - 1,A,"10% of 1000 [ ? 10% of 1000 ] = [ ? (10/100)?1000 ] = [ ? (10?1000/100) ] = [ ? 100 ] Hence, the required value is 100.",,
PCT-CP-002:PCT-QL-019:28956,PCT-CP-002,Hard,PCT-QL-019,Before/After,Abstract,Percentage change,By what percent should a number be increased to bring it back to its original value after a 33.33% decrease?,-49.99%,49.99% - 1,49.99%,49.99% + 1,C,"Given [ ? Remaining=100-33.33=66.67 ] Calculation [ ? (33.33?100/66.67) ] = [ ? =49.99% ] Answer [ ? 49.99% ] Hence, the required increase is 49.99%.",,
PCT-CP-003:PCT-QL-021:28957,PCT-CP-003,Medium,PCT-QL-021,Timeline,Population,Percentage change,The population of a town increases by 30% in the first year and by 40% in the second year. Find the total percentage increase.,82% + 1,82% - 1,82%,-82%,C,"Given [ ? 30+40+(30?40/100) ] Calculation [ ? 70+(1200/100) ] = [ ? =82% ] Answer [ ? 82% ] Thus, the single equivalent increase is 82%.",,
PCT-CP-004:PCT-QL-029:28958,PCT-CP-004,Medium,PCT-QL-029,Direct,Money,Percentage change,The price of petrol falls by 32%. By what percent can a person increase his consumption so that the total cost remains same?,47.06%,-47.06%,47.06% + 1,47.06% - 1,A,"Given [ ? New base=100-32=68 ] Calculation [ ? (32?100/68) ] = [ ? =47.06% ] Answer [ ? 47.06% ] Therefore, the permissible increase is 47.06%.",,
PCT-CP-005:PCT-QL-045:28959,PCT-CP-005,Medium,PCT-QL-045,Observation,Abstract,Final value,"A man gave 25% of his money to his wife, 25% to his son and the remaining Rs. 1500 to his daughter. How much did he have at first?",3000,-3000,3000 + 1,3000 - 1,A,"Given [ ? 100-25-25=50% ] Calculation [ ? (1500?100/50) ] = [ ? =3000 ] Answer [ ? 3000 ] Hence, the original amount is 3000.",,
PCT-CP-006:PCT-QL-049:28960,PCT-CP-006,Hard,PCT-QL-049,Direct,Weight,Difference,"510 kg of fresh fruit has 85% water, and dry fruit has 15% water. How many kg of dry fruit can be made from 510 kg of fresh fruit?",90 - 1,90,-90,90 + 1,B,"Given [ ? Solid matter=(15/100)?510 ] Calculation [ ? Dry weight=(510?15/85) ] = [ ? =90 ] Answer [ ? 90 ] So, the weight of dry fruit is 90.",,
PCT-CP-001:PCT-QL-002:28982,PCT-CP-001,Easy,PCT-QL-002,Direct,Population,Final value,"In an election, 40% of the 500 registered voters cast their vote. How many votes were cast?",-200,200 - 1,200 + 1,200,D,"40% of 500 [ ? 40% of 500 ] = [ ? (40/100)?500 ] = [ ? (40?500/100) ] = [ ? 200 ] Hence, the required value is 200.",,
PCT-CP-002:PCT-QL-010:28983,PCT-CP-002,Easy,PCT-QL-010,Narrative,Abstract,Final value,"If 5000 is increased by 30%, find the new number.",6500 + 1,6500 - 1,6500,-6500,C,"Given [ ? 5000?(100+30/100) ] Calculation [ ? 5000?(130/100) ] = [ ? =6500 ] Answer [ ? 6500 ] Therefore, the increased value is 6500.",,
PCT-CP-003:PCT-QL-022:28984,PCT-CP-003,Medium,PCT-QL-022,Timeline,Population,Percentage change,A number is increased by 40% and then decreased by 10%. Find the total change percent.,26% - 1,26%,-26%,26% + 1,B,"Equivalent percentage change [ ? a+b+(ab/100) ] = [ ? 40+(-10)+(40?(-10)/100) ] = [ ? 30+(-400/100) ] = [ ? 26% ] Hence, the overall change is 26%.",,
PCT-CP-004:PCT-QL-030:28985,PCT-CP-004,Medium,PCT-QL-030,Direct,Production,Percentage change,The length of a rectangle increases by 18%. By what percent should the breadth be decreased to keep the area same?,15.25%,-15.25%,15.25% + 1,15.25% - 1,A,"Given [ ? New base=100+18=118 ] Calculation [ ? (18?100/118) ] = [ ? =15.25% ] Answer [ ? 15.25% ] Hence, the required decrease is 15.25%.",,
PCT-CP-005:PCT-QL-046:28986,PCT-CP-005,Medium,PCT-QL-046,Observation,Weight,Final value,"An alloy contains 30% copper and the rest is zinc. If there is 280 kg zinc, find the total weight of the alloy.",400 + 1,400 - 1,-400,400,D,"Given [ ? Known part=70% ] Calculation [ ? (280?100/70) ] = [ ? =400 ] Answer [ ? 400 ] So, the total is 400.",,
PCT-CP-006:PCT-QL-050:28987,PCT-CP-006,Hard,PCT-QL-050,Direct,Mixture/Container,Difference,"In 100 litres of salt solution, there is 12.5% salt. How much salt should be added to make it a 75% solution?",250,250 - 1,250 + 1,-250,A,"Given [ ? Water=(87.5/100)?100 ] Calculation [ ? Final volume=(100?87.5/25) ] = [ ? Solute added=Final volume-100=250 ] Answer [ ? 250 ] Therefore, the pure solute added is 250.",,
PCT-CP-001:PCT-QL-003:28988,PCT-CP-001,Easy,PCT-QL-003,Direct,Education,Final value,Convert 5% into its simplest fractional form.,(1/20),(1/20) + 1,-(1/20),(1/20) - 1,A,"Given [ ? 5%=(5/100) ] Calculation [ ? (5/100) ] = [ ? =(1/20) ] Answer [ ? (1/20) ] So, the percentage in fractional form is (1/20).",,
PCT-CP-002:PCT-QL-011:28989,PCT-CP-002,Easy,PCT-QL-011,Narrative,Abstract,Final value,"If 200 is decreased by 50%, find the new number.",-100,100 - 1,100,100 + 1,C,"Given [ ? 200?(100-50/100) ] Calculation [ ? 200?(50/100) ] = [ ? =100 ] Answer [ ? 100 ] So, the reduced value is 100.",,
PCT-CP-003:PCT-QL-023:28990,PCT-CP-003,Medium,PCT-QL-023,Timeline,Money,Percentage change,The price of an item is increased by 40% and then decreased by 50%. Find the net change in price percent.,--30%,-30% - 1,-30% + 1,-30%,D,"Equivalent percentage change [ ? a+b+(ab/100) ] = [ ? 40+(-50)+(40?(-50)/100) ] = [ ? -10+(-2000/100) ] = [ ? -30% ] Hence, the overall change is -30%.",,
PCT-CP-004:PCT-QL-031:28991,PCT-CP-004,Hard,PCT-QL-031,Narrative,Production,Percentage change,"If a car's speed increases by 62.5%, by what percent will the time taken decrease for the same distance?",38.46% + 1,38.46% - 1,38.46%,-38.46%,C,"Given [ ? New base=100+62.5=162.5 ] Calculation [ ? (62.5?100/162.5) ] = [ ? =38.46% ] Answer [ ? 38.46% ] Therefore, the required decrease is 38.46%.",,
