"language","cpId","qlId","esId","difficulty","taskKind","answerType","question","answer","explanation","validation"
"pa","PCT-CP-001","PCT-QL-003","PCT-ES-001","Medium","percentToFraction","FRACTION","35% ਨੂੰ ਭਿੰਨ ਵਿੱਚ ਲਿਖੋ।","7/20","ਹੁਣ ਦਿੱਤੇ ਮੁੱਲਾਂ ਨਾਲ ਗਣਨਾ ਕਰੋ। | ਦਿੱਤੇ ਸੰਬੰਧ ਨੂੰ ਧਿਆਨ ਨਾਲ ਵੇਖੋ। | ਹੁਣ ਦਿੱਤੇ ਮੁੱਲਾਂ ਨਾਲ ਗਣਨਾ ਕਰੋ। | The calculation gives 7/20. | ਇਸ ਲਈ, ਅੰਤਿਮ ਉੱਤਰ 7/20 ਹੈ।","PASS"
"pa","PCT-CP-001","PCT-QL-004","PCT-ES-001","Medium","valueAsPercent","PERCENT","800, 450 ਦਾ ਕਿੰਨੇ ਪ੍ਰਤੀਸ਼ਤ ਹੈ?","177.78%","ਦਿੱਤੇ ਸੰਬੰਧ ਨੂੰ ਧਿਆਨ ਨਾਲ ਵੇਖੋ। | Percentage = 800 x 100 / 450. | Percentage = 177.78%. | ਸਰਲ ਕਰਨ ਤੇ ਲੋੜੀਂਦਾ ਨਤੀਜਾ ਮਿਲਦਾ ਹੈ। | ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਲੋੜੀਂਦਾ ਮੁੱਲ 177.78% ਹੈ।","PASS"
"pa","PCT-CP-001","PCT-QL-005","PCT-ES-001","Medium","directRelation","ABSOLUTE","A, B ਦਾ 12% ਹੈ। ਜੇ B = 2400, ਤਾਂ A ਪਤਾ ਕਰੋ।","288","12% means 12/100. | ਹੁਣ ਦਿੱਤੇ ਮੁੱਲਾਂ ਨਾਲ ਗਣਨਾ ਕਰੋ। | ਸਰਲ ਕਰਨ ਤੇ ਲੋੜੀਂਦਾ ਨਤੀਜਾ ਮਿਲਦਾ ਹੈ। | ਹੁਣ ਗਣਨਾ ਨੂੰ ਧਿਆਨ ਨਾਲ ਸਰਲ ਕਰੋ। | ਇਸ ਲਈ, ਉੱਤਰ 288 ਹੈ।","PASS"
"pa","PCT-CP-001","PCT-QL-006","PCT-ES-001","Medium","moreToLess","PERCENT","A, B ਨਾਲੋਂ 35% ਵੱਧ ਹੈ। B, A ਨਾਲੋਂ ਕਿੰਨੇ ਪ੍ਰਤੀਸ਼ਤ ਘੱਟ ਹੈ?","25.93%","ਹੁਣ ਦਿੱਤੇ ਮੁੱਲਾਂ ਨਾਲ ਗਣਨਾ ਕਰੋ। | Let the smaller value be 100. | Then the larger value = 100 + 35 = 135. | The calculation gives 25.93%. | ਇਸ ਲਈ, ਅੰਤਿਮ ਉੱਤਰ 25.93% ਹੈ।","PASS"
"pa","PCT-CP-001","PCT-QL-007","PCT-ES-001","Medium","lessToMore","PERCENT","A, B ਨਾਲੋਂ 45% ਘੱਟ ਹੈ। B, A ਨਾਲੋਂ ਕਿੰਨੇ ਪ੍ਰਤੀਸ਼ਤ ਵੱਧ ਹੈ?","81.82%","Let the larger value be 100. | Then the smaller value = 100 - 45 = 55. | ਸਰਲ ਕਰਦੇ ਸਮੇਂ ਆਧਾਰ ਮੁੱਲ ਨੂੰ ਸਪੱਸ਼ਟ ਰੱਖੋ। | More percentage from smaller side = 45 x 100 / 55 = 81.82%. | ਅਤੇ ਸਹੀ ਉੱਤਰ 81.82% ਹੈ।","PASS"
"pa","PCT-CP-001","PCT-QL-008","PCT-ES-001","Medium","ratioFromPercentEquality","RATIO","ਜੇ A ਦਾ 25%, B ਦੇ 10% ਦੇ ਬਰਾਬਰ ਹੈ, ਤਾਂ A:B ਪਤਾ ਕਰੋ।","2:5","After simplification, A:B = 2:5. | ਦਿੱਤੇ ਮੁੱਲਾਂ ਨੂੰ ਸੰਬੰਧ ਵਿੱਚ ਰੱਖੋ। | ਹੁਣ ਦਿੱਤੇ ਮੁੱਲਾਂ ਨਾਲ ਗਣਨਾ ਕਰੋ। | ਸਰਲ ਕਰਨ ਤੇ ਲੋੜੀਂਦਾ ਨਤੀਜਾ ਮਿਲਦਾ ਹੈ। | ਇਸ ਤਰ੍ਹਾਂ ਪ੍ਰਾਪਤ ਮੁੱਲ 2:5 ਹੈ।","PASS"
"pa","PCT-CP-001","PCT-QL-009","PCT-ES-001","Medium","reversePercent","ABSOLUTE","ਕਿਸੇ ਸੰਖਿਆ ਦਾ 18% = 1200 ਹੈ। ਉਹ ਸੰਖਿਆ ਪਤਾ ਕਰੋ।","6666.67","18% of the number is 1200. | ਹੁਣ ਦਿੱਤੇ ਮੁੱਲਾਂ ਨਾਲ ਗਣਨਾ ਕਰੋ। | ਸਰਲ ਕਰਦੇ ਸਮੇਂ ਆਧਾਰ ਮੁੱਲ ਨੂੰ ਸਪੱਸ਼ਟ ਰੱਖੋ। | ਸਰਲ ਕਰਨ ਤੇ ਲੋੜੀਂਦਾ ਨਤੀਜਾ ਮਿਲਦਾ ਹੈ। | ਅਤੇ ਸਹੀ ਉੱਤਰ 6666.67 ਹੈ।","PASS"
"pa","PCT-CP-001","PCT-QL-001","PCT-ES-001","Medium","percentOf","ABSOLUTE","840 ਦਾ 22% ਕਿੰਨਾ ਹੋਵੇਗਾ?","184.8","22% means 22/100. | ਹੁਣ ਦਿੱਤੇ ਮੁੱਲਾਂ ਨਾਲ ਗਣਨਾ ਕਰੋ। | ਸਰਲ ਕਰਨ ਤੇ ਲੋੜੀਂਦਾ ਨਤੀਜਾ ਮਿਲਦਾ ਹੈ। | ਹੁਣ ਗਣਨਾ ਨੂੰ ਧਿਆਨ ਨਾਲ ਸਰਲ ਕਰੋ। | ਇਸ ਲਈ, ਉੱਤਰ 184.8 ਹੈ।","PASS"
"pa","PCT-CP-001","PCT-QL-002","PCT-ES-001","Medium","percentOf","ABSOLUTE","2400 ਦਾ 28% ਪਤਾ ਕਰੋ।","672","ਦਿੱਤੇ ਸੰਬੰਧ ਨੂੰ ਧਿਆਨ ਨਾਲ ਵੇਖੋ। | 28% means 28/100. | ਹੁਣ ਦਿੱਤੇ ਮੁੱਲਾਂ ਨਾਲ ਗਣਨਾ ਕਰੋ। | ਸਰਲ ਕਰਨ ਤੇ ਲੋੜੀਂਦਾ ਨਤੀਜਾ ਮਿਲਦਾ ਹੈ। | ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਲੋੜੀਂਦਾ ਮੁੱਲ 672 ਹੈ।","PASS"
"pa","PCT-CP-001","PCT-QL-003","PCT-ES-001","Medium","percentToFraction","FRACTION","32% ਨੂੰ ਭਿੰਨ ਵਿੱਚ ਲਿਖੋ।","8/25","ਹੁਣ ਦਿੱਤੇ ਮੁੱਲਾਂ ਨਾਲ ਗਣਨਾ ਕਰੋ। | ਦਿੱਤੇ ਸੰਬੰਧ ਨੂੰ ਧਿਆਨ ਨਾਲ ਵੇਖੋ। | ਹੁਣ ਦਿੱਤੇ ਮੁੱਲਾਂ ਨਾਲ ਗਣਨਾ ਕਰੋ। | The calculation gives 8/25. | ਇਸ ਲਈ, ਅੰਤਿਮ ਉੱਤਰ 8/25 ਹੈ।","PASS"
"pa","PCT-CP-001","PCT-QL-008","PCT-ES-001","Hard","ratioFromPercentEquality","RATIO","ਜੇ A ਦਾ 80%, B ਦੇ 30% ਦੇ ਬਰਾਬਰ ਹੈ, ਤਾਂ A:B ਪਤਾ ਕਰੋ।","3:8","After simplification, A:B = 3:8. | ਦਿੱਤੇ ਮੁੱਲਾਂ ਨੂੰ ਸੰਬੰਧ ਵਿੱਚ ਰੱਖੋ। | ਹੁਣ ਦਿੱਤੇ ਮੁੱਲਾਂ ਨਾਲ ਗਣਨਾ ਕਰੋ। | ਸਰਲ ਕਰਨ ਤੇ ਲੋੜੀਂਦਾ ਨਤੀਜਾ ਮਿਲਦਾ ਹੈ। | ਇਸ ਤਰ੍ਹਾਂ ਪ੍ਰਾਪਤ ਮੁੱਲ 3:8 ਹੈ।","PASS"
"pa","PCT-CP-001","PCT-QL-009","PCT-ES-001","Hard","reversePercent","ABSOLUTE","ਕਿਸੇ ਸੰਖਿਆ ਦਾ 14.28% = 300 ਹੈ। ਉਹ ਸੰਖਿਆ ਪਤਾ ਕਰੋ।","2100.84","14.28% of the number is 300. | ਹੁਣ ਦਿੱਤੇ ਮੁੱਲਾਂ ਨਾਲ ਗਣਨਾ ਕਰੋ। | ਸਰਲ ਕਰਦੇ ਸਮੇਂ ਆਧਾਰ ਮੁੱਲ ਨੂੰ ਸਪੱਸ਼ਟ ਰੱਖੋ। | ਸਰਲ ਕਰਨ ਤੇ ਲੋੜੀਂਦਾ ਨਤੀਜਾ ਮਿਲਦਾ ਹੈ। | ਅਤੇ ਸਹੀ ਉੱਤਰ 2100.84 ਹੈ।","PASS"
"pa","PCT-CP-001","PCT-QL-001","PCT-ES-001","Hard","percentOf","ABSOLUTE","483 ਦਾ 12.5% ਕਿੰਨਾ ਹੋਵੇਗਾ?","60.38","12.5% means 12.5/100. | ਹੁਣ ਦਿੱਤੇ ਮੁੱਲਾਂ ਨਾਲ ਗਣਨਾ ਕਰੋ। | ਸਰਲ ਕਰਨ ਤੇ ਲੋੜੀਂਦਾ ਨਤੀਜਾ ਮਿਲਦਾ ਹੈ। | ਹੁਣ ਗਣਨਾ ਨੂੰ ਧਿਆਨ ਨਾਲ ਸਰਲ ਕਰੋ। | ਇਸ ਲਈ, ਉੱਤਰ 60.38 ਹੈ।","PASS"
"pa","PCT-CP-001","PCT-QL-002","PCT-ES-001","Hard","percentOf","ABSOLUTE","1125 ਦਾ 16.66% ਪਤਾ ਕਰੋ।","187.43","ਦਿੱਤੇ ਸੰਬੰਧ ਨੂੰ ਧਿਆਨ ਨਾਲ ਵੇਖੋ। | 16.66% means 16.66/100. | ਹੁਣ ਦਿੱਤੇ ਮੁੱਲਾਂ ਨਾਲ ਗਣਨਾ ਕਰੋ। | ਸਰਲ ਕਰਨ ਤੇ ਲੋੜੀਂਦਾ ਨਤੀਜਾ ਮਿਲਦਾ ਹੈ। | ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਲੋੜੀਂਦਾ ਮੁੱਲ 187.43 ਹੈ।","PASS"
"pa","PCT-CP-001","PCT-QL-003","PCT-ES-001","Hard","percentToFraction","FRACTION","14.28% ਨੂੰ ਭਿੰਨ ਵਿੱਚ ਲਿਖੋ।","357/2500","ਹੁਣ ਦਿੱਤੇ ਮੁੱਲਾਂ ਨਾਲ ਗਣਨਾ ਕਰੋ। | ਦਿੱਤੇ ਸੰਬੰਧ ਨੂੰ ਧਿਆਨ ਨਾਲ ਵੇਖੋ। | ਹੁਣ ਦਿੱਤੇ ਮੁੱਲਾਂ ਨਾਲ ਗਣਨਾ ਕਰੋ। | The calculation gives 357/2500. | ਇਸ ਲਈ, ਅੰਤਿਮ ਉੱਤਰ 357/2500 ਹੈ।","PASS"
"pa","PCT-CP-001","PCT-QL-004","PCT-ES-001","Hard","valueAsPercent","PERCENT","300, 357 ਦਾ ਕਿੰਨੇ ਪ੍ਰਤੀਸ਼ਤ ਹੈ?","84.03%","ਦਿੱਤੇ ਸੰਬੰਧ ਨੂੰ ਧਿਆਨ ਨਾਲ ਵੇਖੋ। | Percentage = 300 x 100 / 357. | Percentage = 84.03%. | ਸਰਲ ਕਰਨ ਤੇ ਲੋੜੀਂਦਾ ਨਤੀਜਾ ਮਿਲਦਾ ਹੈ। | ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਲੋੜੀਂਦਾ ਮੁੱਲ 84.03% ਹੈ।","PASS"
"pa","PCT-CP-001","PCT-QL-005","PCT-ES-001","Hard","directRelation","ABSOLUTE","A, B ਦਾ 16.66% ਹੈ। ਜੇ B = 594, ਤਾਂ A ਪਤਾ ਕਰੋ।","98.96","16.66% means 16.66/100. | ਹੁਣ ਦਿੱਤੇ ਮੁੱਲਾਂ ਨਾਲ ਗਣਨਾ ਕਰੋ। | ਸਰਲ ਕਰਨ ਤੇ ਲੋੜੀਂਦਾ ਨਤੀਜਾ ਮਿਲਦਾ ਹੈ। | ਹੁਣ ਗਣਨਾ ਨੂੰ ਧਿਆਨ ਨਾਲ ਸਰਲ ਕਰੋ। | ਇਸ ਲਈ, ਉੱਤਰ 98.96 ਹੈ।","PASS"
"pa","PCT-CP-001","PCT-QL-006","PCT-ES-001","Hard","moreToLess","PERCENT","A, B ਨਾਲੋਂ 33.33% ਵੱਧ ਹੈ। B, A ਨਾਲੋਂ ਕਿੰਨੇ ਪ੍ਰਤੀਸ਼ਤ ਘੱਟ ਹੈ?","25%","ਹੁਣ ਦਿੱਤੇ ਮੁੱਲਾਂ ਨਾਲ ਗਣਨਾ ਕਰੋ। | Let the smaller value be 100. | Then the larger value = 100 + 33.33 = 133.33. | The calculation gives 25%. | ਇਸ ਲਈ, ਅੰਤਿਮ ਉੱਤਰ 25% ਹੈ।","PASS"
"pa","PCT-CP-001","PCT-QL-007","PCT-ES-001","Hard","lessToMore","PERCENT","A, B ਨਾਲੋਂ 37.5% ਘੱਟ ਹੈ। B, A ਨਾਲੋਂ ਕਿੰਨੇ ਪ੍ਰਤੀਸ਼ਤ ਵੱਧ ਹੈ?","60%","Let the larger value be 100. | Then the smaller value = 100 - 37.5 = 62.5. | ਸਰਲ ਕਰਦੇ ਸਮੇਂ ਆਧਾਰ ਮੁੱਲ ਨੂੰ ਸਪੱਸ਼ਟ ਰੱਖੋ। | More percentage from smaller side = 37.5 x 100 / 62.5 = 60%. | ਅਤੇ ਸਹੀ ਉੱਤਰ 60% ਹੈ।","PASS"
"pa","PCT-CP-001","PCT-QL-008","PCT-ES-001","Hard","ratioFromPercentEquality","RATIO","ਜੇ A ਦਾ 45%, B ਦੇ 40% ਦੇ ਬਰਾਬਰ ਹੈ, ਤਾਂ A:B ਪਤਾ ਕਰੋ।","8:9","After simplification, A:B = 8:9. | ਦਿੱਤੇ ਮੁੱਲਾਂ ਨੂੰ ਸੰਬੰਧ ਵਿੱਚ ਰੱਖੋ। | ਹੁਣ ਦਿੱਤੇ ਮੁੱਲਾਂ ਨਾਲ ਗਣਨਾ ਕਰੋ। | ਸਰਲ ਕਰਨ ਤੇ ਲੋੜੀਂਦਾ ਨਤੀਜਾ ਮਿਲਦਾ ਹੈ। | ਇਸ ਤਰ੍ਹਾਂ ਪ੍ਰਾਪਤ ਮੁੱਲ 8:9 ਹੈ।","PASS"
"pa","PCT-CP-002","PCT-QL-016","PCT-ES-002","Easy","increaseByAmount","ABSOLUTE","ਕਿਸੇ ਸੰਖਿਆ ਵਿੱਚ 200 ਜੋੜਨਾ, ਉਸ ਵਿੱਚ 20% ਵਾਧੇ ਦੇ ਬਰਾਬਰ ਹੈ। ਸੰਖਿਆ ਪਤਾ ਕਰੋ।","1000","The increase amount is 200, which is 20% of the original value. | Original value = 200 x 100 / 20. | ਸਰਲ ਕਰਦੇ ਸਮੇਂ ਆਧਾਰ ਮੁੱਲ ਨੂੰ ਸਪੱਸ਼ਟ ਰੱਖੋ। | Original value = 1000. | ਅਤੇ ਸਹੀ ਉੱਤਰ 1000 ਹੈ।","PASS"
"pa","PCT-CP-002","PCT-QL-017","PCT-ES-002","Easy","percentOfKnownNumber","ABSOLUTE","ਕਿਸੇ ਸੰਖਿਆ ਦਾ 80% = 100 ਹੈ। ਉਸੇ ਸੰਖਿਆ ਦਾ 20% ਕਿੰਨਾ ਹੋਵੇਗਾ?","25","80% of the number is 100. | First find 20% of the same number directly. | ਸਰਲ ਕਰਦੇ ਸਮੇਂ ਆਧਾਰ ਮੁੱਲ ਨੂੰ ਸਪੱਸ਼ਟ ਰੱਖੋ। | ਸਰਲ ਕਰਨ ਤੇ ਲੋੜੀਂਦਾ ਨਤੀਜਾ ਮਿਲਦਾ ਹੈ। | ਅਤੇ ਸਹੀ ਉੱਤਰ 25 ਹੈ।","PASS"
"pa","PCT-CP-002","PCT-QL-018","PCT-ES-002","Easy","differenceOfPercents","ABSOLUTE","ਕਿਸੇ ਸੰਖਿਆ ਦੇ 10% ਅਤੇ 25% ਦਾ ਫਰਕ 450 ਹੈ। ਸੰਖਿਆ ਪਤਾ ਕਰੋ।","3000","ਦਿੱਤੇ ਸੰਬੰਧ ਨੂੰ ਧਿਆਨ ਨਾਲ ਵੇਖੋ। | The difference between 10% and 25% is 15%. | This difference equals 450. | Original number = 450 x 100 / 15 = 3000. | ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਲੋੜੀਂਦਾ ਮੁੱਲ 3000 ਹੈ।","PASS"
"pa","PCT-CP-002","PCT-QL-019","PCT-ES-002","Easy","restoreAfterDecrease","PERCENT","5% ਕਮੀ ਤੋਂ ਬਾਅਦ ਪੁਰਾਣੇ ਮੁੱਲ ਤੇ ਲਿਆਉਣ ਲਈ ਕਿੰਨੇ ਪ੍ਰਤੀਸ਼ਤ ਵਾਧਾ ਕਰਨਾ ਪਵੇਗਾ?","5.26%","ਦਿੱਤੇ ਸੰਬੰਧ ਨੂੰ ਧਿਆਨ ਨਾਲ ਵੇਖੋ। | After a decrease of 5%, the remaining value is 95%. | Required increase to restore = 5 x 100 / 95. | Required increase = 5.26%. | ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਲੋੜੀਂਦਾ ਮੁੱਲ 5.26% ਹੈ।","PASS"
"pa","PCT-CP-002","PCT-QL-010","PCT-ES-002","Easy","increaseNewValue","ABSOLUTE","ਜੇਕਰ 1000 ਵਿੱਚ 50% ਵਾਧਾ ਕੀਤਾ ਜਾਵੇ, ਤਾਂ ਨਵਾਂ ਮੁੱਲ ਪਤਾ ਕਰੋ।","1500","Original value = 1000. | Increase = 50% of 1000 = 500. | New value = 1000 + 500 = 1500. | ਹੁਣ ਗਣਨਾ ਨੂੰ ਧਿਆਨ ਨਾਲ ਸਰਲ ਕਰੋ। | ਇਸ ਲਈ, ਉੱਤਰ 1500 ਹੈ।","PASS"
"pa","PCT-CP-002","PCT-QL-011","PCT-ES-002","Easy","decreaseNewValue","ABSOLUTE","ਜੇਕਰ 100 ਵਿੱਚ 40% ਦੀ ਕਮੀ ਕੀਤੀ ਜਾਵੇ, ਤਾਂ ਨਵਾਂ ਮੁੱਲ ਪਤਾ ਕਰੋ।","60","Original value = 100. | ਦਿੱਤੇ ਮੁੱਲਾਂ ਨੂੰ ਸੰਬੰਧ ਵਿੱਚ ਰੱਖੋ। | Decrease = 40% of 100 = 40. | New value = 100 - 40 = 60. | ਇਸ ਤਰ੍ਹਾਂ ਪ੍ਰਾਪਤ ਮੁੱਲ 60 ਹੈ।","PASS"
"pa","PCT-CP-002","PCT-QL-012","PCT-ES-002","Easy","reverseIncrease","ABSOLUTE","ਕਿਸੇ ਸੰਖਿਆ ਵਿੱਚ ਉਸਦਾ 30% ਜੋੜਨ ਤੇ 5500 ਮਿਲਦਾ ਹੈ। ਸੰਖਿਆ ਪਤਾ ਕਰੋ।","4230.77","After 30% increase, the value becomes 5500. | ਦਿੱਤੇ ਮੁੱਲਾਂ ਨੂੰ ਸੰਬੰਧ ਵਿੱਚ ਰੱਖੋ। | Original value = 5500 x 100 / 130 = 4230.77. | ਸਰਲ ਕਰਨ ਤੇ ਲੋੜੀਂਦਾ ਨਤੀਜਾ ਮਿਲਦਾ ਹੈ। | ਇਸ ਤਰ੍ਹਾਂ ਪ੍ਰਾਪਤ ਮੁੱਲ 4230.77 ਹੈ।","PASS"
"pa","PCT-CP-002","PCT-QL-013","PCT-ES-002","Easy","reverseDecrease","ABSOLUTE","ਕਿਸੇ ਸੰਖਿਆ ਵਿਚੋਂ ਉਸਦਾ 25% ਘਟਾਉਣ ਤੇ 2200 ਮਿਲਦਾ ਹੈ। ਸੰਖਿਆ ਪਤਾ ਕਰੋ।","2933.33","After 25% decrease, the value becomes 2200. | Original value = 2200 x 100 / 75 = 2933.33. | ਸਰਲ ਕਰਦੇ ਸਮੇਂ ਆਧਾਰ ਮੁੱਲ ਨੂੰ ਸਪੱਸ਼ਟ ਰੱਖੋ। | ਸਰਲ ਕਰਨ ਤੇ ਲੋੜੀਂਦਾ ਨਤੀਜਾ ਮਿਲਦਾ ਹੈ। | ਅਤੇ ਸਹੀ ਉੱਤਰ 2933.33 ਹੈ।","PASS"
