"language","cpId","qlId","esId","difficulty","taskKind","answerType","question","answer","explanation","validation"
"en","PCT-CP-005","PCT-QL-037","PCT-ES-005","Hard","successiveExpense","ABSOLUTE","A person spends 45% of his salary on food and 25% of the remaining on rent. If he still has Rs. 800 left, find his salary.","1939.39","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(successiveExpense\)$$ | Substitute the values: | $$\(1939.39\)$$ | Simplify the expression to get the result. | Thus, the answer is 1939.39.","PASS"
"en","PCT-CP-006","PCT-QL-049","PCT-ES-006","Hard","dryFromFresh","ABSOLUTE","100 kg of fresh fruit has 90% water, and dry fruit has 15% water. How many kg of dry fruit can be made from 100 kg of fresh fruit?","11.76","Let's determine the final amount for the scenario. | The mathematical relationship is: | $$\(dryFromFresh\)$$ | Inserting the given numbers: | $$\(11.76\)$$ | Solving it yields the final answer. | The computed result is 11.76.","PASS"
"en","PCT-CP-001","PCT-QL-003","PCT-ES-001","Easy","percentToFraction","FRACTION","Convert 50% into its simplest fractional form.","1/2","Our objective is to find the required quantity. | We apply the standard rule: | $$\(percentToFraction\)$$ | Plugging in the parameters: | $$\(1/2\)$$ | Calculating the final value. | Therefore, we get 1/2.","PASS"
"en","PCT-CP-002","PCT-QL-012","PCT-ES-002","Medium","reverseIncrease","ABSOLUTE","If 35% is added to a number, it becomes 14400. Find the number.","10666.67","Our objective is to find the required quantity. | We apply the standard rule: | $$\(reverseIncrease\)$$ | Plugging in the parameters: | $$\(10666.67\)$$ | Calculating the final value. | Therefore, we get 10666.67.","PASS"
"en","PCT-CP-003","PCT-QL-022","PCT-ES-003","Medium","successiveChange","PERCENT","A number is increased by 30% and then decreased by 60%. Find the total change percent.","-48%","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(successiveChange\)$$ | Substitute the values: | $$\(-48%\)$$ | Simplify the expression to get the result. | Thus, the answer is -48%.","PASS"
"en","PCT-CP-004","PCT-QL-030","PCT-ES-004","Medium","invarianceDecrease","PERCENT","The length of a rectangle increases by 12%. By what percent should the breadth be decreased to keep the area same?","10.71%","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(invarianceDecrease\)$$ | Substitute the values: | $$\(10.71%\)$$ | Simplify the expression to get the result. | Thus, the answer is 10.71%.","PASS"
"en","PCT-CP-005","PCT-QL-038","PCT-ES-005","Medium","winnerVotes","COUNT","In an election between two candidates, the winner got 60% votes and won by 1200 votes. Find the total votes polled.","6000","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(winnerVotes\)$$ | Substitute the values: | $$\(6000\)$$ | Simplify the expression to get the result. | Thus, the answer is 6000.","PASS"
"en","PCT-CP-006","PCT-QL-050","PCT-ES-006","Hard","addSolute","ABSOLUTE","In 315 litres of salt solution, there is 33.33% salt. How much salt should be added to make it a 75% solution?","525.04","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(addSolute\)$$ | Substitute the values: | $$\(525.04\)$$ | Simplify the expression to get the result. | Thus, the answer is 525.04.","PASS"
"en","PCT-CP-001","PCT-QL-004","PCT-ES-001","Easy","valueAsPercent","PERCENT","What percentage of 200 is 800?","400%","Our objective is to find the required quantity. | We apply the standard rule: | $$\(valueAsPercent\)$$ | Plugging in the parameters: | $$\(400%\)$$ | Calculating the final value. | Therefore, we get 400%.","PASS"
"en","PCT-CP-002","PCT-QL-013","PCT-ES-002","Medium","reverseDecrease","ABSOLUTE","If 32% is subtracted from a number, it becomes 8640. Find the number.","12705.88","Our objective is to find the required quantity. | We apply the standard rule: | $$\(reverseDecrease\)$$ | Plugging in the parameters: | $$\(12705.88\)$$ | Calculating the final value. | Therefore, we get 12705.88.","PASS"
"en","PCT-CP-003","PCT-QL-023","PCT-ES-003","Medium","successiveChange","PERCENT","The price of an item is increased by 40% and then decreased by 20%. Find the net change in price percent.","12%","Let's determine the final amount for the scenario. | The mathematical relationship is: | $$\(successiveChange\)$$ | Inserting the given numbers: | $$\(12%\)$$ | Solving it yields the final answer. | The computed result is 12%.","PASS"
"en","PCT-CP-004","PCT-QL-031","PCT-ES-004","Hard","invarianceDecrease","PERCENT","If a car's speed increases by 62.5%, by what percent will the time taken decrease for the same distance?","38.46%","Our objective is to find the required quantity. | We apply the standard rule: | $$\(invarianceDecrease\)$$ | Plugging in the parameters: | $$\(38.46%\)$$ | Calculating the final value. | Therefore, we get 38.46%.","PASS"
"en","PCT-CP-005","PCT-QL-039","PCT-ES-005","Hard","cancelledVotes","COUNT","In an election, 50% votes were cancelled. The winner got 60% of the valid votes and won by 1540 votes. Find the total votes.","15400","Our objective is to find the required quantity. | We apply the standard rule: | $$\(cancelledVotes\)$$ | Plugging in the parameters: | $$\(15400\)$$ | Calculating the final value. | Therefore, we get 15400.","PASS"
"en","PCT-CP-006","PCT-QL-051","PCT-ES-006","Hard","dilutedPercent","PERCENT","If 300 litres of water is added to 315 litres of 14.28% alcohol solution, what will be the percentage of alcohol now?","7.31%","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(dilutedPercent\)$$ | Substitute the values: | $$\(7.31%\)$$ | Simplify the expression to get the result. | Thus, the answer is 7.31%.","PASS"
"en","PCT-CP-001","PCT-QL-005","PCT-ES-001","Easy","directRelation","ABSOLUTE","A is 40% of B. If B is 100, find A.","40","Let's determine the final amount for the scenario. | The mathematical relationship is: | $$\(directRelation\)$$ | Inserting the given numbers: | $$\(40\)$$ | Solving it yields the final answer. | The computed result is 40.","PASS"
"en","PCT-CP-002","PCT-QL-014","PCT-ES-002","Medium","reverseIncrease","ABSOLUTE","After increasing a number by 35%, it becomes 9600. Find the old number.","7111.11","Our objective is to find the required quantity. | We apply the standard rule: | $$\(reverseIncrease\)$$ | Plugging in the parameters: | $$\(7111.11\)$$ | Calculating the final value. | Therefore, we get 7111.11.","PASS"
"en","PCT-CP-003","PCT-QL-024","PCT-ES-003","Medium","compoundGrowth","ABSOLUTE","The population of a town is 12500. If it grows at 45% every year, what will it be after 2 years?","26281.25","Our objective is to find the required quantity. | We apply the standard rule: | $$\(compoundGrowth\)$$ | Plugging in the parameters: | $$\(26281.25\)$$ | Calculating the final value. | Therefore, we get 26281.25.","PASS"
"en","PCT-CP-004","PCT-QL-032","PCT-ES-004","Medium","restoreAfterIncrease","PERCENT","The price of an item is increased by 45%. By what percent should the new price be reduced to bring it back to the original?","31.03%","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(restoreAfterIncrease\)$$ | Substitute the values: | $$\(31.03%\)$$ | Simplify the expression to get the result. | Thus, the answer is 31.03%.","PASS"
"en","PCT-CP-005","PCT-QL-040","PCT-ES-005","Medium","passMarks","COUNT","A student needs 33% marks to pass. He gets 210 marks and fails by 20 marks. Find the maximum marks.","697","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(passMarks\)$$ | Substitute the values: | $$\(697\)$$ | Simplify the expression to get the result. | Thus, the answer is 697.","PASS"
"en","PCT-CP-006","PCT-QL-052","PCT-ES-006","Hard","freshFromDry","ABSOLUTE","Fresh grapes have 60% water and dry grapes have 40% water. If the dry grapes weigh 120 kg, what was their weight when fresh?","180","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(freshFromDry\)$$ | Substitute the values: | $$\(180\)$$ | Simplify the expression to get the result. | Thus, the answer is 180.","PASS"
"en","PCT-CP-001","PCT-QL-006","PCT-ES-001","Medium","moreToLess","PERCENT","A is 18% more than B. By what percent is B less than A?","15.25%","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(moreToLess\)$$ | Substitute the values: | $$\(15.25%\)$$ | Simplify the expression to get the result. | Thus, the answer is 15.25%.","PASS"
"en","PCT-CP-002","PCT-QL-015","PCT-ES-002","Medium","reverseIncrease","ABSOLUTE","A man's salary is increased by 22% and becomes Rs. 14400. Find his original salary.","11803.28","Let's determine the final amount for the scenario. | The mathematical relationship is: | $$\(reverseIncrease\)$$ | Inserting the given numbers: | $$\(11803.28\)$$ | Solving it yields the final answer. | The computed result is 11803.28.","PASS"
"en","PCT-CP-003","PCT-QL-025","PCT-ES-003","Medium","compoundDecay","ABSOLUTE","A machine's value falls by 28% every year. If it is Rs. 4500 now, find its value after 2 years.","2332.8","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(compoundDecay\)$$ | Substitute the values: | $$\(2332.8\)$$ | Simplify the expression to get the result. | Thus, the answer is 2332.8.","PASS"
"en","PCT-CP-004","PCT-QL-033","PCT-ES-004","Hard","revenueChange","PERCENT","If the tax on an item is reduced by 50% and its sale increases by 30%, find the total change in revenue percent.","-35%","Our objective is to find the required quantity. | We apply the standard rule: | $$\(revenueChange\)$$ | Plugging in the parameters: | $$\(-35%\)$$ | Calculating the final value. | Therefore, we get -35%.","PASS"
"en","PCT-CP-005","PCT-QL-041","PCT-ES-005","Easy","partToTotal","COUNT","In a school, 60% students are boys. If there are 1200 girls, find the total number of students.","3000","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(partToTotal\)$$ | Substitute the values: | $$\(3000\)$$ | Simplify the expression to get the result. | Thus, the answer is 3000.","PASS"
"en","PCT-CP-006","PCT-QL-053","PCT-ES-006","Hard","addPureComponent","ABSOLUTE","How much pure alcohol should be added to 135 mL of 14.28% solution to make it 40% strong?","57.87","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(addPureComponent\)$$ | Substitute the values: | $$\(57.87\)$$ | Simplify the expression to get the result. | Thus, the answer is 57.87.","PASS"
"en","PCT-CP-001","PCT-QL-007","PCT-ES-001","Medium","lessToMore","PERCENT","A is 12% less than B. By what percent is B more than A?","13.64%","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(lessToMore\)$$ | Substitute the values: | $$\(13.64%\)$$ | Simplify the expression to get the result. | Thus, the answer is 13.64%.","PASS"
"en","PCT-CP-002","PCT-QL-016","PCT-ES-002","Medium","increaseByAmount","ABSOLUTE","Adding 800 to a number is the same as increasing it by 35%. Find the number.","2285.71","Our objective is to find the required quantity. | We apply the standard rule: | $$\(increaseByAmount\)$$ | Plugging in the parameters: | $$\(2285.71\)$$ | Calculating the final value. | Therefore, we get 2285.71.","PASS"
"en","PCT-CP-003","PCT-QL-026","PCT-ES-003","Medium","areaChange","PERCENT","The length and breadth of a rectangle are increased by 45% and 15% respectively. Find the percentage increase in area.","66.75%","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(areaChange\)$$ | Substitute the values: | $$\(66.75%\)$$ | Simplify the expression to get the result. | Thus, the answer is 66.75%.","PASS"
"en","PCT-CP-004","PCT-QL-034","PCT-ES-004","Hard","invarianceDecrease","PERCENT","Working hours of a factory increased by 12.5%. By what percent should the hourly wage be decreased to keep the total bill same?","11.11%","Our objective is to find the required quantity. | We apply the standard rule: | $$\(invarianceDecrease\)$$ | Plugging in the parameters: | $$\(11.11%\)$$ | Calculating the final value. | Therefore, we get 11.11%.","PASS"
"en","PCT-CP-005","PCT-QL-042","PCT-ES-005","Easy","complementOfTotal","COUNT","Out of 8000 people, 25% are men. Find the number of women.","6000","Our objective is to find the required quantity. | We apply the standard rule: | $$\(complementOfTotal\)$$ | Plugging in the parameters: | $$\(6000\)$$ | Calculating the final value. | Therefore, we get 6000.","PASS"
"en","PCT-CP-006","PCT-QL-054","PCT-ES-006","Hard","evaporationOriginal","ABSOLUTE","A solution has 12.5% sugar. If 200 kg water flies away, the sugar becomes 20%. Find the original weight.","533.33","Our objective is to find the required quantity. | We apply the standard rule: | $$\(evaporationOriginal\)$$ | Plugging in the parameters: | $$\(533.33\)$$ | Calculating the final value. | Therefore, we get 533.33.","PASS"
"en","PCT-CP-001","PCT-QL-008","PCT-ES-001","Medium","ratioFromPercentEquality","RATIO","If 15% of A is equal to 20% of B, find the ratio A:B.","4:3","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(ratioFromPercentEquality\)$$ | Substitute the values: | $$\(4:3\)$$ | Simplify the expression to get the result. | Thus, the answer is 4:3.","PASS"
"en","PCT-CP-002","PCT-QL-017","PCT-ES-002","Easy","percentOfKnownNumber","ABSOLUTE","If 20% of a number is 600, find 25% of that number.","750","Our objective is to find the required quantity. | We apply the standard rule: | $$\(percentOfKnownNumber\)$$ | Plugging in the parameters: | $$\(750\)$$ | Calculating the final value. | Therefore, we get 750.","PASS"
"en","PCT-CP-003","PCT-QL-027","PCT-ES-003","Easy","squareAreaChange","PERCENT","If the side of a square is increased by 5%, find the percentage increase in its area.","10.25%","Our objective is to find the required quantity. | We apply the standard rule: | $$\(squareAreaChange\)$$ | Plugging in the parameters: | $$\(10.25%\)$$ | Calculating the final value. | Therefore, we get 10.25%.","PASS"
"en","PCT-CP-004","PCT-QL-035","PCT-ES-004","Easy","circleAreaDecrease","PERCENT","If the radius of a circle is decreased by 50%, find the percentage decrease in its area.","75%","Our objective is to find the required quantity. | We apply the standard rule: | $$\(circleAreaDecrease\)$$ | Plugging in the parameters: | $$\(75%\)$$ | Calculating the final value. | Therefore, we get 75%.","PASS"
"en","PCT-CP-005","PCT-QL-043","PCT-ES-005","Medium","moreMarksBase","ABSOLUTE","In an exam, A gets 80% more marks than B. If A gets 300, find the marks of B.","166.67","Our objective is to find the required quantity. | We apply the standard rule: | $$\(moreMarksBase\)$$ | Plugging in the parameters: | $$\(166.67\)$$ | Calculating the final value. | Therefore, we get 166.67.","PASS"
"en","PCT-CP-006","PCT-QL-055","PCT-ES-006","Easy","alloyComplement","ABSOLUTE","An alloy of copper and zinc has 30% copper. Find the weight of zinc in 120 kg of the alloy.","84","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(alloyComplement\)$$ | Substitute the values: | $$\(84\)$$ | Simplify the expression to get the result. | Thus, the answer is 84.","PASS"
"en","PCT-CP-001","PCT-QL-009","PCT-ES-001","Easy","reversePercent","ABSOLUTE","If 25% of a number is 600, then what is the number?","2400","Let's determine the final amount for the scenario. | The mathematical relationship is: | $$\(reversePercent\)$$ | Inserting the given numbers: | $$\(2400\)$$ | Solving it yields the final answer. | The computed result is 2400.","PASS"
"en","PCT-CP-002","PCT-QL-018","PCT-ES-002","Medium","differenceOfPercents","ABSOLUTE","The difference between 45% and 15% of a number is 200. Find the number.","666.67","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(differenceOfPercents\)$$ | Substitute the values: | $$\(666.67\)$$ | Simplify the expression to get the result. | Thus, the answer is 666.67.","PASS"
"en","PCT-CP-003","PCT-QL-020","PCT-ES-003","Medium","successiveIncrease","PERCENT","Two successive increases of 30% and 60% are equal to a single increase of how much?","108%","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(successiveIncrease\)$$ | Substitute the values: | $$\(108%\)$$ | Simplify the expression to get the result. | Thus, the answer is 108%.","PASS"
"en","PCT-CP-004","PCT-QL-028","PCT-ES-004","Medium","invarianceDecrease","PERCENT","If the price of sugar increases by 18%, by how much percent should a family reduce its consumption to keep the expenditure same?","15.25%","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(invarianceDecrease\)$$ | Substitute the values: | $$\(15.25%\)$$ | Simplify the expression to get the result. | Thus, the answer is 15.25%.","PASS"
"en","PCT-CP-005","PCT-QL-044","PCT-ES-005","Medium","partToTotal","COUNT","If 45% people in a village are literate and 120 people are illiterate, find the total population.","218","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(partToTotal\)$$ | Substitute the values: | $$\(218\)$$ | Simplify the expression to get the result. | Thus, the answer is 218.","PASS"
"en","PCT-CP-006","PCT-QL-048","PCT-ES-006","Hard","dilutionAddWater","ABSOLUTE","A mixture of 225 litres has 12.5% acid. How much water should be added to make it 10% acid?","56.25","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(dilutionAddWater\)$$ | Substitute the values: | $$\(56.25\)$$ | Simplify the expression to get the result. | Thus, the answer is 56.25.","PASS"
"en","PCT-CP-001","PCT-QL-001","PCT-ES-001","Easy","percentOf","ABSOLUTE","In an election, 10% of the 1000 registered voters cast their vote. How many votes were cast?","100","We need to calculate 10% of the base value 1000. | The formula to find $x\%$ of $y$ is: | $$\frac{x}{100} \times y$$ | Substitute $x = 10$ and $y = 1000$: | $$\frac{10}{100} \times 1000$$ | Simplify the multiplication: | $$\frac{10 \times 1000}{100} = 100$$ | Therefore, 10% of 1000 is 100.","PASS"
"en","PCT-CP-002","PCT-QL-019","PCT-ES-002","Hard","restoreAfterDecrease","PERCENT","By what percent should a number be increased to bring it back to its original value after a 33.33% decrease?","49.99%","Our objective is to find the required quantity. | We apply the standard rule: | $$\(restoreAfterDecrease\)$$ | Plugging in the parameters: | $$\(49.99%\)$$ | Calculating the final value. | Therefore, we get 49.99%.","PASS"
"en","PCT-CP-003","PCT-QL-021","PCT-ES-003","Medium","successiveIncrease","PERCENT","The population of a town increases by 30% in the first year and by 40% in the second year. Find the total percentage increase.","82%","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(successiveIncrease\)$$ | Substitute the values: | $$\(82%\)$$ | Simplify the expression to get the result. | Thus, the answer is 82%.","PASS"
"en","PCT-CP-004","PCT-QL-029","PCT-ES-004","Medium","invarianceIncrease","PERCENT","The price of petrol falls by 32%. By what percent can a person increase his consumption so that the total cost remains same?","47.06%","Our objective is to find the required quantity. | We apply the standard rule: | $$\(invarianceIncrease\)$$ | Plugging in the parameters: | $$\(47.06%\)$$ | Calculating the final value. | Therefore, we get 47.06%.","PASS"
"en","PCT-CP-005","PCT-QL-045","PCT-ES-005","Medium","twoShareRemainder","ABSOLUTE","A man gave 25% of his money to his wife, 25% to his son and the remaining Rs. 2400 to his daughter. How much did he have at first?","4800","Let's determine the final amount for the scenario. | The mathematical relationship is: | $$\(twoShareRemainder\)$$ | Inserting the given numbers: | $$\(4800\)$$ | Solving it yields the final answer. | The computed result is 4800.","PASS"
"en","PCT-CP-006","PCT-QL-049","PCT-ES-006","Hard","dryFromFresh","ABSOLUTE","150 kg of fresh fruit has 85% water, and dry fruit has 15% water. How many kg of dry fruit can be made from 150 kg of fresh fruit?","26.47","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(dryFromFresh\)$$ | Substitute the values: | $$\(26.47\)$$ | Simplify the expression to get the result. | Thus, the answer is 26.47.","PASS"
"en","PCT-CP-001","PCT-QL-002","PCT-ES-001","Easy","percentOf","ABSOLUTE","In an election, 40% of the 500 registered voters cast their vote. How many votes were cast?","200","We need to calculate 40% of the base value 500. | The formula to find $x\%$ of $y$ is: | $$\frac{x}{100} \times y$$ | Substitute $x = 40$ and $y = 500$: | $$\frac{40}{100} \times 500$$ | Simplify the multiplication: | $$\frac{40 \times 500}{100} = 200$$ | Therefore, 40% of 500 is 200.","PASS"
"en","PCT-CP-002","PCT-QL-010","PCT-ES-002","Easy","increaseNewValue","ABSOLUTE","If 5000 is increased by 30%, find the new number.","6500","Our objective is to find the required quantity. | We apply the standard rule: | $$\(increaseNewValue\)$$ | Plugging in the parameters: | $$\(6500\)$$ | Calculating the final value. | Therefore, we get 6500.","PASS"
"en","PCT-CP-003","PCT-QL-022","PCT-ES-003","Medium","successiveChange","PERCENT","A number is increased by 40% and then decreased by 10%. Find the total change percent.","26%","Let's determine the final amount for the scenario. | The mathematical relationship is: | $$\(successiveChange\)$$ | Inserting the given numbers: | $$\(26%\)$$ | Solving it yields the final answer. | The computed result is 26%.","PASS"
"en","PCT-CP-004","PCT-QL-030","PCT-ES-004","Medium","invarianceDecrease","PERCENT","The length of a rectangle increases by 18%. By what percent should the breadth be decreased to keep the area same?","15.25%","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(invarianceDecrease\)$$ | Substitute the values: | $$\(15.25%\)$$ | Simplify the expression to get the result. | Thus, the answer is 15.25%.","PASS"
"en","PCT-CP-005","PCT-QL-046","PCT-ES-005","Medium","partToTotal","ABSOLUTE","An alloy contains 50% copper and the rest is zinc. If there is 800 kg zinc, find the total weight of the alloy.","1600","Our objective is to find the required quantity. | We apply the standard rule: | $$\(partToTotal\)$$ | Plugging in the parameters: | $$\(1600\)$$ | Calculating the final value. | Therefore, we get 1600.","PASS"
"en","PCT-CP-006","PCT-QL-050","PCT-ES-006","Hard","addSolute","ABSOLUTE","In 315 litres of salt solution, there is 37.5% salt. How much salt should be added to make it a 60% solution?","177.19","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(addSolute\)$$ | Substitute the values: | $$\(177.19\)$$ | Simplify the expression to get the result. | Thus, the answer is 177.19.","PASS"
"en","PCT-CP-001","PCT-QL-003","PCT-ES-001","Easy","percentToFraction","FRACTION","Convert 5% into its simplest fractional form.","1/20","Our objective is to find the required quantity. | We apply the standard rule: | $$\(percentToFraction\)$$ | Plugging in the parameters: | $$\(1/20\)$$ | Calculating the final value. | Therefore, we get 1/20.","PASS"
"en","PCT-CP-002","PCT-QL-011","PCT-ES-002","Easy","decreaseNewValue","ABSOLUTE","If 200 is decreased by 50%, find the new number.","100","Our objective is to find the required quantity. | We apply the standard rule: | $$\(decreaseNewValue\)$$ | Plugging in the parameters: | $$\(100\)$$ | Calculating the final value. | Therefore, we get 100.","PASS"
"en","PCT-CP-003","PCT-QL-023","PCT-ES-003","Medium","successiveChange","PERCENT","The price of an item is increased by 40% and then decreased by 50%. Find the net change in price percent.","-30%","Let's determine the final amount for the scenario. | The mathematical relationship is: | $$\(successiveChange\)$$ | Inserting the given numbers: | $$\(-30%\)$$ | Solving it yields the final answer. | The computed result is -30%.","PASS"
"en","PCT-CP-005","PCT-QL-047","PCT-ES-005","Medium","loserVotes","COUNT","Two candidates contested an election. One got 30% votes and lost by 1200 votes. Find the total number of votes.","3000","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(loserVotes\)$$ | Substitute the values: | $$\(3000\)$$ | Simplify the expression to get the result. | Thus, the answer is 3000.","PASS"
"en","PCT-CP-006","PCT-QL-051","PCT-ES-006","Hard","dilutedPercent","PERCENT","If 120 litres of water is added to 315 litres of 62.5% alcohol solution, what will be the percentage of alcohol now?","45.26%","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(dilutedPercent\)$$ | Substitute the values: | $$\(45.26%\)$$ | Simplify the expression to get the result. | Thus, the answer is 45.26%.","PASS"
"en","PCT-CP-001","PCT-QL-004","PCT-ES-001","Easy","valueAsPercent","PERCENT","What percentage of 200 is 200?","100%","Our objective is to find the required quantity. | We apply the standard rule: | $$\(valueAsPercent\)$$ | Plugging in the parameters: | $$\(100%\)$$ | Calculating the final value. | Therefore, we get 100%.","PASS"
"en","PCT-CP-002","PCT-QL-012","PCT-ES-002","Medium","reverseIncrease","ABSOLUTE","If 45% is added to a number, it becomes 8640. Find the number.","5958.62","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(reverseIncrease\)$$ | Substitute the values: | $$\(5958.62\)$$ | Simplify the expression to get the result. | Thus, the answer is 5958.62.","PASS"
"en","PCT-CP-003","PCT-QL-024","PCT-ES-003","Medium","compoundGrowth","ABSOLUTE","The population of a town is 8400. If it grows at 12% every year, what will it be after 2 years?","10536.96","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(compoundGrowth\)$$ | Substitute the values: | $$\(10536.96\)$$ | Simplify the expression to get the result. | Thus, the answer is 10536.96.","PASS"
"en","PCT-CP-004","PCT-QL-032","PCT-ES-004","Medium","restoreAfterIncrease","PERCENT","The price of an item is increased by 50%. By what percent should the new price be reduced to bring it back to the original?","33.33%","Our objective is to find the required quantity. | We apply the standard rule: | $$\(restoreAfterIncrease\)$$ | Plugging in the parameters: | $$\(33.33%\)$$ | Calculating the final value. | Therefore, we get 33.33%.","PASS"
"en","PCT-CP-005","PCT-QL-036","PCT-ES-005","Medium","incomePartition","ABSOLUTE","A man spends 30% of his income on food, 15% on rent and 20% on other things. If he saves Rs. 200, find his total income.","571.43","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(incomePartition\)$$ | Substitute the values: | $$\(571.43\)$$ | Simplify the expression to get the result. | Thus, the answer is 571.43.","PASS"
