"questionId","qlId","canonicalProblem","taskKind","language","renderedStem","stemFamilyId","stemId","sourceFile","libraryFile","templateFile","archetypeId","selectionPath","fallbackUsage","provenanceStatus","templatePattern","approvedAssetUsedForWording","normalLanguagePipelineUsed"
"CSV-001-0011","PCT-QL-017","PCT-CP-002","percentOfKnownNumber","en","If 99% of the employees equals 4,950 employees, find 0.5% of the same employees.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-017 -> questionFor() inline template -> CSV export","YES","FALLBACK","IF_EQUALS_FIND","false","false"
"CSV-001-0012","PCT-QL-117","PCT-CP-002","percentOfKnownNumber","en","We know that 100% of the books equals 10,000 books. What is 1% of the same books?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-117 -> questionFor() inline template -> CSV export","YES","FALLBACK","WE_KNOW_WHAT_IS","false","false"
"CSV-001-0013","PCT-QL-217","PCT-CP-002","percentOfKnownNumber","en","The value corresponding to 99% of the trees is 198 trees. Find 99% of the same trees.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-217 -> questionFor() inline template -> CSV export","YES","FALLBACK","VALUE_CORRESPONDING_FIND","false","false"
"CSV-001-0014","PCT-QL-317","PCT-CP-002","percentOfKnownNumber","en","The question states that 99% of the families equals 396 families. Determine 99% of the same families.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-317","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-317 -> questionFor() inline template -> CSV export","YES","FALLBACK","QUESTION_STATES_DETERMINE","false","false"
"CSV-001-0015","PCT-QL-417","PCT-CP-002","percentOfKnownNumber","en","Given that 99% of the animals is 990 animals, what is 99% of the same animals?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-417","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-417 -> questionFor() inline template -> CSV export","YES","FALLBACK","GIVEN_THAT_WHAT_IS","false","false"
"CSV-001-0016","PCT-QL-017","PCT-CP-002","percentOfKnownNumber","en","If 25% of the inventory equals 500 items, find 50% of the same inventory.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-017 -> questionFor() inline template -> CSV export","YES","FALLBACK","IF_EQUALS_FIND","false","false"
"CSV-001-0017","PCT-QL-117","PCT-CP-002","percentOfKnownNumber","en","We know that 25% of the distance equals 1,250 km. What is 50% of the same distance?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-117 -> questionFor() inline template -> CSV export","YES","FALLBACK","WE_KNOW_WHAT_IS","false","false"
"CSV-001-0018","PCT-QL-217","PCT-CP-002","percentOfKnownNumber","en","The value corresponding to 25% of the area is 2,500 sq m. Find 50% of the same area.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-217 -> questionFor() inline template -> CSV export","YES","FALLBACK","VALUE_CORRESPONDING_FIND","false","false"
"CSV-001-0019","PCT-QL-317","PCT-CP-002","percentOfKnownNumber","en","The question states that 50% of the weight equals 100 kg. Determine 25% of the same weight.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-317","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-317 -> questionFor() inline template -> CSV export","YES","FALLBACK","QUESTION_STATES_DETERMINE","false","false"
"CSV-001-0020","PCT-QL-417","PCT-CP-002","percentOfKnownNumber","en","Given that 50% of the volume is 250 litres, what is 25% of the same volume?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-417","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-417 -> questionFor() inline template -> CSV export","YES","FALLBACK","GIVEN_THAT_WHAT_IS","false","false"
"CSV-001-0021","PCT-QL-017","PCT-CP-002","percentOfKnownNumber","en","If 45% of the production equals 450 units, find 15% of the same production.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-017 -> questionFor() inline template -> CSV export","YES","FALLBACK","IF_EQUALS_FIND","false","false"
"CSV-001-0022","PCT-QL-117","PCT-CP-002","percentOfKnownNumber","en","We know that 15% of the population equals 300 people. What is 45% of the same population?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-117 -> questionFor() inline template -> CSV export","YES","FALLBACK","WE_KNOW_WHAT_IS","false","false"
"CSV-001-0023","PCT-QL-217","PCT-CP-002","percentOfKnownNumber","en","The value corresponding to 25% of the marks is 250 marks. Find 62.5% of the same marks.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-217 -> questionFor() inline template -> CSV export","YES","FALLBACK","VALUE_CORRESPONDING_FIND","false","false"
"CSV-001-0024","PCT-QL-317","PCT-CP-002","percentOfKnownNumber","en","The question states that 25% of a number equals 625. Determine 62.5% of that number.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-317","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-317 -> questionFor() inline template -> CSV export","YES","FALLBACK","QUESTION_STATES_DETERMINE","false","false"
"CSV-001-0025","PCT-QL-417","PCT-CP-002","percentOfKnownNumber","en","Given that 62.5% of the monthly salary is ₹62,500, what is 25% of the same monthly salary?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-417","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-417 -> questionFor() inline template -> CSV export","YES","FALLBACK","GIVEN_THAT_WHAT_IS","false","false"
"CSV-001-0026","PCT-QL-017","PCT-CP-002","percentOfKnownNumber","en","If 82.5% of the annual income equals ₹1,65,041.25, find 17.5% of the same annual income.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-017 -> questionFor() inline template -> CSV export","YES","FALLBACK","IF_EQUALS_FIND","false","false"
"CSV-001-0027","PCT-QL-117","PCT-CP-002","percentOfKnownNumber","en","We know that 82.5% of the annual profit equals ₹41,291.25. What is 17.5% of the same annual profit?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-117 -> questionFor() inline template -> CSV export","YES","FALLBACK","WE_KNOW_WHAT_IS","false","false"
"CSV-001-0028","PCT-QL-217","PCT-CP-002","percentOfKnownNumber","en","The value corresponding to 100% of the expenses is ₹50,000. Find 100% of the same expenses.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-217 -> questionFor() inline template -> CSV export","YES","FALLBACK","VALUE_CORRESPONDING_FIND","false","false"
"CSV-001-0029","PCT-QL-317","PCT-CP-002","percentOfKnownNumber","en","The question states that 100% of the bonus equals ₹1,00,000. Determine 100% of the same bonus.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-317","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-317 -> questionFor() inline template -> CSV export","YES","FALLBACK","QUESTION_STATES_DETERMINE","false","false"
"CSV-001-0030","PCT-QL-417","PCT-CP-002","percentOfKnownNumber","en","Given that 100% of the commission is ₹1,50,000, what is 100% of the same commission?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-417","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-417 -> questionFor() inline template -> CSV export","YES","FALLBACK","GIVEN_THAT_WHAT_IS","false","false"
"CSV-001-0031","PCT-QL-017","PCT-CP-002","percentOfKnownNumber","en","If 40% of the savings equals ₹20,000, find 60% of the same savings.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-017 -> questionFor() inline template -> CSV export","YES","FALLBACK","IF_EQUALS_FIND","false","false"
"CSV-001-0032","PCT-QL-117","PCT-CP-002","percentOfKnownNumber","en","We know that 40% of the revenue equals ₹40,000. What is 60% of the same revenue?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-117 -> questionFor() inline template -> CSV export","YES","FALLBACK","WE_KNOW_WHAT_IS","false","false"
"CSV-001-0033","PCT-QL-217","PCT-CP-002","percentOfKnownNumber","en","The value corresponding to 40% of the students is 400 students. Find 60% of the same students.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-217 -> questionFor() inline template -> CSV export","YES","FALLBACK","VALUE_CORRESPONDING_FIND","false","false"
