"Question ID","Canonical Problem","Difficulty","Topology","Question Language ID","Explanation Style ID","Question","Answer","Explanation","Divisor","Remainder","Quotient","Dividend","Lower Bound","Upper Bound"
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:10","CP-008","Easy","Missing Component","QL-024","ES-003","Find the remainder if dividend = 270, divisor = 9, and quotient = 30.","0","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

0","9","0","30","270","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:11","CP-008","Medium","Missing Component","QL-026","ES-004","Remainder = ?

Dividend = 2563

Divisor = 25

Quotient = 102","13","Rearrange the division formula and simplify.

Answer:

13","25","13","102","2563","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:12","CP-008","Easy","Missing Component","QL-026","ES-003","Remainder = ?

Dividend = 42

Divisor = 3

Quotient = 14","0","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

0","3","0","14","42","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:13","CP-008","Medium","Missing Component","QL-024","ES-003","Find the remainder if dividend = 11538, divisor = 24, and quotient = 480.","18","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

18","24","18","480","11538","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:14","CP-008","Medium","Missing Component","QL-024","ES-003","Find the remainder if dividend = 8754, divisor = 45, and quotient = 194.","24","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

24","45","24","194","8754","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:15","CP-008","Hard","Missing Component","QL-026","ES-003","Remainder = ?

Dividend = 249707

Divisor = 81

Quotient = 3082","65","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

65","81","65","3082","249707","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:16","CP-008","Easy","Missing Component","QL-024","ES-004","Find the remainder if dividend = 577, divisor = 12, and quotient = 48.","1","Rearrange the division formula and simplify.

Answer:

1","12","1","48","577","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:17","CP-008","Medium","Missing Component","QL-025","ES-003","A dividend 2287 is divided by 39 and gives quotient 58. Determine the remainder.","25","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

25","39","25","58","2287","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:18","CP-008","Easy","Missing Component","QL-024","ES-004","Find the remainder if dividend = 615, divisor = 16, and quotient = 38.","7","Rearrange the division formula and simplify.

Answer:

7","16","7","38","615","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:19","CP-008","Easy","Missing Component","QL-025","ES-004","A dividend 145 is divided by 13 and gives quotient 11. Determine the remainder.","2","Rearrange the division formula and simplify.

Answer:

2","13","2","11","145","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:20","CP-008","Medium","Missing Component","QL-025","ES-004","A dividend 9288 is divided by 26 and gives quotient 357. Determine the remainder.","6","Rearrange the division formula and simplify.

Answer:

6","26","6","357","9288","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:21","CP-008","Hard","Missing Component","QL-024","ES-004","Find the remainder if dividend = 1019, divisor = 10, and quotient = 101.","9","Rearrange the division formula and simplify.

Answer:

9","10","9","101","1019","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:22","CP-008","Easy","Missing Component","QL-024","ES-003","Find the remainder if dividend = 594, divisor = 20, and quotient = 29.","14","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

14","20","14","29","594","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:23","CP-008","Easy","Missing Component","QL-025","ES-004","A dividend 809 is divided by 20 and gives quotient 40. Determine the remainder.","9","Rearrange the division formula and simplify.

Answer:

9","20","9","40","809","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:24","CP-008","Hard","Missing Component","QL-024","ES-004","Find the remainder if dividend = 32804, divisor = 22, and quotient = 1491.","2","Rearrange the division formula and simplify.

Answer:

2","22","2","1491","32804","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:25","CP-008","Hard","Missing Component","QL-025","ES-003","A dividend 149449 is divided by 61 and gives quotient 2449. Determine the remainder.","60","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

60","61","60","2449","149449","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:26","CP-008","Easy","Missing Component","QL-026","ES-004","Remainder = ?

Dividend = 690

Divisor = 16

Quotient = 43","2","Rearrange the division formula and simplify.

Answer:

2","16","2","43","690","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:27","CP-008","Medium","Missing Component","QL-024","ES-004","Find the remainder if dividend = 8288, divisor = 21, and quotient = 394.","14","Rearrange the division formula and simplify.

Answer:

14","21","14","394","8288","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:28","CP-008","Hard","Missing Component","QL-025","ES-004","A dividend 91528 is divided by 52 and gives quotient 1760. Determine the remainder.","8","Rearrange the division formula and simplify.

Answer:

8","52","8","1760","91528","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:29","CP-008","Medium","Missing Component","QL-026","ES-004","Remainder = ?

Dividend = 2982

Divisor = 41

Quotient = 72","30","Rearrange the division formula and simplify.

Answer:

30","41","30","72","2982","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:30","CP-008","Easy","Missing Component","QL-025","ES-004","A dividend 5 is divided by 2 and gives quotient 2. Determine the remainder.","1","Rearrange the division formula and simplify.

Answer:

1","2","1","2","5","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:31","CP-008","Easy","Missing Component","QL-025","ES-004","A dividend 39 is divided by 7 and gives quotient 5. Determine the remainder.","4","Rearrange the division formula and simplify.

Answer:

4","7","4","5","39","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:32","CP-008","Hard","Missing Component","QL-024","ES-004","Find the remainder if dividend = 36687, divisor = 12, and quotient = 3057.","3","Rearrange the division formula and simplify.

Answer:

3","12","3","3057","36687","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:33","CP-008","Medium","Missing Component","QL-025","ES-004","A dividend 9575 is divided by 41 and gives quotient 233. Determine the remainder.","22","Rearrange the division formula and simplify.

Answer:

22","41","22","233","9575","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:34","CP-008","Easy","Missing Component","QL-024","ES-003","Find the remainder if dividend = 446, divisor = 17, and quotient = 26.","4","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

4","17","4","26","446","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:35","CP-008","Easy","Missing Component","QL-026","ES-004","Remainder = ?

Dividend = 594

Divisor = 12

Quotient = 49","6","Rearrange the division formula and simplify.

Answer:

6","12","6","49","594","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:36","CP-008","Hard","Missing Component","QL-024","ES-003","Find the remainder if dividend = 115247, divisor = 56, and quotient = 2057.","55","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

55","56","55","2057","115247","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:37","CP-008","Hard","Missing Component","QL-025","ES-003","A dividend 292036 is divided by 79 and gives quotient 3696. Determine the remainder.","52","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

52","79","52","3696","292036","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:38","CP-008","Medium","Missing Component","QL-024","ES-004","Find the remainder if dividend = 4009, divisor = 10, and quotient = 400.","9","Rearrange the division formula and simplify.

Answer:

9","10","9","400","4009","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:39","CP-008","Medium","Missing Component","QL-024","ES-003","Find the remainder if dividend = 1572, divisor = 39, and quotient = 40.","12","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

12","39","12","40","1572","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:40","CP-008","Hard","Missing Component","QL-024","ES-004","Find the remainder if dividend = 23378, divisor = 15, and quotient = 1558.","8","Rearrange the division formula and simplify.

Answer:

8","15","8","1558","23378","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:41","CP-008","Easy","Missing Component","QL-026","ES-003","Remainder = ?

Dividend = 146

Divisor = 3

Quotient = 48","2","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

2","3","2","48","146","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:42","CP-008","Medium","Missing Component","QL-024","ES-004","Find the remainder if dividend = 744, divisor = 16, and quotient = 46.","8","Rearrange the division formula and simplify.

Answer:

8","16","8","46","744","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:43","CP-008","Hard","Missing Component","QL-026","ES-003","Remainder = ?

Dividend = 132071

Divisor = 40

Quotient = 3301","31","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

31","40","31","3301","132071","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:44","CP-008","Easy","Missing Component","QL-024","ES-004","Find the remainder if dividend = 374, divisor = 12, and quotient = 31.","2","Rearrange the division formula and simplify.

Answer:

2","12","2","31","374","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:45","CP-008","Easy","Missing Component","QL-025","ES-004","A dividend 201 is divided by 7 and gives quotient 28. Determine the remainder.","5","Rearrange the division formula and simplify.

Answer:

5","7","5","28","201","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:46","CP-008","Medium","Missing Component","QL-026","ES-004","Remainder = ?

Dividend = 7386

Divisor = 15

Quotient = 492","6","Rearrange the division formula and simplify.

Answer:

6","15","6","492","7386","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:47","CP-008","Hard","Missing Component","QL-026","ES-004","Remainder = ?

Dividend = 425886

Divisor = 99

Quotient = 4301","87","Rearrange the division formula and simplify.

Answer:

87","99","87","4301","425886","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:48","CP-008","Medium","Missing Component","QL-026","ES-004","Remainder = ?

Dividend = 762

Divisor = 14

Quotient = 54","6","Rearrange the division formula and simplify.

Answer:

6","14","6","54","762","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:49","CP-008","Easy","Missing Component","QL-024","ES-003","Find the remainder if dividend = 326, divisor = 7, and quotient = 46.","4","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

4","7","4","46","326","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:50","CP-008","Easy","Missing Component","QL-025","ES-004","A dividend 275 is divided by 8 and gives quotient 34. Determine the remainder.","3","Rearrange the division formula and simplify.

Answer:

3","8","3","34","275","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:51","CP-008","Easy","Missing Component","QL-024","ES-004","Find the remainder if dividend = 666, divisor = 18, and quotient = 37.","0","Rearrange the division formula and simplify.

Answer:

0","18","0","37","666","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:52","CP-008","Easy","Missing Component","QL-026","ES-004","Remainder = ?

Dividend = 145

Divisor = 14

Quotient = 10","5","Rearrange the division formula and simplify.

Answer:

5","14","5","10","145","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:53","CP-008","Medium","Missing Component","QL-026","ES-004","Remainder = ?

Dividend = 978

Divisor = 4

Quotient = 244","2","Rearrange the division formula and simplify.

Answer:

2","4","2","244","978","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:54","CP-008","Easy","Missing Component","QL-024","ES-004","Find the remainder if dividend = 131, divisor = 4, and quotient = 32.","3","Rearrange the division formula and simplify.

Answer:

3","4","3","32","131","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:55","CP-008","Hard","Missing Component","QL-025","ES-004","A dividend 364097 is divided by 81 and gives quotient 4495. Determine the remainder.","2","Rearrange the division formula and simplify.

Answer:

2","81","2","4495","364097","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:56","CP-008","Easy","Missing Component","QL-024","ES-004","Find the remainder if dividend = 769, divisor = 16, and quotient = 48.","1","Rearrange the division formula and simplify.

Answer:

1","16","1","48","769","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:57","CP-008","Easy","Missing Component","QL-026","ES-004","Remainder = ?

Dividend = 258

Divisor = 12

Quotient = 21","6","Rearrange the division formula and simplify.

Answer:

6","12","6","21","258","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:58","CP-008","Hard","Missing Component","QL-025","ES-004","A dividend 329674 is divided by 91 and gives quotient 3622. Determine the remainder.","72","Rearrange the division formula and simplify.

Answer:

72","91","72","3622","329674","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:59","CP-008","Easy","Missing Component","QL-025","ES-004","A dividend 21 is divided by 15 and gives quotient 1. Determine the remainder.","6","Rearrange the division formula and simplify.

Answer:

6","15","6","1","21","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:60","CP-008","Hard","Missing Component","QL-026","ES-004","Remainder = ?

Dividend = 73304

Divisor = 72

Quotient = 1018","8","Rearrange the division formula and simplify.

Answer:

8","72","8","1018","73304","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:61","CP-008","Easy","Missing Component","QL-024","ES-003","Find the remainder if dividend = 342, divisor = 13, and quotient = 26.","4","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

4","13","4","26","342","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:62","CP-008","Medium","Missing Component","QL-025","ES-004","A dividend 2701 is divided by 7 and gives quotient 385. Determine the remainder.","6","Rearrange the division formula and simplify.

Answer:

6","7","6","385","2701","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:63","CP-008","Easy","Missing Component","QL-026","ES-003","Remainder = ?

Dividend = 601

Divisor = 14

Quotient = 42","13","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

13","14","13","42","601","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:64","CP-008","Easy","Missing Component","QL-025","ES-004","A dividend 54 is divided by 2 and gives quotient 27. Determine the remainder.","0","Rearrange the division formula and simplify.

Answer:

0","2","0","27","54","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:65","CP-008","Easy","Missing Component","QL-026","ES-004","Remainder = ?

Dividend = 323

Divisor = 16

Quotient = 20","3","Rearrange the division formula and simplify.

Answer:

3","16","3","20","323","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:66","CP-008","Easy","Missing Component","QL-024","ES-004","Find the remainder if dividend = 209, divisor = 5, and quotient = 41.","4","Rearrange the division formula and simplify.

Answer:

4","5","4","41","209","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:67","CP-008","Easy","Missing Component","QL-026","ES-004","Remainder = ?

Dividend = 129

Divisor = 4

Quotient = 32","1","Rearrange the division formula and simplify.

Answer:

1","4","1","32","129","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:68","CP-008","Easy","Missing Component","QL-026","ES-004","Remainder = ?

Dividend = 792

Divisor = 16

Quotient = 49","8","Rearrange the division formula and simplify.

Answer:

8","16","8","49","792","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:69","CP-008","Medium","Missing Component","QL-025","ES-004","A dividend 911 is divided by 48 and gives quotient 18. Determine the remainder.","47","Rearrange the division formula and simplify.

Answer:

47","48","47","18","911","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:70","CP-008","Hard","Missing Component","QL-024","ES-004","Find the remainder if dividend = 141900, divisor = 29, and quotient = 4893.","3","Rearrange the division formula and simplify.

Answer:

3","29","3","4893","141900","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:71","CP-008","Medium","Missing Component","QL-024","ES-004","Find the remainder if dividend = 210, divisor = 8, and quotient = 26.","2","Rearrange the division formula and simplify.

Answer:

2","8","2","26","210","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:72","CP-008","Medium","Missing Component","QL-026","ES-004","Remainder = ?

Dividend = 11458

Divisor = 27

Quotient = 424","10","Rearrange the division formula and simplify.

Answer:

10","27","10","424","11458","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:73","CP-008","Hard","Missing Component","QL-026","ES-004","Remainder = ?

Dividend = 40900

Divisor = 60

Quotient = 681","40","Rearrange the division formula and simplify.

Answer:

40","60","40","681","40900","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:74","CP-008","Medium","Missing Component","QL-025","ES-003","A dividend 2837 is divided by 20 and gives quotient 141. Determine the remainder.","17","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

17","20","17","141","2837","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:75","CP-008","Medium","Missing Component","QL-025","ES-004","A dividend 3926 is divided by 8 and gives quotient 490. Determine the remainder.","6","Rearrange the division formula and simplify.

Answer:

6","8","6","490","3926","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:76","CP-008","Easy","Missing Component","QL-025","ES-003","A dividend 299 is divided by 12 and gives quotient 24. Determine the remainder.","11","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

11","12","11","24","299","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:77","CP-008","Hard","Missing Component","QL-026","ES-004","Remainder = ?

Dividend = 31514

Divisor = 26

Quotient = 1212","2","Rearrange the division formula and simplify.

Answer:

2","26","2","1212","31514","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:78","CP-008","Easy","Missing Component","QL-025","ES-004","A dividend 369 is divided by 8 and gives quotient 46. Determine the remainder.","1","Rearrange the division formula and simplify.

Answer:

1","8","1","46","369","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:79","CP-008","Medium","Missing Component","QL-025","ES-003","A dividend 9075 is divided by 27 and gives quotient 336. Determine the remainder.","3","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

3","27","3","336","9075","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:80","CP-008","Medium","Missing Component","QL-025","ES-003","A dividend 4654 is divided by 16 and gives quotient 290. Determine the remainder.","14","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

14","16","14","290","4654","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:81","CP-008","Easy","Missing Component","QL-026","ES-003","Remainder = ?

Dividend = 154

Divisor = 7

Quotient = 22","0","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

0","7","0","22","154","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:82","CP-008","Hard","Missing Component","QL-024","ES-004","Find the remainder if dividend = 134574, divisor = 97, and quotient = 1387.","35","Rearrange the division formula and simplify.

Answer:

35","97","35","1387","134574","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:83","CP-008","Medium","Missing Component","QL-025","ES-004","A dividend 9375 is divided by 22 and gives quotient 426. Determine the remainder.","3","Rearrange the division formula and simplify.

Answer:

3","22","3","426","9375","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:84","CP-008","Hard","Missing Component","QL-024","ES-004","Find the remainder if dividend = 360430, divisor = 83, and quotient = 4342.","44","Rearrange the division formula and simplify.

Answer:

44","83","44","4342","360430","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:85","CP-008","Easy","Missing Component","QL-024","ES-003","Find the remainder if dividend = 659, divisor = 17, and quotient = 38.","13","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

13","17","13","38","659","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:86","CP-008","Medium","Missing Component","QL-024","ES-004","Find the remainder if dividend = 110, divisor = 2, and quotient = 55.","0","Rearrange the division formula and simplify.

Answer:

0","2","0","55","110","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:87","CP-008","Easy","Missing Component","QL-025","ES-004","A dividend 152 is divided by 17 and gives quotient 8. Determine the remainder.","16","Rearrange the division formula and simplify.

Answer:

16","17","16","8","152","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:88","CP-008","Medium","Missing Component","QL-026","ES-004","Remainder = ?

Dividend = 3606

Divisor = 10

Quotient = 360","6","Rearrange the division formula and simplify.

Answer:

6","10","6","360","3606","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:89","CP-008","Medium","Missing Component","QL-024","ES-004","Find the remainder if dividend = 3136, divisor = 13, and quotient = 241.","3","Rearrange the division formula and simplify.

Answer:

3","13","3","241","3136","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:90","CP-008","Medium","Missing Component","QL-026","ES-004","Remainder = ?

Dividend = 3455

Divisor = 8

Quotient = 431","7","Rearrange the division formula and simplify.

Answer:

7","8","7","431","3455","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:91","CP-008","Easy","Missing Component","QL-024","ES-004","Find the remainder if dividend = 69, divisor = 5, and quotient = 13.","4","Rearrange the division formula and simplify.

Answer:

4","5","4","13","69","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:92","CP-008","Medium","Missing Component","QL-024","ES-004","Find the remainder if dividend = 15436, divisor = 35, and quotient = 441.","1","Rearrange the division formula and simplify.

Answer:

1","35","1","441","15436","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:93","CP-008","Medium","Missing Component","QL-025","ES-004","A dividend 5882 is divided by 26 and gives quotient 226. Determine the remainder.","6","Rearrange the division formula and simplify.

Answer:

6","26","6","226","5882","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:94","CP-008","Medium","Missing Component","QL-025","ES-003","A dividend 5489 is divided by 18 and gives quotient 304. Determine the remainder.","17","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

17","18","17","304","5489","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:95","CP-008","Hard","Missing Component","QL-026","ES-004","Remainder = ?

Dividend = 337748

Divisor = 68

Quotient = 4966","60","Rearrange the division formula and simplify.

Answer:

60","68","60","4966","337748","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:96","CP-008","Easy","Missing Component","QL-026","ES-004","Remainder = ?

Dividend = 117

Divisor = 18

Quotient = 6","9","Rearrange the division formula and simplify.

Answer:

9","18","9","6","117","",""
"NS-REM-002:CP-008:NS-REM-002-HUMAN-REVIEW-500:CP-008:97","CP-008","Medium","Missing Component","QL-025","ES-003","A dividend 2118 is divided by 41 and gives quotient 51. Determine the remainder.","27","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

27","41","27","51","2118","",""
