"Question ID","Canonical Problem","Difficulty","Topology","Question Language ID","Explanation Style ID","Question","Answer","Explanation","Divisor","Remainder","Quotient","Dividend","Lower Bound","Upper Bound"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:18","CP-004","Easy","Range Counting","QL-012","ES-008","How many numbers between 179 and 280 leave remainder 0 when divided by 15?","7","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

7","15","0","","","179","280"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:19","CP-004","Easy","Range Counting","QL-014","ES-007","Find the number of integers between 129 and 179 that leave remainder 4 when divided by 16.","3","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

3","16","4","","","129","179"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:20","CP-004","Hard","Range Counting","QL-014","ES-007","Find the number of integers between 6993 and 26218 that leave remainder 52 when divided by 93.","207","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

207","93","52","","","6993","26218"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:21","CP-004","Hard","Range Counting","QL-013","ES-008","Count the numbers from 6506 to 27392 that give remainder 10 on division by 43.","485","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

485","43","10","","","6506","27392"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:22","CP-004","Medium","Range Counting","QL-013","ES-007","Count the numbers from 1922 to 9687 that give remainder 12 on division by 37.","210","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

210","37","12","","","1922","9687"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:23","CP-004","Easy","Range Counting","QL-013","ES-007","Count the numbers from 159 to 316 that give remainder 1 on division by 3.","53","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

53","3","1","","","159","316"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:24","CP-004","Medium","Range Counting","QL-014","ES-007","Find the number of integers between 1727 and 2186 that leave remainder 4 when divided by 14.","32","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

32","14","4","","","1727","2186"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:25","CP-004","Medium","Range Counting","QL-014","ES-007","Find the number of integers between 1979 and 4749 that leave remainder 10 when divided by 33.","84","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

84","33","10","","","1979","4749"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:26","CP-004","Easy","Range Counting","QL-012","ES-008","How many numbers between 40 and 141 leave remainder 14 when divided by 17?","6","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

6","17","14","","","40","141"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:27","CP-004","Easy","Range Counting","QL-012","ES-008","How many numbers between 166 and 174 leave remainder 5 when divided by 8?","1","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

1","8","5","","","166","174"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:28","CP-004","Medium","Range Counting","QL-014","ES-007","Find the number of integers between 690 and 3249 that leave remainder 16 when divided by 49.","52","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

52","49","16","","","690","3249"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:29","CP-004","Hard","Range Counting","QL-012","ES-008","How many numbers between 1988 and 12004 leave remainder 35 when divided by 38?","263","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

263","38","35","","","1988","12004"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:30","CP-004","Easy","Range Counting","QL-012","ES-007","How many numbers between 154 and 174 leave remainder 5 when divided by 6?","4","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

4","6","5","","","154","174"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:31","CP-004","Hard","Range Counting","QL-012","ES-007","How many numbers between 4457 and 27699 leave remainder 38 when divided by 49?","474","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

474","49","38","","","4457","27699"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:32","CP-004","Easy","Range Counting","QL-012","ES-007","How many numbers between 143 and 241 leave remainder 5 when divided by 6?","17","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

17","6","5","","","143","241"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:33","CP-004","Medium","Range Counting","QL-014","ES-008","Find the number of integers between 1892 and 6699 that leave remainder 8 when divided by 30.","161","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

161","30","8","","","1892","6699"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:34","CP-004","Easy","Range Counting","QL-013","ES-008","Count the numbers from 22 to 178 that give remainder 6 on division by 15.","10","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

10","15","6","","","22","178"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:35","CP-004","Hard","Range Counting","QL-013","ES-007","Count the numbers from 8127 to 35308 that give remainder 18 on division by 34.","799","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

799","34","18","","","8127","35308"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:36","CP-004","Medium","Range Counting","QL-012","ES-007","How many numbers between 981 and 6487 leave remainder 19 when divided by 50?","110","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

110","50","19","","","981","6487"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:37","CP-004","Hard","Range Counting","QL-013","ES-007","Count the numbers from 8782 to 27167 that give remainder 31 on division by 63.","292","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

292","63","31","","","8782","27167"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:38","CP-004","Easy","Range Counting","QL-014","ES-008","Find the number of integers between 15 and 321 that leave remainder 13 when divided by 19.","16","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

16","19","13","","","15","321"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:39","CP-004","Easy","Range Counting","QL-012","ES-008","How many numbers between 99 and 468 leave remainder 9 when divided by 17?","22","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

22","17","9","","","99","468"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:40","CP-004","Easy","Range Counting","QL-014","ES-007","Find the number of integers between 96 and 445 that leave remainder 2 when divided by 4.","87","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

87","4","2","","","96","445"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:41","CP-004","Medium","Range Counting","QL-014","ES-007","Find the number of integers between 1678 and 5375 that leave remainder 13 when divided by 24.","154","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

154","24","13","","","1678","5375"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:42","CP-004","Medium","Range Counting","QL-013","ES-007","Count the numbers from 966 to 3949 that give remainder 17 on division by 31.","96","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

96","31","17","","","966","3949"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:43","CP-004","Easy","Range Counting","QL-013","ES-007","Count the numbers from 33 to 120 that give remainder 3 on division by 4.","22","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

22","4","3","","","33","120"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:44","CP-004","Medium","Range Counting","QL-013","ES-007","Count the numbers from 899 to 2100 that give remainder 12 on division by 19.","63","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

63","19","12","","","899","2100"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:45","CP-004","Hard","Range Counting","QL-014","ES-007","Find the number of integers between 7790 and 42016 that leave remainder 5 when divided by 34.","1007","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

1007","34","5","","","7790","42016"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:46","CP-004","Easy","Range Counting","QL-013","ES-008","Count the numbers from 146 to 416 that give remainder 9 on division by 17.","15","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

15","17","9","","","146","416"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:47","CP-004","Easy","Range Counting","QL-012","ES-007","How many numbers between 52 and 421 leave remainder 19 when divided by 20?","19","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

19","20","19","","","52","421"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:48","CP-004","Medium","Range Counting","QL-012","ES-007","How many numbers between 968 and 7487 leave remainder 12 when divided by 30?","218","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

218","30","12","","","968","7487"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:49","CP-004","Easy","Range Counting","QL-013","ES-007","Count the numbers from 78 to 358 that give remainder 5 on division by 7.","40","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

40","7","5","","","78","358"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:50","CP-004","Easy","Range Counting","QL-013","ES-007","Count the numbers from 38 to 277 that give remainder 3 on division by 4.","60","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

60","4","3","","","38","277"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:51","CP-004","Hard","Range Counting","QL-014","ES-007","Find the number of integers between 1775 and 49040 that leave remainder 8 when divided by 14.","3376","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

3376","14","8","","","1775","49040"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:52","CP-004","Medium","Range Counting","QL-014","ES-008","Find the number of integers between 1458 and 1572 that leave remainder 13 when divided by 44.","3","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

3","44","13","","","1458","1572"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:53","CP-004","Hard","Range Counting","QL-014","ES-008","Find the number of integers between 9449 and 32403 that leave remainder 4 when divided by 46.","499","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

499","46","4","","","9449","32403"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:54","CP-004","Easy","Range Counting","QL-013","ES-008","Count the numbers from 44 to 78 that give remainder 1 on division by 6.","5","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

5","6","1","","","44","78"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:55","CP-004","Easy","Range Counting","QL-014","ES-008","Find the number of integers between 30 and 470 that leave remainder 0 when divided by 4.","110","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

110","4","0","","","30","470"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:56","CP-004","Hard","Range Counting","QL-013","ES-008","Count the numbers from 8563 to 45305 that give remainder 29 on division by 86.","427","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

427","86","29","","","8563","45305"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:57","CP-004","Medium","Range Counting","QL-012","ES-007","How many numbers between 147 and 1675 leave remainder 10 when divided by 44?","34","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

34","44","10","","","147","1675"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:58","CP-004","Easy","Range Counting","QL-014","ES-007","Find the number of integers between 89 and 496 that leave remainder 14 when divided by 17.","24","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

24","17","14","","","89","496"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:59","CP-004","Hard","Range Counting","QL-012","ES-008","How many numbers between 2065 and 21994 leave remainder 23 when divided by 61?","327","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

327","61","23","","","2065","21994"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:60","CP-004","Medium","Range Counting","QL-013","ES-008","Count the numbers from 167 to 4070 that give remainder 18 on division by 38.","103","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

103","38","18","","","167","4070"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:61","CP-004","Easy","Range Counting","QL-012","ES-008","How many numbers between 31 and 167 leave remainder 3 when divided by 15?","9","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

9","15","3","","","31","167"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:62","CP-004","Easy","Range Counting","QL-012","ES-008","How many numbers between 58 and 479 leave remainder 0 when divided by 2?","211","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

211","2","0","","","58","479"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:63","CP-004","Medium","Range Counting","QL-013","ES-008","Count the numbers from 1912 to 1937 that give remainder 23 on division by 25.","1","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

1","25","23","","","1912","1937"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:64","CP-004","Easy","Range Counting","QL-012","ES-008","How many numbers between 86 and 412 leave remainder 0 when divided by 4?","82","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

82","4","0","","","86","412"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:65","CP-004","Medium","Range Counting","QL-013","ES-008","Count the numbers from 1933 to 8105 that give remainder 10 on division by 35.","177","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

177","35","10","","","1933","8105"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:66","CP-004","Hard","Range Counting","QL-012","ES-008","How many numbers between 1256 and 46516 leave remainder 42 when divided by 68?","666","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

666","68","42","","","1256","46516"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:67","CP-004","Medium","Range Counting","QL-014","ES-007","Find the number of integers between 1393 and 1529 that leave remainder 33 when divided by 40.","4","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

4","40","33","","","1393","1529"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:68","CP-004","Medium","Range Counting","QL-012","ES-007","How many numbers between 1382 and 7462 leave remainder 21 when divided by 43?","142","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

142","43","21","","","1382","7462"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:69","CP-004","Medium","Range Counting","QL-012","ES-008","How many numbers between 1262 and 8545 leave remainder 23 when divided by 33?","221","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

221","33","23","","","1262","8545"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:70","CP-004","Easy","Range Counting","QL-014","ES-008","Find the number of integers between 152 and 212 that leave remainder 1 when divided by 2.","30","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

30","2","1","","","152","212"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:71","CP-004","Easy","Range Counting","QL-014","ES-008","Find the number of integers between 81 and 315 that leave remainder 6 when divided by 16.","15","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

15","16","6","","","81","315"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:72","CP-004","Easy","Range Counting","QL-014","ES-008","Find the number of integers between 37 and 62 that leave remainder 3 when divided by 8.","3","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

3","8","3","","","37","62"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:73","CP-004","Easy","Range Counting","QL-013","ES-008","Count the numbers from 141 to 484 that give remainder 5 on division by 13.","26","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

26","13","5","","","141","484"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:74","CP-004","Medium","Range Counting","QL-013","ES-008","Count the numbers from 1638 to 2203 that give remainder 9 on division by 12.","47","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

47","12","9","","","1638","2203"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:75","CP-004","Easy","Range Counting","QL-014","ES-008","Find the number of integers between 37 and 348 that leave remainder 3 when divided by 11.","28","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

28","11","3","","","37","348"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:76","CP-004","Easy","Range Counting","QL-014","ES-008","Find the number of integers between 129 and 134 that leave remainder 3 when divided by 5.","1","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

1","5","3","","","129","134"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:77","CP-004","Easy","Range Counting","QL-012","ES-007","How many numbers between 93 and 479 leave remainder 0 when divided by 4?","96","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

96","4","0","","","93","479"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:78","CP-004","Medium","Range Counting","QL-014","ES-008","Find the number of integers between 161 and 4375 that leave remainder 15 when divided by 50.","85","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

85","50","15","","","161","4375"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:79","CP-004","Medium","Range Counting","QL-014","ES-008","Find the number of integers between 1180 and 8453 that leave remainder 18 when divided by 31.","235","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

235","31","18","","","1180","8453"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:80","CP-004","Easy","Range Counting","QL-013","ES-008","Count the numbers from 76 to 486 that give remainder 10 on division by 20.","20","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

20","20","10","","","76","486"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:81","CP-004","Easy","Range Counting","QL-014","ES-008","Find the number of integers between 156 and 389 that leave remainder 1 when divided by 5.","47","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

47","5","1","","","156","389"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:82","CP-004","Hard","Range Counting","QL-012","ES-008","How many numbers between 4430 and 41334 leave remainder 9 when divided by 47?","785","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

785","47","9","","","4430","41334"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:83","CP-004","Medium","Range Counting","QL-014","ES-008","Find the number of integers between 526 and 2060 that leave remainder 3 when divided by 4.","384","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

384","4","3","","","526","2060"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:84","CP-004","Medium","Range Counting","QL-012","ES-007","How many numbers between 1403 and 4158 leave remainder 30 when divided by 32?","87","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

87","32","30","","","1403","4158"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:85","CP-004","Easy","Range Counting","QL-012","ES-007","How many numbers between 120 and 354 leave remainder 0 when divided by 3?","79","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

79","3","0","","","120","354"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:86","CP-004","Medium","Range Counting","QL-013","ES-007","Count the numbers from 664 to 796 that give remainder 14 on division by 30.","5","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

5","30","14","","","664","796"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:87","CP-004","Medium","Range Counting","QL-012","ES-008","How many numbers between 544 and 1879 leave remainder 15 when divided by 20?","67","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

67","20","15","","","544","1879"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:88","CP-004","Medium","Range Counting","QL-012","ES-008","How many numbers between 582 and 2229 leave remainder 0 when divided by 2?","824","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

824","2","0","","","582","2229"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:89","CP-004","Medium","Range Counting","QL-012","ES-007","How many numbers between 675 and 6606 leave remainder 13 when divided by 27?","220","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

220","27","13","","","675","6606"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:90","CP-004","Medium","Range Counting","QL-013","ES-007","Count the numbers from 1639 to 9967 that give remainder 7 on division by 26.","321","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

321","26","7","","","1639","9967"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:91","CP-004","Medium","Range Counting","QL-014","ES-008","Find the number of integers between 216 and 1907 that leave remainder 10 when divided by 13.","130","The valid numbers form an arithmetic sequence.

Count the terms.

Answer:

130","13","10","","","216","1907"
"NS-REM-002:CP-004:NS-REM-002-HUMAN-REVIEW-500:CP-004:92","CP-004","Medium","Range Counting","QL-012","ES-007","How many numbers between 1344 and 9452 leave remainder 21 when divided by 37?","219","Find the first and last numbers in the range that satisfy the remainder condition.

Count them.

Answer:

219","37","21","","","1344","9452"
