"Question ID","Canonical Problem","Difficulty","Topology","Question Language ID","Explanation Style ID","Question","Answer","Explanation","Divisor","Remainder","Quotient","Dividend","Lower Bound","Upper Bound"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:35","CP-003","Easy","Bounded Search","QL-009","ES-005","A number leaves remainder 9 when divided by 12. Find the greatest such number less than 212.","201","Use the remainder condition and the given bound.

The required number is:

201","12","9","","","","212"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:36","CP-003","Medium","Bounded Search","QL-011","ES-005","Which is the largest number less than 4074 that gives remainder 1 when divided by 15?","4066","Use the remainder condition and the given bound.

The required number is:

4066","15","1","","","","4074"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:37","CP-003","Medium","Bounded Search","QL-010","ES-006","Find the greatest number below 2888 that leaves remainder 6 on division by 37.","2855","Check numbers satisfying the remainder condition near the bound.

Answer:

2855","37","6","","","","2888"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:38","CP-003","Hard","Bounded Search","QL-010","ES-005","Find the greatest number below 35646 that leaves remainder 20 on division by 35.","35615","Use the remainder condition and the given bound.

The required number is:

35615","35","20","","","","35646"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:39","CP-003","Medium","Bounded Search","QL-009","ES-005","A number leaves remainder 1 when divided by 38. Find the greatest such number less than 1403.","1369","Use the remainder condition and the given bound.

The required number is:

1369","38","1","","","","1403"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:40","CP-003","Easy","Bounded Search","QL-009","ES-006","A number leaves remainder 2 when divided by 7. Find the greatest such number less than 54.","51","Check numbers satisfying the remainder condition near the bound.

Answer:

51","7","2","","","","54"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:41","CP-003","Hard","Bounded Search","QL-009","ES-005","A number leaves remainder 67 when divided by 83. Find the greatest such number less than 29438.","29366","Use the remainder condition and the given bound.

The required number is:

29366","83","67","","","","29438"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:42","CP-003","Hard","Bounded Search","QL-011","ES-006","Which is the largest number less than 27655 that gives remainder 15 when divided by 30?","27645","Check numbers satisfying the remainder condition near the bound.

Answer:

27645","30","15","","","","27655"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:43","CP-003","Hard","Bounded Search","QL-009","ES-005","A number leaves remainder 73 when divided by 95. Find the greatest such number less than 38683.","38643","Use the remainder condition and the given bound.

The required number is:

38643","95","73","","","","38683"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:44","CP-003","Medium","Bounded Search","QL-009","ES-005","A number leaves remainder 19 when divided by 34. Find the greatest such number less than 7938.","7907","Use the remainder condition and the given bound.

The required number is:

7907","34","19","","","","7938"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:45","CP-003","Easy","Bounded Search","QL-011","ES-006","Which is the largest number less than 190 that gives remainder 6 when divided by 20?","186","Check numbers satisfying the remainder condition near the bound.

Answer:

186","20","6","","","","190"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:46","CP-003","Hard","Bounded Search","QL-010","ES-006","Find the greatest number below 14888 that leaves remainder 55 on division by 83.","14829","Check numbers satisfying the remainder condition near the bound.

Answer:

14829","83","55","","","","14888"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:47","CP-003","Easy","Bounded Search","QL-010","ES-005","Find the greatest number below 55 that leaves remainder 0 on division by 12.","48","Use the remainder condition and the given bound.

The required number is:

48","12","0","","","","55"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:48","CP-003","Medium","Bounded Search","QL-010","ES-006","Find the greatest number below 540 that leaves remainder 27 on division by 31.","523","Check numbers satisfying the remainder condition near the bound.

Answer:

523","31","27","","","","540"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:49","CP-003","Easy","Bounded Search","QL-011","ES-005","Which is the largest number less than 170 that gives remainder 1 when divided by 9?","163","Use the remainder condition and the given bound.

The required number is:

163","9","1","","","","170"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:50","CP-003","Easy","Bounded Search","QL-009","ES-006","A number leaves remainder 4 when divided by 7. Find the greatest such number less than 193.","186","Check numbers satisfying the remainder condition near the bound.

Answer:

186","7","4","","","","193"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:51","CP-003","Hard","Bounded Search","QL-010","ES-005","Find the greatest number below 43689 that leaves remainder 0 on division by 35.","43680","Use the remainder condition and the given bound.

The required number is:

43680","35","0","","","","43689"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:52","CP-003","Easy","Bounded Search","QL-009","ES-005","A number leaves remainder 2 when divided by 10. Find the greatest such number less than 116.","112","Use the remainder condition and the given bound.

The required number is:

112","10","2","","","","116"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:53","CP-003","Easy","Bounded Search","QL-011","ES-005","Which is the largest number less than 482 that gives remainder 1 when divided by 6?","481","Use the remainder condition and the given bound.

The required number is:

481","6","1","","","","482"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:54","CP-003","Medium","Bounded Search","QL-011","ES-005","Which is the largest number less than 6729 that gives remainder 15 when divided by 21?","6714","Use the remainder condition and the given bound.

The required number is:

6714","21","15","","","","6729"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:55","CP-003","Easy","Bounded Search","QL-009","ES-005","A number leaves remainder 2 when divided by 5. Find the greatest such number less than 436.","432","Use the remainder condition and the given bound.

The required number is:

432","5","2","","","","436"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:56","CP-003","Medium","Bounded Search","QL-009","ES-005","A number leaves remainder 20 when divided by 38. Find the greatest such number less than 6832.","6822","Use the remainder condition and the given bound.

The required number is:

6822","38","20","","","","6832"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:57","CP-003","Easy","Bounded Search","QL-011","ES-006","Which is the largest number less than 274 that gives remainder 1 when divided by 2?","273","Check numbers satisfying the remainder condition near the bound.

Answer:

273","2","1","","","","274"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:58","CP-003","Hard","Bounded Search","QL-010","ES-006","Find the greatest number below 6101 that leaves remainder 28 on division by 76.","6032","Check numbers satisfying the remainder condition near the bound.

Answer:

6032","76","28","","","","6101"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:59","CP-003","Easy","Bounded Search","QL-011","ES-005","Which is the largest number less than 94 that gives remainder 5 when divided by 6?","89","Use the remainder condition and the given bound.

The required number is:

89","6","5","","","","94"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:60","CP-003","Medium","Bounded Search","QL-010","ES-005","Find the greatest number below 2806 that leaves remainder 9 on division by 10.","2799","Use the remainder condition and the given bound.

The required number is:

2799","10","9","","","","2806"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:61","CP-003","Easy","Bounded Search","QL-011","ES-006","Which is the largest number less than 368 that gives remainder 0 when divided by 10?","360","Check numbers satisfying the remainder condition near the bound.

Answer:

360","10","0","","","","368"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:62","CP-003","Medium","Bounded Search","QL-010","ES-005","Find the greatest number below 6691 that leaves remainder 1 on division by 8.","6689","Use the remainder condition and the given bound.

The required number is:

6689","8","1","","","","6691"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:63","CP-003","Hard","Bounded Search","QL-009","ES-006","A number leaves remainder 32 when divided by 38. Find the greatest such number less than 20854.","20818","Check numbers satisfying the remainder condition near the bound.

Answer:

20818","38","32","","","","20854"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:64","CP-003","Medium","Bounded Search","QL-011","ES-006","Which is the largest number less than 2387 that gives remainder 7 when divided by 9?","2383","Check numbers satisfying the remainder condition near the bound.

Answer:

2383","9","7","","","","2387"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:65","CP-003","Medium","Bounded Search","QL-009","ES-006","A number leaves remainder 12 when divided by 35. Find the greatest such number less than 6070.","6067","Check numbers satisfying the remainder condition near the bound.

Answer:

6067","35","12","","","","6070"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:66","CP-003","Easy","Bounded Search","QL-011","ES-006","Which is the largest number less than 342 that gives remainder 15 when divided by 19?","338","Check numbers satisfying the remainder condition near the bound.

Answer:

338","19","15","","","","342"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:67","CP-003","Medium","Bounded Search","QL-011","ES-006","Which is the largest number less than 5950 that gives remainder 38 when divided by 50?","5938","Check numbers satisfying the remainder condition near the bound.

Answer:

5938","50","38","","","","5950"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:68","CP-003","Easy","Bounded Search","QL-009","ES-006","A number leaves remainder 4 when divided by 7. Find the greatest such number less than 236.","235","Check numbers satisfying the remainder condition near the bound.

Answer:

235","7","4","","","","236"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:69","CP-003","Hard","Bounded Search","QL-011","ES-006","Which is the largest number less than 43056 that gives remainder 7 when divided by 23?","43040","Check numbers satisfying the remainder condition near the bound.

Answer:

43040","23","7","","","","43056"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:70","CP-003","Medium","Bounded Search","QL-011","ES-006","Which is the largest number less than 4498 that gives remainder 8 when divided by 18?","4490","Check numbers satisfying the remainder condition near the bound.

Answer:

4490","18","8","","","","4498"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:71","CP-003","Easy","Bounded Search","QL-009","ES-005","A number leaves remainder 11 when divided by 14. Find the greatest such number less than 327.","319","Use the remainder condition and the given bound.

The required number is:

319","14","11","","","","327"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:72","CP-003","Easy","Bounded Search","QL-010","ES-006","Find the greatest number below 240 that leaves remainder 0 on division by 4.","236","Check numbers satisfying the remainder condition near the bound.

Answer:

236","4","0","","","","240"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:73","CP-003","Medium","Bounded Search","QL-010","ES-005","Find the greatest number below 6311 that leaves remainder 17 on division by 19.","6306","Use the remainder condition and the given bound.

The required number is:

6306","19","17","","","","6311"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:74","CP-003","Hard","Bounded Search","QL-009","ES-006","A number leaves remainder 40 when divided by 59. Find the greatest such number less than 15673.","15616","Check numbers satisfying the remainder condition near the bound.

Answer:

15616","59","40","","","","15673"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:75","CP-003","Medium","Bounded Search","QL-011","ES-005","Which is the largest number less than 6637 that gives remainder 5 when divided by 18?","6629","Use the remainder condition and the given bound.

The required number is:

6629","18","5","","","","6637"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:76","CP-003","Easy","Bounded Search","QL-009","ES-005","A number leaves remainder 0 when divided by 16. Find the greatest such number less than 205.","192","Use the remainder condition and the given bound.

The required number is:

192","16","0","","","","205"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:77","CP-003","Medium","Bounded Search","QL-010","ES-006","Find the greatest number below 9417 that leaves remainder 23 on division by 24.","9407","Check numbers satisfying the remainder condition near the bound.

Answer:

9407","24","23","","","","9417"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:78","CP-003","Medium","Bounded Search","QL-011","ES-005","Which is the largest number less than 5277 that gives remainder 2 when divided by 5?","5272","Use the remainder condition and the given bound.

The required number is:

5272","5","2","","","","5277"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:79","CP-003","Medium","Bounded Search","QL-011","ES-006","Which is the largest number less than 6764 that gives remainder 2 when divided by 21?","6743","Check numbers satisfying the remainder condition near the bound.

Answer:

6743","21","2","","","","6764"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:80","CP-003","Easy","Bounded Search","QL-011","ES-006","Which is the largest number less than 124 that gives remainder 1 when divided by 5?","121","Check numbers satisfying the remainder condition near the bound.

Answer:

121","5","1","","","","124"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:81","CP-003","Easy","Bounded Search","QL-009","ES-006","A number leaves remainder 10 when divided by 20. Find the greatest such number less than 221.","210","Check numbers satisfying the remainder condition near the bound.

Answer:

210","20","10","","","","221"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:82","CP-003","Medium","Bounded Search","QL-009","ES-005","A number leaves remainder 12 when divided by 13. Find the greatest such number less than 8435.","8423","Use the remainder condition and the given bound.

The required number is:

8423","13","12","","","","8435"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:83","CP-003","Hard","Bounded Search","QL-009","ES-006","A number leaves remainder 8 when divided by 48. Find the greatest such number less than 8729.","8696","Check numbers satisfying the remainder condition near the bound.

Answer:

8696","48","8","","","","8729"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:84","CP-003","Easy","Bounded Search","QL-009","ES-006","A number leaves remainder 2 when divided by 3. Find the greatest such number less than 89.","86","Check numbers satisfying the remainder condition near the bound.

Answer:

86","3","2","","","","89"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:85","CP-003","Medium","Bounded Search","QL-010","ES-005","Find the greatest number below 1032 that leaves remainder 23 on division by 41.","1007","Use the remainder condition and the given bound.

The required number is:

1007","41","23","","","","1032"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:86","CP-003","Medium","Bounded Search","QL-011","ES-006","Which is the largest number less than 8254 that gives remainder 15 when divided by 29?","8251","Check numbers satisfying the remainder condition near the bound.

Answer:

8251","29","15","","","","8254"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:87","CP-003","Medium","Bounded Search","QL-009","ES-005","A number leaves remainder 16 when divided by 39. Find the greatest such number less than 7171.","7153","Use the remainder condition and the given bound.

The required number is:

7153","39","16","","","","7171"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:88","CP-003","Medium","Bounded Search","QL-011","ES-006","Which is the largest number less than 3480 that gives remainder 9 when divided by 36?","3465","Check numbers satisfying the remainder condition near the bound.

Answer:

3465","36","9","","","","3480"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:89","CP-003","Medium","Bounded Search","QL-010","ES-005","Find the greatest number below 8604 that leaves remainder 0 on division by 11.","8602","Use the remainder condition and the given bound.

The required number is:

8602","11","0","","","","8604"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:90","CP-003","Hard","Bounded Search","QL-011","ES-006","Which is the largest number less than 31072 that gives remainder 8 when divided by 30?","31058","Check numbers satisfying the remainder condition near the bound.

Answer:

31058","30","8","","","","31072"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:91","CP-003","Hard","Bounded Search","QL-010","ES-005","Find the greatest number below 32927 that leaves remainder 2 on division by 7.","32923","Use the remainder condition and the given bound.

The required number is:

32923","7","2","","","","32927"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:92","CP-003","Easy","Bounded Search","QL-011","ES-006","Which is the largest number less than 279 that gives remainder 0 when divided by 6?","276","Check numbers satisfying the remainder condition near the bound.

Answer:

276","6","0","","","","279"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:93","CP-003","Easy","Bounded Search","QL-009","ES-006","A number leaves remainder 10 when divided by 11. Find the greatest such number less than 422.","417","Check numbers satisfying the remainder condition near the bound.

Answer:

417","11","10","","","","422"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:94","CP-003","Medium","Bounded Search","QL-010","ES-006","Find the greatest number below 9245 that leaves remainder 1 on division by 3.","9244","Check numbers satisfying the remainder condition near the bound.

Answer:

9244","3","1","","","","9245"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:95","CP-003","Hard","Bounded Search","QL-010","ES-005","Find the greatest number below 33609 that leaves remainder 29 on division by 62.","33571","Use the remainder condition and the given bound.

The required number is:

33571","62","29","","","","33609"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:96","CP-003","Easy","Bounded Search","QL-011","ES-006","Which is the largest number less than 120 that gives remainder 6 when divided by 20?","106","Check numbers satisfying the remainder condition near the bound.

Answer:

106","20","6","","","","120"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:97","CP-003","Easy","Bounded Search","QL-009","ES-005","A number leaves remainder 4 when divided by 15. Find the greatest such number less than 153.","139","Use the remainder condition and the given bound.

The required number is:

139","15","4","","","","153"
"NS-REM-002:CP-003:NS-REM-002-HUMAN-REVIEW-500:CP-003:98","CP-003","Hard","Bounded Search","QL-010","ES-005","Find the greatest number below 39972 that leaves remainder 18 on division by 82.","39952","Use the remainder condition and the given bound.

The required number is:

39952","82","18","","","","39972"
