"Question ID","Canonical Problem","Difficulty","Topology","Question Language ID","Explanation Style ID","Question","Answer","Explanation","Divisor","Remainder","Quotient","Dividend","Lower Bound","Upper Bound"
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:15","CP-002","Easy","Bounded Search","QL-007","ES-005","Find the least number greater than 177 that leaves remainder 6 on division by 12.","186","Use the remainder condition and the given bound.

The required number is:

186","12","6","","","177",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:16","CP-002","Medium","Bounded Search","QL-008","ES-006","Which is the smallest number above 401 that gives remainder 0 when divided by 19?","418","Check numbers satisfying the remainder condition near the bound.

Answer:

418","19","0","","","401",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:17","CP-002","Easy","Bounded Search","QL-008","ES-006","Which is the smallest number above 103 that gives remainder 2 when divided by 5?","107","Check numbers satisfying the remainder condition near the bound.

Answer:

107","5","2","","","103",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:18","CP-002","Easy","Bounded Search","QL-008","ES-005","Which is the smallest number above 100 that gives remainder 7 when divided by 10?","107","Use the remainder condition and the given bound.

The required number is:

107","10","7","","","100",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:19","CP-002","Hard","Bounded Search","QL-007","ES-005","Find the least number greater than 9054 that leaves remainder 6 on division by 38.","9088","Use the remainder condition and the given bound.

The required number is:

9088","38","6","","","9054",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:20","CP-002","Easy","Bounded Search","QL-008","ES-006","Which is the smallest number above 63 that gives remainder 8 when divided by 10?","68","Check numbers satisfying the remainder condition near the bound.

Answer:

68","10","8","","","63",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:21","CP-002","Hard","Bounded Search","QL-006","ES-006","A number leaves remainder 9 when divided by 10. Find the smallest such number greater than 7325.","7329","Check numbers satisfying the remainder condition near the bound.

Answer:

7329","10","9","","","7325",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:22","CP-002","Hard","Bounded Search","QL-008","ES-005","Which is the smallest number above 1444 that gives remainder 0 when divided by 2?","1446","Use the remainder condition and the given bound.

The required number is:

1446","2","0","","","1444",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:23","CP-002","Hard","Bounded Search","QL-007","ES-005","Find the least number greater than 1171 that leaves remainder 1 on division by 6.","1177","Use the remainder condition and the given bound.

The required number is:

1177","6","1","","","1171",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:24","CP-002","Medium","Bounded Search","QL-007","ES-006","Find the least number greater than 121 that leaves remainder 15 on division by 23.","130","Check numbers satisfying the remainder condition near the bound.

Answer:

130","23","15","","","121",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:25","CP-002","Easy","Bounded Search","QL-006","ES-005","A number leaves remainder 1 when divided by 2. Find the smallest such number greater than 144.","145","Use the remainder condition and the given bound.

The required number is:

145","2","1","","","144",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:26","CP-002","Medium","Bounded Search","QL-008","ES-006","Which is the smallest number above 642 that gives remainder 0 when divided by 6?","648","Check numbers satisfying the remainder condition near the bound.

Answer:

648","6","0","","","642",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:27","CP-002","Hard","Bounded Search","QL-006","ES-006","A number leaves remainder 16 when divided by 17. Find the smallest such number greater than 2503.","2515","Check numbers satisfying the remainder condition near the bound.

Answer:

2515","17","16","","","2503",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:28","CP-002","Medium","Bounded Search","QL-006","ES-005","A number leaves remainder 8 when divided by 14. Find the smallest such number greater than 1998.","2010","Use the remainder condition and the given bound.

The required number is:

2010","14","8","","","1998",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:29","CP-002","Medium","Bounded Search","QL-008","ES-005","Which is the smallest number above 1143 that gives remainder 5 when divided by 16?","1157","Use the remainder condition and the given bound.

The required number is:

1157","16","5","","","1143",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:30","CP-002","Easy","Bounded Search","QL-006","ES-006","A number leaves remainder 14 when divided by 17. Find the smallest such number greater than 116.","133","Check numbers satisfying the remainder condition near the bound.

Answer:

133","17","14","","","116",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:31","CP-002","Medium","Bounded Search","QL-007","ES-005","Find the least number greater than 489 that leaves remainder 0 on division by 3.","492","Use the remainder condition and the given bound.

The required number is:

492","3","0","","","489",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:32","CP-002","Medium","Bounded Search","QL-007","ES-006","Find the least number greater than 396 that leaves remainder 44 on division by 49.","436","Check numbers satisfying the remainder condition near the bound.

Answer:

436","49","44","","","396",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:33","CP-002","Hard","Bounded Search","QL-006","ES-006","A number leaves remainder 16 when divided by 22. Find the smallest such number greater than 8777.","8794","Check numbers satisfying the remainder condition near the bound.

Answer:

8794","22","16","","","8777",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:34","CP-002","Medium","Bounded Search","QL-008","ES-005","Which is the smallest number above 896 that gives remainder 23 when divided by 36?","923","Use the remainder condition and the given bound.

The required number is:

923","36","23","","","896",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:35","CP-002","Easy","Bounded Search","QL-007","ES-005","Find the least number greater than 146 that leaves remainder 0 on division by 4.","148","Use the remainder condition and the given bound.

The required number is:

148","4","0","","","146",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:36","CP-002","Easy","Bounded Search","QL-007","ES-006","Find the least number greater than 80 that leaves remainder 5 on division by 12.","89","Check numbers satisfying the remainder condition near the bound.

Answer:

89","12","5","","","80",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:37","CP-002","Easy","Bounded Search","QL-006","ES-006","A number leaves remainder 6 when divided by 9. Find the smallest such number greater than 33.","42","Check numbers satisfying the remainder condition near the bound.

Answer:

42","9","6","","","33",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:38","CP-002","Hard","Bounded Search","QL-006","ES-006","A number leaves remainder 31 when divided by 54. Find the smallest such number greater than 5179.","5215","Check numbers satisfying the remainder condition near the bound.

Answer:

5215","54","31","","","5179",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:39","CP-002","Easy","Bounded Search","QL-006","ES-005","A number leaves remainder 0 when divided by 12. Find the smallest such number greater than 137.","144","Use the remainder condition and the given bound.

The required number is:

144","12","0","","","137",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:40","CP-002","Medium","Bounded Search","QL-006","ES-006","A number leaves remainder 32 when divided by 37. Find the smallest such number greater than 1195.","1216","Check numbers satisfying the remainder condition near the bound.

Answer:

1216","37","32","","","1195",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:41","CP-002","Easy","Bounded Search","QL-006","ES-006","A number leaves remainder 8 when divided by 11. Find the smallest such number greater than 42.","52","Check numbers satisfying the remainder condition near the bound.

Answer:

52","11","8","","","42",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:42","CP-002","Easy","Bounded Search","QL-006","ES-005","A number leaves remainder 2 when divided by 6. Find the smallest such number greater than 163.","164","Use the remainder condition and the given bound.

The required number is:

164","6","2","","","163",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:43","CP-002","Easy","Bounded Search","QL-008","ES-005","Which is the smallest number above 96 that gives remainder 5 when divided by 10?","105","Use the remainder condition and the given bound.

The required number is:

105","10","5","","","96",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:44","CP-002","Easy","Bounded Search","QL-006","ES-006","A number leaves remainder 0 when divided by 12. Find the smallest such number greater than 14.","24","Check numbers satisfying the remainder condition near the bound.

Answer:

24","12","0","","","14",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:45","CP-002","Easy","Bounded Search","QL-008","ES-005","Which is the smallest number above 77 that gives remainder 1 when divided by 2?","79","Use the remainder condition and the given bound.

The required number is:

79","2","1","","","77",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:46","CP-002","Medium","Bounded Search","QL-008","ES-005","Which is the smallest number above 1317 that gives remainder 4 when divided by 49?","1327","Use the remainder condition and the given bound.

The required number is:

1327","49","4","","","1317",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:47","CP-002","Easy","Bounded Search","QL-007","ES-006","Find the least number greater than 60 that leaves remainder 5 on division by 8.","61","Check numbers satisfying the remainder condition near the bound.

Answer:

61","8","5","","","60",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:48","CP-002","Hard","Bounded Search","QL-007","ES-006","Find the least number greater than 4454 that leaves remainder 24 on division by 81.","4479","Check numbers satisfying the remainder condition near the bound.

Answer:

4479","81","24","","","4454",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:49","CP-002","Easy","Bounded Search","QL-007","ES-006","Find the least number greater than 168 that leaves remainder 5 on division by 10.","175","Check numbers satisfying the remainder condition near the bound.

Answer:

175","10","5","","","168",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:50","CP-002","Medium","Bounded Search","QL-008","ES-005","Which is the smallest number above 308 that gives remainder 31 when divided by 42?","325","Use the remainder condition and the given bound.

The required number is:

325","42","31","","","308",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:51","CP-002","Hard","Bounded Search","QL-006","ES-005","A number leaves remainder 7 when divided by 9. Find the smallest such number greater than 9260.","9268","Use the remainder condition and the given bound.

The required number is:

9268","9","7","","","9260",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:52","CP-002","Medium","Bounded Search","QL-006","ES-005","A number leaves remainder 11 when divided by 44. Find the smallest such number greater than 875.","891","Use the remainder condition and the given bound.

The required number is:

891","44","11","","","875",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:53","CP-002","Easy","Bounded Search","QL-008","ES-005","Which is the smallest number above 116 that gives remainder 2 when divided by 10?","122","Use the remainder condition and the given bound.

The required number is:

122","10","2","","","116",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:54","CP-002","Easy","Bounded Search","QL-006","ES-005","A number leaves remainder 0 when divided by 19. Find the smallest such number greater than 54.","57","Use the remainder condition and the given bound.

The required number is:

57","19","0","","","54",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:55","CP-002","Easy","Bounded Search","QL-008","ES-006","Which is the smallest number above 148 that gives remainder 11 when divided by 19?","163","Check numbers satisfying the remainder condition near the bound.

Answer:

163","19","11","","","148",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:56","CP-002","Easy","Bounded Search","QL-007","ES-006","Find the least number greater than 34 that leaves remainder 7 on division by 20.","47","Check numbers satisfying the remainder condition near the bound.

Answer:

47","20","7","","","34",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:57","CP-002","Medium","Bounded Search","QL-008","ES-005","Which is the smallest number above 130 that gives remainder 4 when divided by 20?","144","Use the remainder condition and the given bound.

The required number is:

144","20","4","","","130",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:58","CP-002","Easy","Bounded Search","QL-008","ES-006","Which is the smallest number above 110 that gives remainder 1 when divided by 8?","113","Check numbers satisfying the remainder condition near the bound.

Answer:

113","8","1","","","110",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:59","CP-002","Medium","Bounded Search","QL-008","ES-005","Which is the smallest number above 383 that gives remainder 2 when divided by 3?","386","Use the remainder condition and the given bound.

The required number is:

386","3","2","","","383",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:60","CP-002","Easy","Bounded Search","QL-006","ES-005","A number leaves remainder 16 when divided by 17. Find the smallest such number greater than 42.","50","Use the remainder condition and the given bound.

The required number is:

50","17","16","","","42",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:61","CP-002","Easy","Bounded Search","QL-008","ES-006","Which is the smallest number above 105 that gives remainder 5 when divided by 19?","119","Check numbers satisfying the remainder condition near the bound.

Answer:

119","19","5","","","105",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:62","CP-002","Easy","Bounded Search","QL-006","ES-005","A number leaves remainder 0 when divided by 10. Find the smallest such number greater than 115.","120","Use the remainder condition and the given bound.

The required number is:

120","10","0","","","115",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:63","CP-002","Easy","Bounded Search","QL-006","ES-005","A number leaves remainder 15 when divided by 19. Find the smallest such number greater than 122.","129","Use the remainder condition and the given bound.

The required number is:

129","19","15","","","122",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:64","CP-002","Medium","Bounded Search","QL-007","ES-005","Find the least number greater than 171 that leaves remainder 4 on division by 46.","188","Use the remainder condition and the given bound.

The required number is:

188","46","4","","","171",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:65","CP-002","Medium","Bounded Search","QL-008","ES-005","Which is the smallest number above 627 that gives remainder 7 when divided by 49?","644","Use the remainder condition and the given bound.

The required number is:

644","49","7","","","627",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:66","CP-002","Easy","Bounded Search","QL-008","ES-006","Which is the smallest number above 85 that gives remainder 3 when divided by 5?","88","Check numbers satisfying the remainder condition near the bound.

Answer:

88","5","3","","","85",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:67","CP-002","Medium","Bounded Search","QL-008","ES-005","Which is the smallest number above 353 that gives remainder 12 when divided by 45?","372","Use the remainder condition and the given bound.

The required number is:

372","45","12","","","353",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:68","CP-002","Hard","Bounded Search","QL-007","ES-006","Find the least number greater than 4773 that leaves remainder 22 on division by 33.","4774","Check numbers satisfying the remainder condition near the bound.

Answer:

4774","33","22","","","4773",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:69","CP-002","Easy","Bounded Search","QL-007","ES-005","Find the least number greater than 97 that leaves remainder 1 on division by 6.","103","Use the remainder condition and the given bound.

The required number is:

103","6","1","","","97",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:70","CP-002","Medium","Bounded Search","QL-006","ES-005","A number leaves remainder 2 when divided by 5. Find the smallest such number greater than 836.","837","Use the remainder condition and the given bound.

The required number is:

837","5","2","","","836",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:71","CP-002","Easy","Bounded Search","QL-007","ES-006","Find the least number greater than 17 that leaves remainder 4 on division by 11.","26","Check numbers satisfying the remainder condition near the bound.

Answer:

26","11","4","","","17",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:72","CP-002","Easy","Bounded Search","QL-006","ES-005","A number leaves remainder 0 when divided by 7. Find the smallest such number greater than 21.","28","Use the remainder condition and the given bound.

The required number is:

28","7","0","","","21",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:73","CP-002","Medium","Bounded Search","QL-006","ES-005","A number leaves remainder 10 when divided by 28. Find the smallest such number greater than 118.","122","Use the remainder condition and the given bound.

The required number is:

122","28","10","","","118",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:74","CP-002","Medium","Bounded Search","QL-008","ES-005","Which is the smallest number above 1292 that gives remainder 15 when divided by 44?","1335","Use the remainder condition and the given bound.

The required number is:

1335","44","15","","","1292",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:75","CP-002","Easy","Bounded Search","QL-007","ES-005","Find the least number greater than 199 that leaves remainder 10 on division by 13.","205","Use the remainder condition and the given bound.

The required number is:

205","13","10","","","199",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:76","CP-002","Medium","Bounded Search","QL-006","ES-005","A number leaves remainder 13 when divided by 22. Find the smallest such number greater than 665.","673","Use the remainder condition and the given bound.

The required number is:

673","22","13","","","665",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:77","CP-002","Medium","Bounded Search","QL-006","ES-006","A number leaves remainder 2 when divided by 13. Find the smallest such number greater than 872.","873","Check numbers satisfying the remainder condition near the bound.

Answer:

873","13","2","","","872",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:78","CP-002","Easy","Bounded Search","QL-007","ES-006","Find the least number greater than 167 that leaves remainder 7 on division by 10.","177","Check numbers satisfying the remainder condition near the bound.

Answer:

177","10","7","","","167",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:79","CP-002","Medium","Bounded Search","QL-007","ES-005","Find the least number greater than 140 that leaves remainder 15 on division by 39.","171","Use the remainder condition and the given bound.

The required number is:

171","39","15","","","140",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:80","CP-002","Medium","Bounded Search","QL-008","ES-005","Which is the smallest number above 831 that gives remainder 12 when divided by 49?","845","Use the remainder condition and the given bound.

The required number is:

845","49","12","","","831",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:81","CP-002","Medium","Bounded Search","QL-008","ES-006","Which is the smallest number above 1204 that gives remainder 1 when divided by 22?","1211","Check numbers satisfying the remainder condition near the bound.

Answer:

1211","22","1","","","1204",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:82","CP-002","Medium","Bounded Search","QL-006","ES-006","A number leaves remainder 12 when divided by 15. Find the smallest such number greater than 1963.","1977","Check numbers satisfying the remainder condition near the bound.

Answer:

1977","15","12","","","1963",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:83","CP-002","Easy","Bounded Search","QL-008","ES-006","Which is the smallest number above 150 that gives remainder 9 when divided by 12?","153","Check numbers satisfying the remainder condition near the bound.

Answer:

153","12","9","","","150",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:84","CP-002","Hard","Bounded Search","QL-006","ES-006","A number leaves remainder 20 when divided by 21. Find the smallest such number greater than 5087.","5102","Check numbers satisfying the remainder condition near the bound.

Answer:

5102","21","20","","","5087",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:85","CP-002","Medium","Bounded Search","QL-006","ES-005","A number leaves remainder 3 when divided by 4. Find the smallest such number greater than 740.","743","Use the remainder condition and the given bound.

The required number is:

743","4","3","","","740",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:86","CP-002","Easy","Bounded Search","QL-008","ES-005","Which is the smallest number above 136 that gives remainder 4 when divided by 6?","142","Use the remainder condition and the given bound.

The required number is:

142","6","4","","","136",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:87","CP-002","Easy","Bounded Search","QL-008","ES-005","Which is the smallest number above 174 that gives remainder 9 when divided by 20?","189","Use the remainder condition and the given bound.

The required number is:

189","20","9","","","174",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:88","CP-002","Hard","Bounded Search","QL-007","ES-006","Find the least number greater than 8645 that leaves remainder 44 on division by 48.","8684","Check numbers satisfying the remainder condition near the bound.

Answer:

8684","48","44","","","8645",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:89","CP-002","Medium","Bounded Search","QL-008","ES-006","Which is the smallest number above 549 that gives remainder 3 when divided by 10?","553","Check numbers satisfying the remainder condition near the bound.

Answer:

553","10","3","","","549",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:90","CP-002","Easy","Bounded Search","QL-006","ES-005","A number leaves remainder 9 when divided by 14. Find the smallest such number greater than 109.","121","Use the remainder condition and the given bound.

The required number is:

121","14","9","","","109",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:91","CP-002","Medium","Bounded Search","QL-007","ES-006","Find the least number greater than 1426 that leaves remainder 26 on division by 36.","1430","Check numbers satisfying the remainder condition near the bound.

Answer:

1430","36","26","","","1426",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:92","CP-002","Medium","Bounded Search","QL-006","ES-006","A number leaves remainder 40 when divided by 41. Find the smallest such number greater than 1129.","1147","Check numbers satisfying the remainder condition near the bound.

Answer:

1147","41","40","","","1129",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:93","CP-002","Medium","Bounded Search","QL-006","ES-006","A number leaves remainder 0 when divided by 12. Find the smallest such number greater than 901.","912","Check numbers satisfying the remainder condition near the bound.

Answer:

912","12","0","","","901",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:94","CP-002","Easy","Bounded Search","QL-008","ES-005","Which is the smallest number above 58 that gives remainder 0 when divided by 3?","60","Use the remainder condition and the given bound.

The required number is:

60","3","0","","","58",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:95","CP-002","Medium","Bounded Search","QL-006","ES-006","A number leaves remainder 28 when divided by 45. Find the smallest such number greater than 1072.","1108","Check numbers satisfying the remainder condition near the bound.

Answer:

1108","45","28","","","1072",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:96","CP-002","Easy","Bounded Search","QL-007","ES-006","Find the least number greater than 192 that leaves remainder 1 on division by 9.","199","Check numbers satisfying the remainder condition near the bound.

Answer:

199","9","1","","","192",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:97","CP-002","Hard","Bounded Search","QL-007","ES-005","Find the least number greater than 7309 that leaves remainder 37 on division by 77.","7352","Use the remainder condition and the given bound.

The required number is:

7352","77","37","","","7309",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:98","CP-002","Easy","Bounded Search","QL-006","ES-005","A number leaves remainder 11 when divided by 14. Find the smallest such number greater than 45.","53","Use the remainder condition and the given bound.

The required number is:

53","14","11","","","45",""
"NS-REM-002:CP-002:NS-REM-002-HUMAN-REVIEW-500:CP-002:99","CP-002","Medium","Bounded Search","QL-008","ES-006","Which is the smallest number above 1266 that gives remainder 2 when divided by 4?","1270","Check numbers satisfying the remainder condition near the bound.

Answer:

1270","4","2","","","1266",""
