language,cpId,qlId,esId,difficulty,taskKind,answerType,question,answer,explanation,validation
"en","PCT-CP-001","PCT-QL-002","PCT-ES-001","Easy","wholeFromPart","ABSOLUTE","20% of the monthly income is kept aside as savings. If these savings are Rs. 6000, find the total monthly income.","$$30000$$","Here, 20% of the monthly income equals Rs. 6000. | \[\Rightarrow 20\%\rightarrowRs. 6000\] | To determine the value of 1%, divide Rs. 6000 by 20. | \[\Rightarrow 1\%=\frac{6000}{20}=300\] | Now multiply the value of 1% by 100 to get the whole. | \[\Rightarrow 100\%=300\times100=30000\] | Therefore the total monthly income is Rs. 30000. | \[\Rightarrow \text{Total monthly income}=30000\]","PASS"
"en","PCT-CP-002","PCT-QL-004","PCT-ES-002","Medium","anotherPercentageFromKnownPercentage","COUNT","If 35% of the students equals 98, how many students correspond to 60%?","$$168$$","Here, 35% of the students equals 98. | \[\Rightarrow 35\%\rightarrow98\] | First find the value corresponding to 1% by dividing 98 by 35. | \[\Rightarrow 1\%=\frac{98}{35}=2.8\] | Now multiply the value of 1% by 60 to get 60%. | \[\Rightarrow 60\%=2.8\times60=168\] | Therefore 60% of the students is 168. | \[\Rightarrow \text{students}=168\]","PASS"
"en","PCT-CP-003","PCT-QL-006","PCT-ES-003","Medium","percentageFromPartAndWhole","PERCENT","A person keeps Rs. 9000 as savings out of a total income of Rs. 30000. Find the percentage of savings.","$$30\%$$","The whole income corresponds to 100%. | \[\Rightarrow 100\%\rightarrowRs. 30000\] | So 1% is obtained by dividing Rs. 30000 by 100. | \[\Rightarrow 1\%=\frac{30000}{100}=300\] | Now compare Rs. 9000 with the value of 1% to get the required percentage. | \[\Rightarrow \text{Required percent}=\frac{9000}{300}=30\%\] | Therefore Rs. 9000 is 30% of the income. | \[\Rightarrow \text{savings}=30\%\]","PASS"
"en","PCT-CP-004","PCT-QL-008","PCT-ES-004","Medium","reversePercentageMapping","PERCENT","If 20% of the books equals 100, what percent of the books is 175?","$$35\%$$","Here, 20% of the books equals 100. | \[\Rightarrow 20\%\rightarrow100\] | To determine the value of 1%, divide 100 by 20. | \[\Rightarrow 1\%=\frac{100}{20}=5\] | Now compare 175 with the value of 1% to find the required percentage. | \[\Rightarrow \text{Required percent}=\frac{175}{5}=35\%\] | Therefore 175 is 35% of the books. | \[\Rightarrow \text{Required percent}=35\%\]","PASS"
"en","PCT-CP-005","PCT-QL-010","PCT-ES-005","Easy","ratioToPercentage","PERCENT","The ratio of two parts is 4:5. Express the second part as a percentage of the whole.","$$55.56\%$$","First add the ratio parts to get the whole number of equal parts. | \[\Rightarrow \text{Total parts}=4+5=9\] | The second part accounts for 5 out of these 9 parts. | \[\Rightarrow \text{Share fraction}=\frac{5}{9}\] | Convert that share into a percentage. | \[\Rightarrow \text{Required percent}=\frac{5}{9}\times100=55.56\%\] | Therefore the second part corresponds to 55.56%. | \[\Rightarrow \text{second part}=55.56\%\]","PASS"
"en","PCT-CP-006","PCT-QL-012","PCT-ES-006","Easy","complementaryPercentage","PERCENT","A person keeps 18% of the income as savings. What percent of the income is spent on expenditure?","$$82\%$$","The full quantity is always 100%. | \[\Rightarrow savings+expenditure=100\%\] | So subtract 18% from 100% to get the remaining percentage. | \[\Rightarrow expenditure=100\%-18\%=82\%\] | Therefore the expenditure percentage is 82%. | \[\Rightarrow \text{expenditure}=82\%\]","PASS"
"en","PCT-CP-007","PCT-QL-014","PCT-ES-007","Medium","differenceBetweenPercentageParts","PERCENT","35% of the monthly budget goes to food expenses and 20% goes to transport expenses. Find the percentage difference.","$$15\%$$","Both parts are already given as percentages of the same whole. | \[\Rightarrow food expenses=35\%,\ transport expenses=20\%\] | So subtract the smaller percentage from the larger percentage. | \[\Rightarrow \text{Difference}=35\%-20\%=15\%\] | Therefore the percentage difference is 15%. | \[\Rightarrow \text{Difference}=15\%\]","PASS"
"en","PCT-CP-008","PCT-QL-016","PCT-ES-008","Medium","percentagePartition","ABSOLUTE","A monthly expenses of Rs. 12000 is divided as 30% rent, 30% food, and 40% transport. Find the amount spent on rent.","$$3600$$","The whole monthly expenses corresponds to 100%. | \[\Rightarrow 100\%\rightarrowRs. 12000\] | So the value corresponding to 1% is obtained by dividing Rs. 12000 by 100. | \[\Rightarrow 1\%=\frac{12000}{100}=120\] | Now multiply the value of 1% by 30 to find the rent. | \[\Rightarrow 30\%=120\times30=3600\] | Therefore the rent count is Rs. 3600. | \[\Rightarrow \text{rent}=3600\]","PASS"
"en","PCT-CP-009","PCT-QL-018","PCT-ES-009","Medium","missingPercentage","PERCENT","In a budget, 20% goes to marketing, 20% to salaries, and 20% to rent. Find the missing percentage for other expenses.","$$40\%$$","The full distribution adds up to 100%. | \[\Rightarrow marketing+salaries+rent+other expenses=100\%\] | First add the known percentages. | \[\Rightarrow 20\%+20\%+20\%=60\%\] | Now subtract that total from 100% to get the missing percentage. | \[\Rightarrow other expenses=100\%-60\%=40\%\] | Therefore the missing percentage is 40%. | \[\Rightarrow \text{other expenses}=40\%\]","PASS"
"en","PCT-CP-010","PCT-QL-020","PCT-ES-010","Hard","multiCategoryPercentageDistribution","ABSOLUTE","Out of monthly expenses worth Rs. 30000, 35% is spent on food, 25% on rent, 10% on transport, and the remaining 30% on education. Find the amount spent on education.","$$9000$$","The whole monthly expenses corresponds to 100%. | \[\Rightarrow 100\%\rightarrowRs. 30000\] | So the value corresponding to 1% is obtained by dividing Rs. 30000 by 100. | \[\Rightarrow 1\%=\frac{30000}{100}=300\] | Now multiply the value of 1% by the percentage for education. | \[\Rightarrow 30\%=300\times30=9000\] | Therefore the value for education is Rs. 9000. | \[\Rightarrow \text{education}=9000\]","PASS"
"en","PCT-CP-001","PCT-QL-001","PCT-ES-001","Easy","wholeFromPart","COUNT","40% of the students are girls. If the number of girls is 480, find the total number of students.","$$1200$$","Here, 40% of the students equals 480. | \[\Rightarrow 40\%\rightarrow480\] | To determine the value of 1%, divide 480 by 40. | \[\Rightarrow 1\%=\frac{480}{40}=12\] | Now multiply the value of 1% by 100 to get the whole. | \[\Rightarrow 100\%=12\times100=1200\] | Therefore the total students is 1200. | \[\Rightarrow \text{Total students}=1200\]","PASS"
"en","PCT-CP-002","PCT-QL-003","PCT-ES-002","Easy","anotherPercentageFromKnownPercentage","ABSOLUTE","If 25% of the income equals Rs. 6250, find 65% of the same income.","$$16250$$","Here, 25% of the income equals Rs. 6250. | \[\Rightarrow 25\%\rightarrowRs. 6250\] | First find the value corresponding to 1% by dividing Rs. 6250 by 25. | \[\Rightarrow 1\%=\frac{6250}{25}=250\] | Now multiply the value of 1% by 65 to get 65%. | \[\Rightarrow 65\%=250\times65=16250\] | Therefore 65% of the income is Rs. 16250. | \[\Rightarrow \text{expenditure}=16250\]","PASS"
"en","PCT-CP-003","PCT-QL-005","PCT-ES-003","Easy","percentageFromPartAndWhole","PERCENT","Out of 360 students, 72 are girls. Find what percent of the students are girls.","$$20\%$$","The whole students corresponds to 100%. | \[\Rightarrow 100\%\rightarrow360\] | So 1% is obtained by dividing 360 by 100. | \[\Rightarrow 1\%=\frac{360}{100}=3.6\] | Now compare 72 with the value of 1% to get the required percentage. | \[\Rightarrow \text{Required percent}=\frac{72}{3.6}=20\%\] | Therefore 72 is 20% of the students. | \[\Rightarrow \text{girls}=20\%\]","PASS"
"en","PCT-CP-004","PCT-QL-007","PCT-ES-004","Medium","reversePercentageMapping","PERCENT","If 40% of the salary is Rs. 2400, then Rs. 1200 is what percent of the same salary?","$$20\%$$","Here, 40% of the salary equals Rs. 2400. | \[\Rightarrow 40\%\rightarrowRs. 2400\] | To determine the value of 1%, divide Rs. 2400 by 40. | \[\Rightarrow 1\%=\frac{2400}{40}=60\] | Now compare Rs. 1200 with the value of 1% to find the required percentage. | \[\Rightarrow \text{Required percent}=\frac{1200}{60}=20\%\] | Therefore Rs. 1200 is 20% of the salary. | \[\Rightarrow \text{Required percent}=20\%\]","PASS"
"en","PCT-CP-005","PCT-QL-009","PCT-ES-005","Easy","ratioToPercentage","PERCENT","A quantity is divided in the ratio 5:1. Find the percentage corresponding to the first part.","$$83.33\%$$","First add the ratio parts to get the whole number of equal parts. | \[\Rightarrow \text{Total parts}=5+1=6\] | The first part accounts for 5 out of these 6 parts. | \[\Rightarrow \text{Share fraction}=\frac{5}{6}\] | Convert that share into a percentage. | \[\Rightarrow \text{Required percent}=\frac{5}{6}\times100=83.33\%\] | Therefore the first part corresponds to 83.33%. | \[\Rightarrow \text{first part}=83.33\%\]","PASS"
"en","PCT-CP-006","PCT-QL-011","PCT-ES-006","Easy","complementaryPercentage","PERCENT","If 40% of the class are girls, find the percentage of boys.","$$60\%$$","The full quantity is always 100%. | \[\Rightarrow girls+boys=100\%\] | So subtract 40% from 100% to get the remaining percentage. | \[\Rightarrow boys=100\%-40\%=60\%\] | Therefore the boys percentage is 60%. | \[\Rightarrow \text{boys}=60\%\]","PASS"
"en","PCT-CP-007","PCT-QL-013","PCT-ES-007","Easy","differenceBetweenPercentageParts","PERCENT","35% of the students are boys and 20% are girls. Find the difference between these percentages.","$$15\%$$","Both parts are already given as percentages of the same whole. | \[\Rightarrow boys=35\%,\ girls=20\%\] | So subtract the smaller percentage from the larger percentage. | \[\Rightarrow \text{Difference}=35\%-20\%=15\%\] | Therefore the percentage difference is 15%. | \[\Rightarrow \text{Difference}=15\%\]","PASS"
"en","PCT-CP-008","PCT-QL-015","PCT-ES-008","Medium","percentagePartition","COUNT","A group of 400 students is divided as 25% girls, 35% boys, and 40% other students. Find the number of girls.","$$100$$","The whole students corresponds to 100%. | \[\Rightarrow 100\%\rightarrow400\] | So the value corresponding to 1% is obtained by dividing 400 by 100. | \[\Rightarrow 1\%=\frac{400}{100}=4\] | Now multiply the value of 1% by 25 to find the girls. | \[\Rightarrow 25\%=4\times25=100\] | Therefore the girls count is 100. | \[\Rightarrow \text{girls}=100\]","PASS"
"en","PCT-CP-009","PCT-QL-017","PCT-ES-009","Easy","missingPercentage","PERCENT","30% is spent on food, 25% on rent, and 10% on transport. Find the remaining percentage for remaining.","$$35\%$$","The full distribution adds up to 100%. | \[\Rightarrow food+rent+transport+remaining=100\%\] | First add the known percentages. | \[\Rightarrow 30\%+25\%+10\%=65\%\] | Now subtract that total from 100% to get the missing percentage. | \[\Rightarrow remaining=100\%-65\%=35\%\] | Therefore the missing percentage is 35%. | \[\Rightarrow \text{remaining}=35\%\]","PASS"
"en","PCT-CP-010","PCT-QL-019","PCT-ES-010","Medium","multiCategoryPercentageDistribution","COUNT","In a population of 5000, 45% are males, 30% are females, and 25% are children. Find the number of children.","$$1250$$","The whole population corresponds to 100%. | \[\Rightarrow 100\%\rightarrow5000\] | So the value corresponding to 1% is obtained by dividing 5000 by 100. | \[\Rightarrow 1\%=\frac{5000}{100}=50\] | Now multiply the value of 1% by the percentage for children. | \[\Rightarrow 25\%=50\times25=1250\] | Therefore the value for children is 1250. | \[\Rightarrow \text{children}=1250\]","PASS"
"en","PCT-CP-001","PCT-QL-002","PCT-ES-001","Easy","wholeFromPart","ABSOLUTE","10% of the monthly income is kept aside as savings. If these savings are Rs. 2000, find the total monthly income.","$$20000$$","Here, 10% of the monthly income equals Rs. 2000. | \[\Rightarrow 10\%\rightarrowRs. 2000\] | To determine the value of 1%, divide Rs. 2000 by 10. | \[\Rightarrow 1\%=\frac{2000}{10}=200\] | Now multiply the value of 1% by 100 to get the whole. | \[\Rightarrow 100\%=200\times100=20000\] | Therefore the total monthly income is Rs. 20000. | \[\Rightarrow \text{Total monthly income}=20000\]","PASS"
"en","PCT-CP-002","PCT-QL-004","PCT-ES-002","Medium","anotherPercentageFromKnownPercentage","COUNT","If 20% of the students equals 80, how many students correspond to 45%?","$$180$$","Here, 20% of the students equals 80. | \[\Rightarrow 20\%\rightarrow80\] | First find the value corresponding to 1% by dividing 80 by 20. | \[\Rightarrow 1\%=\frac{80}{20}=4\] | Now multiply the value of 1% by 45 to get 45%. | \[\Rightarrow 45\%=4\times45=180\] | Therefore 45% of the students is 180. | \[\Rightarrow \text{students}=180\]","PASS"
"en","PCT-CP-003","PCT-QL-006","PCT-ES-003","Medium","percentageFromPartAndWhole","PERCENT","A person keeps Rs. 2000 as savings out of a total income of Rs. 20000. Find the percentage of savings.","$$10\%$$","The whole income corresponds to 100%. | \[\Rightarrow 100\%\rightarrowRs. 20000\] | So 1% is obtained by dividing Rs. 20000 by 100. | \[\Rightarrow 1\%=\frac{20000}{100}=200\] | Now compare Rs. 2000 with the value of 1% to get the required percentage. | \[\Rightarrow \text{Required percent}=\frac{2000}{200}=10\%\] | Therefore Rs. 2000 is 10% of the income. | \[\Rightarrow \text{savings}=10\%\]","PASS"
"en","PCT-CP-004","PCT-QL-008","PCT-ES-004","Medium","reversePercentageMapping","PERCENT","If 30% of the books equals 120, what percent of the books is 200?","$$50\%$$","Here, 30% of the books equals 120. | \[\Rightarrow 30\%\rightarrow120\] | To determine the value of 1%, divide 120 by 30. | \[\Rightarrow 1\%=\frac{120}{30}=4\] | Now compare 200 with the value of 1% to find the required percentage. | \[\Rightarrow \text{Required percent}=\frac{200}{4}=50\%\] | Therefore 200 is 50% of the books. | \[\Rightarrow \text{Required percent}=50\%\]","PASS"
"en","PCT-CP-005","PCT-QL-010","PCT-ES-005","Easy","ratioToPercentage","PERCENT","The ratio of two parts is 1:2. Express the second part as a percentage of the whole.","$$66.67\%$$","First add the ratio parts to get the whole number of equal parts. | \[\Rightarrow \text{Total parts}=1+2=3\] | The second part accounts for 2 out of these 3 parts. | \[\Rightarrow \text{Share fraction}=\frac{2}{3}\] | Convert that share into a percentage. | \[\Rightarrow \text{Required percent}=\frac{2}{3}\times100=66.67\%\] | Therefore the second part corresponds to 66.67%. | \[\Rightarrow \text{second part}=66.67\%\]","PASS"
"en","PCT-CP-006","PCT-QL-012","PCT-ES-006","Easy","complementaryPercentage","PERCENT","A person keeps 20% of the income as savings. What percent of the income is spent on expenditure?","$$80\%$$","The full quantity is always 100%. | \[\Rightarrow savings+expenditure=100\%\] | So subtract 20% from 100% to get the remaining percentage. | \[\Rightarrow expenditure=100\%-20\%=80\%\] | Therefore the expenditure percentage is 80%. | \[\Rightarrow \text{expenditure}=80\%\]","PASS"
"en","PCT-CP-007","PCT-QL-014","PCT-ES-007","Medium","differenceBetweenPercentageParts","PERCENT","45% of the monthly budget goes to food expenses and 10% goes to transport expenses. Find the percentage difference.","$$35\%$$","Both parts are already given as percentages of the same whole. | \[\Rightarrow food expenses=45\%,\ transport expenses=10\%\] | So subtract the smaller percentage from the larger percentage. | \[\Rightarrow \text{Difference}=45\%-10\%=35\%\] | Therefore the percentage difference is 35%. | \[\Rightarrow \text{Difference}=35\%\]","PASS"
"en","PCT-CP-008","PCT-QL-016","PCT-ES-008","Medium","percentagePartition","ABSOLUTE","A monthly expenses of Rs. 30000 is divided as 25% rent, 30% food, and 45% transport. Find the amount spent on rent.","$$7500$$","The whole monthly expenses corresponds to 100%. | \[\Rightarrow 100\%\rightarrowRs. 30000\] | So the value corresponding to 1% is obtained by dividing Rs. 30000 by 100. | \[\Rightarrow 1\%=\frac{30000}{100}=300\] | Now multiply the value of 1% by 25 to find the rent. | \[\Rightarrow 25\%=300\times25=7500\] | Therefore the rent count is Rs. 7500. | \[\Rightarrow \text{rent}=7500\]","PASS"
"en","PCT-CP-009","PCT-QL-018","PCT-ES-009","Medium","missingPercentage","PERCENT","In a budget, 25% goes to marketing, 25% to salaries, and 10% to rent. Find the missing percentage for other expenses.","$$40\%$$","The full distribution adds up to 100%. | \[\Rightarrow marketing+salaries+rent+other expenses=100\%\] | First add the known percentages. | \[\Rightarrow 25\%+25\%+10\%=60\%\] | Now subtract that total from 100% to get the missing percentage. | \[\Rightarrow other expenses=100\%-60\%=40\%\] | Therefore the missing percentage is 40%. | \[\Rightarrow \text{other expenses}=40\%\]","PASS"
"en","PCT-CP-010","PCT-QL-020","PCT-ES-010","Hard","multiCategoryPercentageDistribution","ABSOLUTE","Out of monthly expenses worth Rs. 24000, 25% is spent on food, 30% on rent, 10% on transport, and the remaining 35% on education. Find the amount spent on education.","$$8400$$","The whole monthly expenses corresponds to 100%. | \[\Rightarrow 100\%\rightarrowRs. 24000\] | So the value corresponding to 1% is obtained by dividing Rs. 24000 by 100. | \[\Rightarrow 1\%=\frac{24000}{100}=240\] | Now multiply the value of 1% by the percentage for education. | \[\Rightarrow 35\%=240\times35=8400\] | Therefore the value for education is Rs. 8400. | \[\Rightarrow \text{education}=8400\]","PASS"
"en","PCT-CP-001","PCT-QL-001","PCT-ES-001","Easy","wholeFromPart","COUNT","45% of the students are girls. If the number of girls is 360, find the total number of students.","$$800$$","Here, 45% of the students equals 360. | \[\Rightarrow 45\%\rightarrow360\] | To determine the value of 1%, divide 360 by 45. | \[\Rightarrow 1\%=\frac{360}{45}=8\] | Now multiply the value of 1% by 100 to get the whole. | \[\Rightarrow 100\%=8\times100=800\] | Therefore the total students is 800. | \[\Rightarrow \text{Total students}=800\]","PASS"
"en","PCT-CP-002","PCT-QL-003","PCT-ES-002","Easy","anotherPercentageFromKnownPercentage","ABSOLUTE","If 40% of the income equals Rs. 20000, find 70% of the same income.","$$35000$$","Here, 40% of the income equals Rs. 20000. | \[\Rightarrow 40\%\rightarrowRs. 20000\] | First find the value corresponding to 1% by dividing Rs. 20000 by 40. | \[\Rightarrow 1\%=\frac{20000}{40}=500\] | Now multiply the value of 1% by 70 to get 70%. | \[\Rightarrow 70\%=500\times70=35000\] | Therefore 70% of the income is Rs. 35000. | \[\Rightarrow \text{expenditure}=35000\]","PASS"
"en","PCT-CP-003","PCT-QL-005","PCT-ES-003","Easy","percentageFromPartAndWhole","PERCENT","Out of 240 students, 60 are girls. Find what percent of the students are girls.","$$25\%$$","The whole students corresponds to 100%. | \[\Rightarrow 100\%\rightarrow240\] | So 1% is obtained by dividing 240 by 100. | \[\Rightarrow 1\%=\frac{240}{100}=2.4\] | Now compare 60 with the value of 1% to get the required percentage. | \[\Rightarrow \text{Required percent}=\frac{60}{2.4}=25\%\] | Therefore 60 is 25% of the students. | \[\Rightarrow \text{girls}=25\%\]","PASS"
"en","PCT-CP-004","PCT-QL-007","PCT-ES-004","Medium","reversePercentageMapping","PERCENT","If 25% of the salary is Rs. 1250, then Rs. 1250 is what percent of the same salary?","$$25\%$$","Here, 25% of the salary equals Rs. 1250. | \[\Rightarrow 25\%\rightarrowRs. 1250\] | To determine the value of 1%, divide Rs. 1250 by 25. | \[\Rightarrow 1\%=\frac{1250}{25}=50\] | Now compare Rs. 1250 with the value of 1% to find the required percentage. | \[\Rightarrow \text{Required percent}=\frac{1250}{50}=25\%\] | Therefore Rs. 1250 is 25% of the salary. | \[\Rightarrow \text{Required percent}=25\%\]","PASS"
"en","PCT-CP-005","PCT-QL-009","PCT-ES-005","Easy","ratioToPercentage","PERCENT","A quantity is divided in the ratio 2:3. Find the percentage corresponding to the first part.","$$40\%$$","First add the ratio parts to get the whole number of equal parts. | \[\Rightarrow \text{Total parts}=2+3=5\] | The first part accounts for 2 out of these 5 parts. | \[\Rightarrow \text{Share fraction}=\frac{2}{5}\] | Convert that share into a percentage. | \[\Rightarrow \text{Required percent}=\frac{2}{5}\times100=40\%\] | Therefore the first part corresponds to 40%. | \[\Rightarrow \text{first part}=40\%\]","PASS"
"en","PCT-CP-006","PCT-QL-011","PCT-ES-006","Easy","complementaryPercentage","PERCENT","If 45% of the class are girls, find the percentage of boys.","$$55\%$$","The full quantity is always 100%. | \[\Rightarrow girls+boys=100\%\] | So subtract 45% from 100% to get the remaining percentage. | \[\Rightarrow boys=100\%-45\%=55\%\] | Therefore the boys percentage is 55%. | \[\Rightarrow \text{boys}=55\%\]","PASS"
"en","PCT-CP-007","PCT-QL-013","PCT-ES-007","Easy","differenceBetweenPercentageParts","PERCENT","45% of the students are boys and 30% are girls. Find the difference between these percentages.","$$15\%$$","Both parts are already given as percentages of the same whole. | \[\Rightarrow boys=45\%,\ girls=30\%\] | So subtract the smaller percentage from the larger percentage. | \[\Rightarrow \text{Difference}=45\%-30\%=15\%\] | Therefore the percentage difference is 15%. | \[\Rightarrow \text{Difference}=15\%\]","PASS"
"en","PCT-CP-008","PCT-QL-015","PCT-ES-008","Medium","percentagePartition","COUNT","A group of 1200 students is divided as 40% girls, 35% boys, and 25% other students. Find the number of girls.","$$480$$","The whole students corresponds to 100%. | \[\Rightarrow 100\%\rightarrow1200\] | So the value corresponding to 1% is obtained by dividing 1200 by 100. | \[\Rightarrow 1\%=\frac{1200}{100}=12\] | Now multiply the value of 1% by 40 to find the girls. | \[\Rightarrow 40\%=12\times40=480\] | Therefore the girls count is 480. | \[\Rightarrow \text{girls}=480\]","PASS"
"en","PCT-CP-009","PCT-QL-017","PCT-ES-009","Easy","missingPercentage","PERCENT","35% is spent on food, 15% on rent, and 15% on transport. Find the remaining percentage for remaining.","$$35\%$$","The full distribution adds up to 100%. | \[\Rightarrow food+rent+transport+remaining=100\%\] | First add the known percentages. | \[\Rightarrow 35\%+15\%+15\%=65\%\] | Now subtract that total from 100% to get the missing percentage. | \[\Rightarrow remaining=100\%-65\%=35\%\] | Therefore the missing percentage is 35%. | \[\Rightarrow \text{remaining}=35\%\]","PASS"
"en","PCT-CP-010","PCT-QL-019","PCT-ES-010","Medium","multiCategoryPercentageDistribution","COUNT","In a population of 5000, 40% are males, 35% are females, and 25% are children. Find the number of children.","$$1250$$","The whole population corresponds to 100%. | \[\Rightarrow 100\%\rightarrow5000\] | So the value corresponding to 1% is obtained by dividing 5000 by 100. | \[\Rightarrow 1\%=\frac{5000}{100}=50\] | Now multiply the value of 1% by the percentage for children. | \[\Rightarrow 25\%=50\times25=1250\] | Therefore the value for children is 1250. | \[\Rightarrow \text{children}=1250\]","PASS"
"en","PCT-CP-001","PCT-QL-002","PCT-ES-001","Easy","wholeFromPart","ABSOLUTE","20% of the monthly income is kept aside as savings. If these savings are Rs. 8000, find the total monthly income.","$$40000$$","Here, 20% of the monthly income equals Rs. 8000. | \[\Rightarrow 20\%\rightarrowRs. 8000\] | To determine the value of 1%, divide Rs. 8000 by 20. | \[\Rightarrow 1\%=\frac{8000}{20}=400\] | Now multiply the value of 1% by 100 to get the whole. | \[\Rightarrow 100\%=400\times100=40000\] | Therefore the total monthly income is Rs. 40000. | \[\Rightarrow \text{Total monthly income}=40000\]","PASS"
