language,cpId,qlId,esId,difficulty,taskKind,answerType,question,answer,explanation,validation
"hi","PCT-CP-004","PCT-QL-008","PCT-ES-004","Medium","reversePercentageMapping","PERCENT","If 30% of the books equals 90, what percent of the books is 30?","$$10\%$$","Here, 30% of the books equals 90. | \[\Rightarrow 30\%\rightarrow90\] | To determine the value of 1%, divide 90 by 30. | \[\Rightarrow 1\%=\frac{90}{30}=3\] | Now compare 30 with the value of 1% to find the required percentage. | \[\Rightarrow \text{Required percent}=\frac{30}{3}=10\%\] | Therefore 30 is 10% of the books. | \[\Rightarrow \text{Required percent}=10\%\]","PASS"
"hi","PCT-CP-005","PCT-QL-010","PCT-ES-005","Easy","ratioToPercentage","PERCENT","The ratio of two parts is 3:4. Express the second part as a percentage of the whole.","$$57.14\%$$","First add the ratio parts to get the whole number of equal parts. | \[\Rightarrow \text{Total parts}=3+4=7\] | The second part accounts for 4 out of these 7 parts. | \[\Rightarrow \text{Share fraction}=\frac{4}{7}\] | Convert that share into a percentage. | \[\Rightarrow \text{Required percent}=\frac{4}{7}\times100=57.14\%\] | Therefore the second part corresponds to 57.14%. | \[\Rightarrow \text{second part}=57.14\%\]","PASS"
"hi","PCT-CP-006","PCT-QL-012","PCT-ES-006","Easy","complementaryPercentage","PERCENT","A person keeps 15% of the income as savings. What percent of the income is spent on expenditure?","$$85\%$$","The full quantity is always 100%. | \[\Rightarrow savings+expenditure=100\%\] | So subtract 15% from 100% to get the remaining percentage. | \[\Rightarrow expenditure=100\%-15\%=85\%\] | Therefore the expenditure percentage is 85%. | \[\Rightarrow \text{expenditure}=85\%\]","PASS"
"hi","PCT-CP-007","PCT-QL-014","PCT-ES-007","Medium","differenceBetweenPercentageParts","PERCENT","45% of the monthly budget goes to food expenses and 10% goes to transport expenses. Find the percentage difference.","$$35\%$$","Both parts are already given as percentages of the same whole. | \[\Rightarrow food expenses=45\%,\ transport expenses=10\%\] | So subtract the smaller percentage from the larger percentage. | \[\Rightarrow \text{Difference}=45\%-10\%=35\%\] | Therefore the percentage difference is 35%. | \[\Rightarrow \text{Difference}=35\%\]","PASS"
"hi","PCT-CP-008","PCT-QL-016","PCT-ES-008","Medium","percentagePartition","ABSOLUTE","A monthly expenses of Rs. 24000 is divided as 30% rent, 25% food, and 45% transport. Find the amount spent on rent.","$$7200$$","The whole monthly expenses corresponds to 100%. | \[\Rightarrow 100\%\rightarrowRs. 24000\] | So the value corresponding to 1% is obtained by dividing Rs. 24000 by 100. | \[\Rightarrow 1\%=\frac{24000}{100}=240\] | Now multiply the value of 1% by 30 to find the rent. | \[\Rightarrow 30\%=240\times30=7200\] | Therefore the rent count is Rs. 7200. | \[\Rightarrow \text{rent}=7200\]","PASS"
"hi","PCT-CP-009","PCT-QL-018","PCT-ES-009","Medium","missingPercentage","PERCENT","In a budget, 20% goes to marketing, 20% to salaries, and 20% to rent. Find the missing percentage for other expenses.","$$40\%$$","The full distribution adds up to 100%. | \[\Rightarrow marketing+salaries+rent+other expenses=100\%\] | First add the known percentages. | \[\Rightarrow 20\%+20\%+20\%=60\%\] | Now subtract that total from 100% to get the missing percentage. | \[\Rightarrow other expenses=100\%-60\%=40\%\] | Therefore the missing percentage is 40%. | \[\Rightarrow \text{other expenses}=40\%\]","PASS"
"hi","PCT-CP-010","PCT-QL-020","PCT-ES-010","Hard","multiCategoryPercentageDistribution","ABSOLUTE","Out of monthly expenses worth Rs. 20000, 30% is spent on food, 20% on rent, 10% on transport, and the remaining 40% on education. Find the amount spent on education.","$$8000$$","The whole monthly expenses corresponds to 100%. | \[\Rightarrow 100\%\rightarrowRs. 20000\] | So the value corresponding to 1% is obtained by dividing Rs. 20000 by 100. | \[\Rightarrow 1\%=\frac{20000}{100}=200\] | Now multiply the value of 1% by the percentage for education. | \[\Rightarrow 40\%=200\times40=8000\] | Therefore the value for education is Rs. 8000. | \[\Rightarrow \text{education}=8000\]","PASS"
"hi","PCT-CP-001","PCT-QL-001","PCT-ES-001","Easy","wholeFromPart","COUNT","30% of the students are girls. If the number of girls is 360, find the total number of students.","$$1200$$","Here, 30% of the students equals 360. | \[\Rightarrow 30\%\rightarrow360\] | To determine the value of 1%, divide 360 by 30. | \[\Rightarrow 1\%=\frac{360}{30}=12\] | Now multiply the value of 1% by 100 to get the whole. | \[\Rightarrow 100\%=12\times100=1200\] | Therefore the total students is 1200. | \[\Rightarrow \text{Total students}=1200\]","PASS"
"hi","PCT-CP-002","PCT-QL-003","PCT-ES-002","Easy","anotherPercentageFromKnownPercentage","ABSOLUTE","If 40% of the income equals Rs. 10000, find 50% of the same income.","$$12500$$","Here, 40% of the income equals Rs. 10000. | \[\Rightarrow 40\%\rightarrowRs. 10000\] | First find the value corresponding to 1% by dividing Rs. 10000 by 40. | \[\Rightarrow 1\%=\frac{10000}{40}=250\] | Now multiply the value of 1% by 50 to get 50%. | \[\Rightarrow 50\%=250\times50=12500\] | Therefore 50% of the income is Rs. 12500. | \[\Rightarrow \text{expenditure}=12500\]","PASS"
"hi","PCT-CP-003","PCT-QL-005","PCT-ES-003","Easy","percentageFromPartAndWhole","PERCENT","Out of 720 students, 288 are girls. Find what percent of the students are girls.","$$40\%$$","The whole students corresponds to 100%. | \[\Rightarrow 100\%\rightarrow720\] | So 1% is obtained by dividing 720 by 100. | \[\Rightarrow 1\%=\frac{720}{100}=7.2\] | Now compare 288 with the value of 1% to get the required percentage. | \[\Rightarrow \text{Required percent}=\frac{288}{7.2}=40\%\] | Therefore 288 is 40% of the students. | \[\Rightarrow \text{girls}=40\%\]","PASS"
"hi","PCT-CP-004","PCT-QL-007","PCT-ES-004","Medium","reversePercentageMapping","PERCENT","If 25% of the salary is Rs. 1000, then Rs. 1200 is what percent of the same salary?","$$30\%$$","Here, 25% of the salary equals Rs. 1000. | \[\Rightarrow 25\%\rightarrowRs. 1000\] | To determine the value of 1%, divide Rs. 1000 by 25. | \[\Rightarrow 1\%=\frac{1000}{25}=40\] | Now compare Rs. 1200 with the value of 1% to find the required percentage. | \[\Rightarrow \text{Required percent}=\frac{1200}{40}=30\%\] | Therefore Rs. 1200 is 30% of the salary. | \[\Rightarrow \text{Required percent}=30\%\]","PASS"
"hi","PCT-CP-005","PCT-QL-009","PCT-ES-005","Easy","ratioToPercentage","PERCENT","A quantity is divided in the ratio 4:5. Find the percentage corresponding to the first part.","$$44.44\%$$","First add the ratio parts to get the whole number of equal parts. | \[\Rightarrow \text{Total parts}=4+5=9\] | The first part accounts for 4 out of these 9 parts. | \[\Rightarrow \text{Share fraction}=\frac{4}{9}\] | Convert that share into a percentage. | \[\Rightarrow \text{Required percent}=\frac{4}{9}\times100=44.44\%\] | Therefore the first part corresponds to 44.44%. | \[\Rightarrow \text{first part}=44.44\%\]","PASS"
"hi","PCT-CP-006","PCT-QL-011","PCT-ES-006","Easy","complementaryPercentage","PERCENT","If 30% of the class are girls, find the percentage of boys.","$$70\%$$","The full quantity is always 100%. | \[\Rightarrow girls+boys=100\%\] | So subtract 30% from 100% to get the remaining percentage. | \[\Rightarrow boys=100\%-30\%=70\%\] | Therefore the boys percentage is 70%. | \[\Rightarrow \text{boys}=70\%\]","PASS"
"hi","PCT-CP-007","PCT-QL-013","PCT-ES-007","Easy","differenceBetweenPercentageParts","PERCENT","45% of the students are boys and 30% are girls. Find the difference between these percentages.","$$15\%$$","Both parts are already given as percentages of the same whole. | \[\Rightarrow boys=45\%,\ girls=30\%\] | So subtract the smaller percentage from the larger percentage. | \[\Rightarrow \text{Difference}=45\%-30\%=15\%\] | Therefore the percentage difference is 15%. | \[\Rightarrow \text{Difference}=15\%\]","PASS"
"hi","PCT-CP-008","PCT-QL-015","PCT-ES-008","Medium","percentagePartition","COUNT","A group of 1000 students is divided as 25% girls, 30% boys, and 45% other students. Find the number of girls.","$$250$$","The whole students corresponds to 100%. | \[\Rightarrow 100\%\rightarrow1000\] | So the value corresponding to 1% is obtained by dividing 1000 by 100. | \[\Rightarrow 1\%=\frac{1000}{100}=10\] | Now multiply the value of 1% by 25 to find the girls. | \[\Rightarrow 25\%=10\times25=250\] | Therefore the girls count is 250. | \[\Rightarrow \text{girls}=250\]","PASS"
"hi","PCT-CP-009","PCT-QL-017","PCT-ES-009","Easy","missingPercentage","PERCENT","30% is spent on food, 25% on rent, and 10% on transport. Find the remaining percentage for remaining.","$$35\%$$","The full distribution adds up to 100%. | \[\Rightarrow food+rent+transport+remaining=100\%\] | First add the known percentages. | \[\Rightarrow 30\%+25\%+10\%=65\%\] | Now subtract that total from 100% to get the missing percentage. | \[\Rightarrow remaining=100\%-65\%=35\%\] | Therefore the missing percentage is 35%. | \[\Rightarrow \text{remaining}=35\%\]","PASS"
"hi","PCT-CP-010","PCT-QL-019","PCT-ES-010","Medium","multiCategoryPercentageDistribution","COUNT","In a population of 4000, 45% are males, 35% are females, and 20% are children. Find the number of children.","$$800$$","The whole population corresponds to 100%. | \[\Rightarrow 100\%\rightarrow4000\] | So the value corresponding to 1% is obtained by dividing 4000 by 100. | \[\Rightarrow 1\%=\frac{4000}{100}=40\] | Now multiply the value of 1% by the percentage for children. | \[\Rightarrow 20\%=40\times20=800\] | Therefore the value for children is 800. | \[\Rightarrow \text{children}=800\]","PASS"
"hi","PCT-CP-001","PCT-QL-002","PCT-ES-001","Easy","wholeFromPart","ABSOLUTE","20% of the monthly income is kept aside as savings. If these savings are Rs. 4000, find the total monthly income.","$$20000$$","Here, 20% of the monthly income equals Rs. 4000. | \[\Rightarrow 20\%\rightarrowRs. 4000\] | To determine the value of 1%, divide Rs. 4000 by 20. | \[\Rightarrow 1\%=\frac{4000}{20}=200\] | Now multiply the value of 1% by 100 to get the whole. | \[\Rightarrow 100\%=200\times100=20000\] | Therefore the total monthly income is Rs. 20000. | \[\Rightarrow \text{Total monthly income}=20000\]","PASS"
