packageId,qlId,taskKind,stemVerdict,explanationVerdict,mathVerdict,optionVerdict,assistantStatus,humanStatus,notes
RAP-002,RAP-QL-605,combinedInverseChain,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-606,combinedInverseChain,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-607,sdtTimeRatioFromSpeedDistance,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-609,inverseChainWork,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-610,inverseChainWork,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-611,inverseChainWork,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-612,inverseChainWork,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-613,inverseChainWork,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-614,inverseChainWork,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-615,combinedInverseChain,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-616,combinedInverseChain,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-617,inverseChainSpeed,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-618,inverseChainSpeed,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-619,combinedInverseChain,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-620,inverseChainWork,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-621,inverseChainWork,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-622,combinedInverseChain,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-623,combinedInverseChain,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-624,inverseChainWork,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-625,inverseChainWork,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-626,combinedInverseChain,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-627,inverseChainSpeed,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-628,combinedInverseChain,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-629,inverseChainWork,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-630,combinedInverseChain,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-701,chainOrdering,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-702,chainOrdering,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-703,chainInequality,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-704,chainInequality,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-705,chainEquivalence,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-706,chainEquivalence,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-707,chainOrdering,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-709,chainInequality,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-711,chainEquivalence,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-002,RAP-QL-718,chainEquivalence,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
