packageId,examProfile,cpId,qlId,seed,difficulty,solveMode,stem,optionA,optionB,optionC,optionD,optionE,correctOption,answer,explanation,explanationWordCount,validationValid,mathematicalStatus,editorialStatus,reviewer,notes
PRB-002,BANKING_MAINS,PRB-CP-007,PRB-QL-602,PRB-002:exam-review-v3:PRB-CP-007:0:PRB-QL-602:0,Easy,findConditionalCardProbability,A card is drawn from a standard deck and is known to be a face card. What is the probability that it is a king?,1/4,0,5/52,1/3,2/3,D,1/3,"Knowing that the card is a face card reduces the sample space to the 12 jacks, queens and kings. Exactly 4 of these 12 face cards are kings. Therefore, the required probability is 4/12 = 1/3.",36,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-007,PRB-QL-603,PRB-002:exam-review-v3:PRB-CP-007:1:PRB-QL-603:0,Easy,findConditionalNumberProbability,An integer selected from 1 to 40 is known to be divisible by 2. What is the probability that it is also divisible by 4?,1/2,1/3,1/4,1,0,A,1/2,"The restricted numbers are 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40. Among them, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40 are divisible by 4. So the probability is 10/20 = 1/2.",47,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-007,PRB-QL-609,PRB-002:exam-review-v3:PRB-CP-007:2:PRB-QL-609:0,Easy,findConditionalNumberProbability,An integer selected from 1 to 24 is known to be divisible by 2. What is the probability that it is also divisible by 4?,1,1/4,1/3,1/2,0,D,1/2,"The restricted numbers are 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24. Among them, 4, 8, 12, 16, 20, 24 are divisible by 4. So the probability is 6/12 = 1/2.",35,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-007,PRB-QL-615,PRB-002:exam-review-v3:PRB-CP-007:3:PRB-QL-615:0,Easy,findConditionalNumberProbability,An integer selected from 1 to 36 is known to be divisible by 2. What is the probability that it is also divisible by 4?,0,1/4,1,1/2,1/3,D,1/2,"The restricted numbers are 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36. Among them, 4, 8, 12, 16, 20, 24, 28, 32, 36 are divisible by 4. So the probability is 9/18 = 1/2.",44,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-007,PRB-QL-621,PRB-002:exam-review-v3:PRB-CP-007:4:PRB-QL-621:1,Easy,findConditionalNumberProbability,An integer selected from 1 to 20 is known to be divisible by 2. What is the probability that it is also divisible by 4?,1/3,1,1/2,1/4,0,C,1/2,"The restricted numbers are 2, 4, 6, 8, 10, 12, 14, 16, 18, 20. Among them, 4, 8, 12, 16, 20 are divisible by 4. So the probability is 5/10 = 1/2.",32,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-007,PRB-QL-601,PRB-002:exam-review-v3:PRB-CP-007:5:PRB-QL-601:0,Medium,findConditionalProbabilityByCounting,"Of the 8 candidates who cleared Quantitative Aptitude, 3 also cleared Reasoning. One of these 8 candidates is selected at random. What is the probability that the selected candidate also cleared Reasoning?",1/4,1/2,1/3,5/8,3/8,E,3/8,"The given condition restricts the sample space to the 8 people who satisfy the first condition. 3 of these 8 people also satisfy the second condition. Therefore, the required probability is 3/8.",32,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-007,PRB-QL-604,PRB-002:exam-review-v3:PRB-CP-007:6:PRB-QL-604:0,Medium,findConditionalUrnProbability,"A bag contains 7 red and 8 blue balls. Two balls are drawn without replacement. Given that the first ball is red, what is the probability that the second ball is also red?",3/8,3/7,2/7,4/7,1/2,B,3/7,"The condition tells us that the first selected item was red and was not replaced. Therefore, 6 red items remain among 14 items for the second selection. Therefore, the required probability is 6/14 = 3/7.",35,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-007,PRB-QL-605,PRB-002:exam-review-v3:PRB-CP-007:7:PRB-QL-605:0,Medium,findReverseConditionalCount,"Among 24 shortlisted candidates, the probability that a randomly selected candidate is certified is 1/8. How many candidates are certified?",2,3,1,5,4,B,3,"Because the selection is made only from the restricted group, let the required number be x. Then x/24 = 1/8. Hence, x = 24 × 1/8 = 3. Therefore, 3 people satisfy the required condition.",35,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-007,PRB-QL-606,PRB-002:exam-review-v3:PRB-CP-007:8:PRB-QL-606:0,Medium,findConditionalFromTwoWayTable,"Of the 17 students who cleared Mathematics, 7 also cleared English. One of these 17 students is selected at random. What is the probability that the selected student also cleared English?",7/18,10/17,8/17,6/17,7/17,E,7/17,"The given condition restricts the sample space to the 17 people who satisfy the first condition. 7 of these 17 people also satisfy the second condition. Therefore, the required probability is 7/17.",32,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-007,PRB-QL-607,PRB-002:exam-review-v3:PRB-CP-007:9:PRB-QL-607:0,Medium,findConditionalProbabilityByCounting,"Of the 14 candidates who cleared Quantitative Aptitude, 7 also cleared Reasoning. One of these 14 candidates is selected at random. What is the probability that the selected candidate also cleared Reasoning?",1,1/2,1/3,0,4/7,B,1/2,"The given condition restricts the sample space to the 14 people who satisfy the first condition. 7 of these 14 people also satisfy the second condition. Therefore, the required probability is 7/14 = 1/2.",34,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-007,PRB-QL-610,PRB-002:exam-review-v3:PRB-CP-007:10:PRB-QL-610:0,Medium,findConditionalUrnProbability,"A bag contains 7 red and 4 blue balls. Two balls are drawn without replacement. Given that the first ball is red, what is the probability that the second ball is also red?",3/4,3/5,4/5,1/2,2/5,B,3/5,"The condition tells us that the first selected item was red and was not replaced. Therefore, 6 red items remain among 10 items for the second selection. Therefore, the required probability is 6/10 = 3/5.",35,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-007,PRB-QL-611,PRB-002:exam-review-v3:PRB-CP-007:11:PRB-QL-611:0,Medium,findReverseConditionalCount,"Among 29 shortlisted candidates, the probability that a randomly selected candidate is certified is 16/29. How many candidates are certified?",16,17,15,14,18,A,16,"Because the selection is made only from the restricted group, let the required number be x. Then x/29 = 16/29. Hence, x = 29 × 16/29 = 16. Therefore, 16 people satisfy the required condition.",35,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-007,PRB-QL-612,PRB-002:exam-review-v3:PRB-CP-007:12:PRB-QL-612:0,Medium,findConditionalFromTwoWayTable,"Of the 15 students who cleared Mathematics, 13 also cleared English. One of these 15 students is selected at random. What is the probability that the selected student also cleared English?",4/5,13/16,2/15,14/15,13/15,E,13/15,"The given condition restricts the sample space to the 15 people who satisfy the first condition. 13 of these 15 people also satisfy the second condition. Therefore, the required probability is 13/15.",32,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-007,PRB-QL-613,PRB-002:exam-review-v3:PRB-CP-007:13:PRB-QL-613:0,Medium,findConditionalProbabilityByCounting,"Of the 15 candidates who cleared Quantitative Aptitude, 10 also cleared Reasoning. One of these 15 candidates is selected at random. What is the probability that the selected candidate also cleared Reasoning?",1/2,2/3,1,11/15,1/3,B,2/3,"The given condition restricts the sample space to the 15 people who satisfy the first condition. 10 of these 15 people also satisfy the second condition. Therefore, the required probability is 10/15 = 2/3.",34,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-007,PRB-QL-616,PRB-002:exam-review-v3:PRB-CP-007:14:PRB-QL-616:0,Medium,findConditionalUrnProbability,"A bag contains 9 red and 4 blue balls. Two balls are drawn without replacement. Given that the first ball is red, what is the probability that the second ball is also red?",2/3,3/4,1/3,1,1/2,A,2/3,"The condition tells us that the first selected item was red and was not replaced. Therefore, 8 red items remain among 12 items for the second selection. Therefore, the required probability is 8/12 = 2/3.",35,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-008,PRB-QL-703,PRB-002:exam-review-v3:PRB-CP-008:0:PRB-QL-703:0,Easy,findRandomArrangementPropertyProbability,5 candidates stand in a queue in a random order. What is the probability that a specified candidate occupies the first position?,1/5,0,2/5,1/6,4/5,A,1/5,"Each of the 5 candidates can occupy the first position in the queue. Only one of these 5 possibilities places the specified candidate first. Therefore, the required probability is 1/5.",30,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-008,PRB-QL-711,PRB-002:exam-review-v3:PRB-CP-008:1:PRB-QL-711:0,Easy,findRandomArrangementPropertyProbability,7 candidates stand in a queue in a random order. What is the probability that a specified candidate occupies the first position?,0,1/8,2/7,6/7,1/7,E,1/7,"Each of the 7 candidates can occupy the first position in the queue. Only one of these 7 possibilities places the specified candidate first. Therefore, the required probability is 1/7.",30,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-008,PRB-QL-719,PRB-002:exam-review-v3:PRB-CP-008:2:PRB-QL-719:3,Easy,findRandomArrangementPropertyProbability,6 candidates stand in a queue in a random order. What is the probability that a specified candidate occupies the first position?,0,1/6,1/3,1/7,5/6,B,1/6,"Each of the 6 candidates can occupy the first position in the queue. Only one of these 6 possibilities places the specified candidate first. Therefore, the required probability is 1/6.",30,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-008,PRB-QL-701,PRB-002:exam-review-v3:PRB-CP-008:3:PRB-QL-701:0,Medium,findSelectionProbabilityUsingCombination,A jar contains 0 red and 0 blue marbles. 1 marbles are selected together without replacement. What is the probability that exactly one selected marble is red?,40/143,20/429,103/143,41/143,3/11,A,40/143,"The total number of committees is C(13,3) = 286. For the required composition, choose 1 from 8 women and 2 from 5 men: C(8,1) × C(5,2) = 80. Therefore, the required probability is 80/286 = 40/143.",36,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-008,PRB-QL-704,PRB-002:exam-review-v3:PRB-CP-008:4:PRB-QL-704:0,Medium,findTogetherOrApartProbability,5 candidates stand in a queue in a random order. What is the probability that two specified candidates are not adjacent?,3/4,3/5,4/5,1/2,2/5,B,3/5,"There are 5! = 120 unrestricted arrangements. If the two specified candidates are treated as one block, adjacent arrangements = 2 × 4! = 48. Non-adjacent arrangements = 120 - 48 = 72, so the probability is 3/5.",38,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-008,PRB-QL-709,PRB-002:exam-review-v3:PRB-CP-008:5:PRB-QL-709:0,Medium,findSelectionProbabilityUsingCombination,A jar contains 0 red and 0 blue marbles. 1 marbles are selected together without replacement. What is the probability that exactly one selected marble is red?,13/28,1/2,9/112,27/56,29/56,D,27/56,"The total number of committees is C(16,3) = 560. For the required composition, choose 1 from 6 women and 2 from 10 men: C(6,1) × C(10,2) = 270. Therefore, the required probability is 270/560 = 27/56.",36,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-008,PRB-QL-712,PRB-002:exam-review-v3:PRB-CP-008:6:PRB-QL-712:0,Medium,findTogetherOrApartProbability,7 candidates stand in a queue in a random order. What is the probability that two specified candidates are not adjacent?,5/8,5/7,4/7,2/7,6/7,B,5/7,"There are 7! = 5040 unrestricted arrangements. If the two specified candidates are treated as one block, adjacent arrangements = 2 × 6! = 1440. Non-adjacent arrangements = 5040 - 1440 = 3600, so the probability is 5/7.",38,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-008,PRB-QL-717,PRB-002:exam-review-v3:PRB-CP-008:7:PRB-QL-717:0,Medium,findSelectionProbabilityUsingCombination,A jar contains 0 red and 0 blue marbles. 1 marbles are selected together without replacement. What is the probability that exactly one selected marble is red?,15/182,45/92,46/91,45/91,44/91,D,45/91,"The total number of committees is C(15,3) = 455. For the required composition, choose 1 from 5 women and 2 from 10 men: C(5,1) × C(10,2) = 225. Therefore, the required probability is 225/455 = 45/91.",36,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-008,PRB-QL-702,PRB-002:exam-review-v3:PRB-CP-008:8:PRB-QL-702:0,Hard,findCommitteeCompositionProbability,A 4-member committee is chosen at random from 8 men and 6 women. What is the probability that it contains exactly 1 woman?,48/143,95/143,2/143,47/143,49/143,A,48/143,"The total number of committees is C(14,4) = 1001. For the required composition, choose 1 from 6 women and 3 from 8 men: C(6,1) × C(8,3) = 336. Therefore, the required probability is 336/1001 = 48/143.",36,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-008,PRB-QL-705,PRB-002:exam-review-v3:PRB-CP-008:9:PRB-QL-705:0,Hard,findPositionRestrictionProbability,4 distinct posts are assigned at random among 8 men and 6 women. What is the probability that the first post is assigned to a woman?,4/7,3/7,3/8,2/7,1/2,B,3/7,"Any of the 14 people can receive the first post. 6 of these 14 people are women, and the remaining posts do not affect who receives the first post. Therefore, the required probability is 6/14 = 3/7.",37,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-008,PRB-QL-706,PRB-002:exam-review-v3:PRB-CP-008:10:PRB-QL-706:0,Hard,findNumberFormationProbability,A 4-digit number is formed without repetition using the digits 1 to 8. What is the probability that the number is even?,1/2,841/1680,1,1/3,0,A,1/2,"Without repetition, the total number of 4-digit numbers is 8P4 = 1680. An even number must end in one of the 4 available even digits. After fixing the last digit, the remaining places can be filled in 210 ways. Thus, favourable numbers = 4 × 210 = 840, and the probability is 1/2.",53,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-008,PRB-QL-707,PRB-002:exam-review-v3:PRB-CP-008:11:PRB-QL-707:0,Hard,findRestrictedSelectionProbability,A 4-member committee is chosen at random from 6 men and 7 women. What is the probability that the committee includes at least one woman?,3/143,141/143,35/858,139/143,140/143,E,140/143,"There are C(13,4) = 715 possible committees. Use the complement: committees with no woman = C(6,4) = 15. Hence, favourable committees = 715 - 15 = 700, giving probability 140/143.",30,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-008,PRB-QL-708,PRB-002:exam-review-v3:PRB-CP-008:12:PRB-QL-708:0,Hard,findReverseCountFromProbability,A 4-member committee is chosen from 5 men and 9 women. The probability that it contains exactly 1 woman is 90/1001. How many such committees can be formed?,91,92,89,88,90,E,90,"Choose 1 woman from 9 and 3 men from 5. Required committees = C(9,1) × C(5,3) = 90. Therefore, the required count is 90.",24,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-008,PRB-QL-720,PRB-002:exam-review-v3:PRB-CP-008:13:PRB-QL-720:0,Medium,findTogetherOrApartProbability,6 candidates stand in a queue in a random order. What is the probability that two specified candidates are adjacent?,2/3,0,1/4,1/2,1/3,E,1/3,"There are 6! = 720 unrestricted arrangements. Treat the two specified candidates as one block; the block can be internally ordered in 2 ways. Thus, adjacent arrangements = 2 × 5! = 240. Therefore, the required probability is 240/720 = 1/3.",41,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-008,PRB-QL-725,PRB-002:exam-review-v3:PRB-CP-008:14:PRB-QL-725:1,Medium,findSelectionProbabilityUsingCombination,A jar contains 0 red and 0 blue marbles. 1 marbles are selected together without replacement. What is the probability that exactly one selected marble is red?,216/455,43/91,239/455,31/65,36/455,A,216/455,"The total number of committees is C(15,3) = 455. For the required composition, choose 1 from 6 women and 2 from 9 men: C(6,1) × C(9,2) = 216. Therefore, the required probability is 216/455.",34,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-009,PRB-QL-805,PRB-002:exam-review-v3:PRB-CP-009:0:PRB-QL-805:0,Easy,findMutuallyExclusiveUnion,"A candidate can receive either Scholarship A or Scholarship B, but not both. If P(A) = 3/10 and P(B) = 1/10, what is the probability that the candidate receives a scholarship?",1/5,3/5,2/5,1/2,1/3,C,2/5,"The two events are mutually exclusive, so they cannot happen together and there is no overlap to subtract. P(A or B) = P(A) + P(B) = 3/10 + 1/10. Therefore, the required probability is 2/5.",35,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-009,PRB-QL-806,PRB-002:exam-review-v3:PRB-CP-009:1:PRB-QL-806:0,Easy,findIndependentIntersection,"The probabilities that a candidate clears Section A and Section B are 3/7 and 3/4, respectively. The results are independent. What is the probability that the candidate clears both sections?",9/29,9/28,5/14,2/7,19/28,B,9/28,"The two results are independent, so the outcome of one does not change the probability of the other. P(both) = P(A) × P(B) = 3/7 × 3/4. Therefore, the required probability is 9/28.",33,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-009,PRB-QL-813,PRB-002:exam-review-v3:PRB-CP-009:2:PRB-QL-813:0,Easy,findMutuallyExclusiveUnion,"A candidate can receive either Scholarship A or Scholarship B, but not both. If P(A) = 1/10 and P(B) = 1/10, what is the probability that the candidate receives a scholarship?",1/5,0,2/5,1/6,4/5,A,1/5,"The two events are mutually exclusive, so they cannot happen together and there is no overlap to subtract. P(A or B) = P(A) + P(B) = 1/10 + 1/10. Therefore, the required probability is 1/5.",35,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-009,PRB-QL-814,PRB-002:exam-review-v3:PRB-CP-009:3:PRB-QL-814:0,Easy,findIndependentIntersection,"The probabilities that a candidate clears Section A and Section B are 6/7 and 4/5, respectively. The results are independent. What is the probability that the candidate clears both sections?",5/7,23/35,2/3,24/35,11/35,D,24/35,"The two results are independent, so the outcome of one does not change the probability of the other. P(both) = P(A) × P(B) = 6/7 × 4/5. Therefore, the required probability is 24/35.",33,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-009,PRB-QL-821,PRB-002:exam-review-v3:PRB-CP-009:4:PRB-QL-821:0,Easy,findMutuallyExclusiveUnion,"A candidate can receive either Scholarship A or Scholarship B, but not both. If P(A) = 1/5 and P(B) = 1/5, what is the probability that the candidate receives a scholarship?",1/2,1/5,3/5,2/5,1/3,D,2/5,"The two events are mutually exclusive, so they cannot happen together and there is no overlap to subtract. P(A or B) = P(A) + P(B) = 1/5 + 1/5. Therefore, the required probability is 2/5.",35,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
