"packageId","cpId","qlId","taskKind","primaryQuestionId","primarySeed","primaryFingerprint","primaryStem","variantQuestionId","variantSeed","variantFingerprint","variantStem","sameStem"
"RAP-003","RAP-CP-013","RAP-QL-812","workContributionShare","RAP-CP-013:RAP-QL-812:rap-003:human-review:RAP-QL-812:0:RAP-CP-013:0","rap-003:human-review:RAP-QL-812:0:RAP-CP-013:0","fnv1a-bbeca442","Worker A and Worker B have efficiencies in the ratio 4:5. They work for 6 days and 4 days respectively. Find their work contribution ratio.","RAP-CP-013:RAP-QL-812:rap-003:same-ql-diversity:RAP-QL-812:7:RAP-CP-013:0","rap-003:same-ql-diversity:RAP-QL-812:7:RAP-CP-013:0","fnv1a-029383ae","Worker A and Worker B have efficiencies in the ratio 11:12. They work for 13 days and 11 days respectively. Find their work contribution ratio.","false"
"RAP-003","RAP-CP-013","RAP-QL-813","partnershipNewPartnerCapital","RAP-CP-013:RAP-QL-813:rap-003:human-review:RAP-QL-813:0:RAP-CP-013:0","rap-003:human-review:RAP-QL-813:0:RAP-CP-013:0","fnv1a-e0c9a82d","Aman invests Rs. 60000 for 12 months. Bhavna joins for 8 months. If their profit ratio must be 3:2, how much should Bhavna invest?","RAP-CP-013:RAP-QL-813:rap-003:same-ql-diversity:RAP-QL-813:7:RAP-CP-013:0","rap-003:same-ql-diversity:RAP-QL-813:7:RAP-CP-013:0","fnv1a-ef0daf5f","Aman invests Rs. 480000 for 12 months. Bhavna joins for 8 months. If their profit ratio must be 3:2, how much should Bhavna invest?","false"
"RAP-003","RAP-CP-013","RAP-QL-814","partnershipTimeFromProfitRatio","RAP-CP-013:RAP-QL-814:rap-003:human-review:RAP-QL-814:0:RAP-CP-013:0","rap-003:human-review:RAP-QL-814:0:RAP-CP-013:0","fnv1a-47fc9b77","Aman invests Rs. 40000 for 12 months and Bhavna invests Rs. 60000. If their profit ratio is 4:3, for how many months did Bhavna invest?","RAP-CP-013:RAP-QL-814:rap-003:same-ql-diversity:RAP-QL-814:7:RAP-CP-013:0","rap-003:same-ql-diversity:RAP-QL-814:7:RAP-CP-013:0","fnv1a-373270a8","Aman invests Rs. 320000 for 12 months and Bhavna invests Rs. 480000. If their profit ratio is 4:3, for how many months did Bhavna invest?","false"
"RAP-003","RAP-CP-013","RAP-QL-815","partnershipTargetPartnerShareFromRatio","RAP-CP-013:RAP-QL-815:rap-003:human-review:RAP-QL-815:0:RAP-CP-013:0","rap-003:human-review:RAP-QL-815:0:RAP-CP-013:0","fnv1a-2f8f1250","The effective capitals of Aman and Bhavna are in the ratio 5:7. If total profit is Rs. 36000, find Bhavna's share.","RAP-CP-013:RAP-QL-815:rap-003:same-ql-diversity:RAP-QL-815:7:RAP-CP-013:0","rap-003:same-ql-diversity:RAP-QL-815:7:RAP-CP-013:0","fnv1a-365553df","The effective capitals of Aman and Bhavna are in the ratio 5:7. If total profit is Rs. 288000, find Bhavna's share.","false"
"RAP-003","RAP-CP-013","RAP-QL-816","partnershipRemainingProfitAfterCommission","RAP-CP-013:RAP-QL-816:rap-003:human-review:RAP-QL-816:0:RAP-CP-013:0","rap-003:human-review:RAP-QL-816:0:RAP-CP-013:0","fnv1a-5ac0a0cb","A commission of Rs. 5000 is deducted from the total profit of Rs. 50000. Aman invests Rs. 50000 for 9 months and Bhavna invests Rs. 30000 for 15 months. Find Aman's share from the remaining profit.","RAP-CP-013:RAP-QL-816:rap-003:same-ql-diversity:RAP-QL-816:7:RAP-CP-013:0","rap-003:same-ql-diversity:RAP-QL-816:7:RAP-CP-013:0","fnv1a-1c3c6599","A commission of Rs. 40000 is deducted from the total profit of Rs. 400000. Aman invests Rs. 400000 for 9 months and Bhavna invests Rs. 240000 for 15 months. Find Aman's share from the remaining profit.","false"
"RAP-003","RAP-CP-014","RAP-QL-901","agePresentFromFutureRatio","RAP-CP-014:RAP-QL-901:rap-003:human-review:RAP-QL-901:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-901:0:RAP-CP-014:0","fnv1a-36b690aa","The present ages of Aman and Bhavna are in the ratio 3:1. After 5 years, their ages will be in the ratio 2:1. Find the present age of Aman.","RAP-CP-014:RAP-QL-901:rap-003:same-ql-diversity:RAP-QL-901:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-901:7:RAP-CP-014:0","fnv1a-a057d6a1","The present ages of Sahil and Ritika are in the ratio 3:1. After 12 years, their ages will be in the ratio 2:1. Find the present age of Ritika.","false"
"RAP-003","RAP-CP-014","RAP-QL-902","agePresentFromFutureRatio","RAP-CP-014:RAP-QL-902:rap-003:human-review:RAP-QL-902:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-902:0:RAP-CP-014:0","fnv1a-36b690aa","Aman and Bhavna currently have ages in the ratio 3:1. If after 5 years the ratio becomes 2:1, what is the present age of Aman?","RAP-CP-014:RAP-QL-902:rap-003:same-ql-diversity:RAP-QL-902:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-902:7:RAP-CP-014:0","fnv1a-a057d6a1","Sahil and Ritika currently have ages in the ratio 3:1. If after 12 years the ratio becomes 2:1, what is the present age of Ritika?","false"
"RAP-003","RAP-CP-014","RAP-QL-903","agePresentFromPastRatio","RAP-CP-014:RAP-QL-903:rap-003:human-review:RAP-QL-903:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-903:0:RAP-CP-014:0","fnv1a-87956b72","The present ages of Aman and Bhavna are in the ratio 2:1. 3 years ago, their ages were in the ratio 3:1. Find the present age of Aman.","RAP-CP-014:RAP-QL-903:rap-003:same-ql-diversity:RAP-QL-903:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-903:7:RAP-CP-014:0","fnv1a-efa9a2a3","The present ages of Sahil and Ritika are in the ratio 2:1. 10 years ago, their ages were in the ratio 3:1. Find the present age of Ritika.","false"
"RAP-003","RAP-CP-014","RAP-QL-904","ageYearsToReachRatio","RAP-CP-014:RAP-QL-904:rap-003:human-review:RAP-QL-904:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-904:0:RAP-CP-014:0","fnv1a-f6359d48","The present ages of Aman and Bhavna are 34 years and 24 years. After how many years will their ages be in the ratio 7:5?","RAP-CP-014:RAP-QL-904:rap-003:same-ql-diversity:RAP-QL-904:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-904:7:RAP-CP-014:0","fnv1a-788bb779","The present ages of Sahil and Ritika are 54 years and 38 years. After how many years will their ages be in the ratio 7:5?","false"
"RAP-003","RAP-CP-014","RAP-QL-905","ageFromDifferenceAndRatio","RAP-CP-014:RAP-QL-905:rap-003:human-review:RAP-QL-905:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-905:0:RAP-CP-014:0","fnv1a-c07b7101","The present ages of Aman and Bhavna are in the ratio 4:2. If the difference between their ages is 6 years, find the present age of Aman.","RAP-CP-014:RAP-QL-905:rap-003:same-ql-diversity:RAP-QL-905:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-905:7:RAP-CP-014:0","fnv1a-aee7d475","The present ages of Sahil and Ritika are in the ratio 7:3. If the difference between their ages is 12 years, find the present age of Ritika.","false"
"RAP-003","RAP-CP-014","RAP-QL-906","ageYearsToReachRatio","RAP-CP-014:RAP-QL-906:rap-003:human-review:RAP-QL-906:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-906:0:RAP-CP-014:0","fnv1a-638bda00","Aman is 24 years old and Bhavna is 14 years old. In how many years will the age ratio become 5:3?","RAP-CP-014:RAP-QL-906:rap-003:same-ql-diversity:RAP-QL-906:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-906:7:RAP-CP-014:0","fnv1a-7b0d0ed6","Sahil is 38 years old and Ritika is 22 years old. In how many years will the age ratio become 5:3?","false"
"RAP-003","RAP-CP-014","RAP-QL-907","ageFromSumAndRatio","RAP-CP-014:RAP-QL-907:rap-003:human-review:RAP-QL-907:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-907:0:RAP-CP-014:0","fnv1a-a5af5e26","Aman and Bhavna have present ages in the ratio 4:2. Their total age is 18 years. Find the present age of Aman.","RAP-CP-014:RAP-QL-907:rap-003:same-ql-diversity:RAP-QL-907:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-907:7:RAP-CP-014:0","fnv1a-9280843f","Sahil and Ritika have present ages in the ratio 7:3. Their total age is 30 years. Find the present age of Ritika.","false"
"RAP-003","RAP-CP-014","RAP-QL-908","ageFutureRatioFromPresent","RAP-CP-014:RAP-QL-908:rap-003:human-review:RAP-QL-908:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-908:0:RAP-CP-014:0","fnv1a-b60491a6","Aman is 27 years old and Bhavna is 15 years old. Find the ratio of their ages after 3 years.","RAP-CP-014:RAP-QL-908:rap-003:same-ql-diversity:RAP-QL-908:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-908:7:RAP-CP-014:0","fnv1a-18e1defa","Sahil is 61 years old and Ritika is 37 years old. Find the ratio of their ages after 7 years.","false"
"RAP-003","RAP-CP-014","RAP-QL-909","agePastRatioFromPresent","RAP-CP-014:RAP-QL-909:rap-003:human-review:RAP-QL-909:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-909:0:RAP-CP-014:0","fnv1a-9be78c4f","Aman's present age is 24 years and Bhavna's present age is 18 years. What was their age ratio 6 years ago?","RAP-CP-014:RAP-QL-909:rap-003:same-ql-diversity:RAP-QL-909:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-909:7:RAP-CP-014:0","fnv1a-aad3a20f","Sahil's present age is 55 years and Ritika's present age is 43 years. What was their age ratio 13 years ago?","false"
"RAP-003","RAP-CP-014","RAP-QL-910","ageThreePersonSumRatio","RAP-CP-014:RAP-QL-910:rap-003:human-review:RAP-QL-910:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-910:0:RAP-CP-014:0","fnv1a-d5910f60","The present ages of Aman, Bhavna, and Charu are in the ratio 2:3:4. Their total age is 18 years. Find the present age of Aman.","RAP-CP-014:RAP-QL-910:rap-003:same-ql-diversity:RAP-QL-910:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-910:7:RAP-CP-014:0","fnv1a-9e1f4cef","The present ages of Deepak, Renu, and Suresh are in the ratio 3:5:4. Their total age is 24 years. Find the present age of Renu.","false"
"RAP-003","RAP-CP-014","RAP-QL-911","agePresentFromFutureRatio","RAP-CP-014:RAP-QL-911:rap-003:human-review:RAP-QL-911:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-911:0:RAP-CP-014:0","fnv1a-36b690aa","Aman and Bhavna have present ages in the ratio 3:1. After 5 years, the ratio will be 2:1. Find the present age of the elder person, Aman.","RAP-CP-014:RAP-QL-911:rap-003:same-ql-diversity:RAP-QL-911:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-911:7:RAP-CP-014:0","fnv1a-b9173392","Sahil and Ritika have present ages in the ratio 3:1. After 12 years, the ratio will be 2:1. Find the present age of the elder person, Sahil.","false"
"RAP-003","RAP-CP-014","RAP-QL-912","agePresentFromFutureRatio","RAP-CP-014:RAP-QL-912:rap-003:human-review:RAP-QL-912:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-912:0:RAP-CP-014:0","fnv1a-438e4363","Aman and Bhavna have present ages in the ratio 3:1. After 5 years, the ratio will become 2:1. Find the present age of the younger person, Bhavna.","RAP-CP-014:RAP-QL-912:rap-003:same-ql-diversity:RAP-QL-912:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-912:7:RAP-CP-014:0","fnv1a-a057d6a1","Sahil and Ritika have present ages in the ratio 3:1. After 12 years, the ratio will become 2:1. Find the present age of the younger person, Ritika.","false"
"RAP-003","RAP-CP-014","RAP-QL-913","agePresentFromPastRatio","RAP-CP-014:RAP-QL-913:rap-003:human-review:RAP-QL-913:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-913:0:RAP-CP-014:0","fnv1a-87956b72","The present age ratio of Aman and Bhavna is 2:1. 3 years ago, their age ratio was 3:1. Find the present age of Aman.","RAP-CP-014:RAP-QL-913:rap-003:same-ql-diversity:RAP-QL-913:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-913:7:RAP-CP-014:0","fnv1a-642f993c","The present age ratio of Sahil and Ritika is 2:1. 10 years ago, their age ratio was 3:1. Find the present age of Sahil.","false"
"RAP-003","RAP-CP-014","RAP-QL-914","agePresentFromPastRatio","RAP-CP-014:RAP-QL-914:rap-003:human-review:RAP-QL-914:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-914:0:RAP-CP-014:0","fnv1a-02b83e4b","Aman and Bhavna are now in the age ratio 2:1. Their ratio 3 years ago was 3:1. Find the present age of Bhavna.","RAP-CP-014:RAP-QL-914:rap-003:same-ql-diversity:RAP-QL-914:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-914:7:RAP-CP-014:0","fnv1a-efa9a2a3","Sahil and Ritika are now in the age ratio 2:1. Their ratio 10 years ago was 3:1. Find the present age of Ritika.","false"
"RAP-003","RAP-CP-014","RAP-QL-915","ageYearsToReachPastRatio","RAP-CP-014:RAP-QL-915:rap-003:human-review:RAP-QL-915:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-915:0:RAP-CP-014:0","fnv1a-b0cabc3a","Father is 38 years old and son is 14 years old. How many years ago were their ages in the ratio 3:1?","RAP-CP-014:RAP-QL-915:rap-003:same-ql-diversity:RAP-QL-915:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-915:7:RAP-CP-014:0","fnv1a-a5fa7a76","Father is 45 years old and son is 21 years old. How many years ago were their ages in the ratio 3:1?","false"
"RAP-003","RAP-CP-014","RAP-QL-916","ageFromDifferenceAndRatio","RAP-CP-014:RAP-QL-916:rap-003:human-review:RAP-QL-916:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-916:0:RAP-CP-014:0","fnv1a-c07b7101","The ages of Aman and Bhavna are in the ratio 4:2. The difference between their ages is 6 years. Find the age of the elder person, Aman.","RAP-CP-014:RAP-QL-916:rap-003:same-ql-diversity:RAP-QL-916:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-916:7:RAP-CP-014:0","fnv1a-5c35e4ce","The ages of Sahil and Ritika are in the ratio 7:3. The difference between their ages is 12 years. Find the age of the elder person, Sahil.","false"
"RAP-003","RAP-CP-014","RAP-QL-917","ageFromDifferenceAndRatio","RAP-CP-014:RAP-QL-917:rap-003:human-review:RAP-QL-917:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-917:0:RAP-CP-014:0","fnv1a-665d6c60","The ages of Aman and Bhavna are in the ratio 4:2, and the age difference is 6 years. Find the age of the younger person, Bhavna.","RAP-CP-014:RAP-QL-917:rap-003:same-ql-diversity:RAP-QL-917:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-917:7:RAP-CP-014:0","fnv1a-aee7d475","The ages of Sahil and Ritika are in the ratio 7:3, and the age difference is 12 years. Find the age of the younger person, Ritika.","false"
"RAP-003","RAP-CP-014","RAP-QL-918","ageFromSumAndRatio","RAP-CP-014:RAP-QL-918:rap-003:human-review:RAP-QL-918:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-918:0:RAP-CP-014:0","fnv1a-a5af5e26","The combined age of Aman and Bhavna is 18 years, and their ages are in the ratio 4:2. Find Aman's age.","RAP-CP-014:RAP-QL-918:rap-003:same-ql-diversity:RAP-QL-918:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-918:7:RAP-CP-014:0","fnv1a-9bef9930","The combined age of Sahil and Ritika is 30 years, and their ages are in the ratio 7:3. Find Sahil's age.","false"
"RAP-003","RAP-CP-014","RAP-QL-919","ageThreePersonSumRatio","RAP-CP-014:RAP-QL-919:rap-003:human-review:RAP-QL-919:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-919:0:RAP-CP-014:0","fnv1a-68ec5281","The ages of Aman, Bhavna, and Charu are in the ratio 2:3:4. Their total age is 18 years. Find the age of Bhavna.","RAP-CP-014:RAP-QL-919:rap-003:same-ql-diversity:RAP-QL-919:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-919:7:RAP-CP-014:0","fnv1a-9e1f4cef","The ages of Deepak, Renu, and Suresh are in the ratio 3:5:4. Their total age is 24 years. Find the age of Renu.","false"
"RAP-003","RAP-CP-014","RAP-QL-920","ageThreePersonKnownAge","RAP-CP-014:RAP-QL-920:rap-003:human-review:RAP-QL-920:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-920:0:RAP-CP-014:0","fnv1a-7e7de339","The ages of Aman, Bhavna, and Charu are in the ratio 3:4:5. If Charu is 10 years old, find the age of Bhavna.","RAP-CP-014:RAP-QL-920:rap-003:same-ql-diversity:RAP-QL-920:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-920:7:RAP-CP-014:0","fnv1a-be935282","The ages of Deepak, Renu, and Suresh are in the ratio 3:4:5. If Suresh is 45 years old, find the age of Renu.","false"
"RAP-003","RAP-CP-014","RAP-QL-921","ageAverageAndRatio","RAP-CP-014:RAP-QL-921:rap-003:human-review:RAP-QL-921:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-921:0:RAP-CP-014:0","fnv1a-0832ab83","The average age of Aman and Bhavna is 10 years. Their ages are in the ratio 3:2. Find Aman's age.","RAP-CP-014:RAP-QL-921:rap-003:same-ql-diversity:RAP-QL-921:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-921:7:RAP-CP-014:0","fnv1a-3bd4acfe","The average age of Sahil and Ritika is 16 years. Their ages are in the ratio 4:4. Find Sahil's age.","false"
"RAP-003","RAP-CP-014","RAP-QL-922","ageAverageThreePersonRatio","RAP-CP-014:RAP-QL-922:rap-003:human-review:RAP-QL-922:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-922:0:RAP-CP-014:0","fnv1a-a4409a00","The average age of Aman, Bhavna, and Charu is 9 years. Their ages are in the ratio 2:3:4. Find Charu's age.","RAP-CP-014:RAP-QL-922:rap-003:same-ql-diversity:RAP-QL-922:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-922:7:RAP-CP-014:0","fnv1a-aebaf102","The average age of Deepak, Renu, and Suresh is 12 years. Their ages are in the ratio 3:5:4. Find Suresh's age.","false"
"RAP-003","RAP-CP-014","RAP-QL-923","ageFutureSumAndPresentRatio","RAP-CP-014:RAP-QL-923:rap-003:human-review:RAP-QL-923:0:RAP-CP-014:0","rap-003:human-review:RAP-QL-923:0:RAP-CP-014:0","fnv1a-22702f97","The present ages of Aman and Bhavna are in the ratio 3:2. After 3 years, their total age will be 31 years. Find Aman's present age.","RAP-CP-014:RAP-QL-923:rap-003:same-ql-diversity:RAP-QL-923:7:RAP-CP-014:0","rap-003:same-ql-diversity:RAP-QL-923:7:RAP-CP-014:0","fnv1a-341dbb13","The present ages of Sahil and Ritika are in the ratio 3:2. After 10 years, their total age will be 80 years. Find Sahil's present age.","false"
