"questionId","canonicalProblem","taskKind","qlId","language","stemFamilyId","stemId","sourceFile","libraryFile","archetypeId","selectionPath","renderedQuestion","fallbackUsage","provenanceStatus"
"PCT-CP-002:PCT-QL-017:66839","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 20% of a number is 250, find 60% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66840","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 25% of a number is 200, find 10% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66841","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 30% of a number is 150, find 15% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66842","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 80% of a number is 100, find 20% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66843","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 10% of a number is 600, find 25% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66845","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 20% of a number is 400, find 40% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66867","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 30% of a number is 600, find 25% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66868","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 40% of a number is 500, find 30% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66870","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 50% of a number is 300, find 50% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66871","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 20% of a number is 250, find 60% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66872","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 25% of a number is 200, find 10% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66873","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 30% of a number is 150, find 15% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66874","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 40% of a number is 100, find 20% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66898","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 80% of a number is 100, find 20% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66899","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 10% of a number is 600, find 25% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66900","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 40% of a number is 500, find 30% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66902","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 50% of a number is 300, find 50% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66904","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 80% of a number is 200, find 10% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66905","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 30% of a number is 150, find 15% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66906","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 40% of a number is 100, find 20% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66930","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 80% of a number is 100, find 20% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66931","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 10% of a number is 600, find 25% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66933","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 20% of a number is 400, find 40% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66934","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 50% of a number is 300, find 50% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66936","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 80% of a number is 200, find 10% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66937","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 10% of a number is 150, find 15% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66960","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 25% of a number is 200, find 10% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66961","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 30% of a number is 150, find 15% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66962","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 40% of a number is 100, find 20% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-017:66963","PCT-CP-002","percentOfKnownNumber","PCT-QL-017","en","PCT-CP-002:families:PCT-QL-017","PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-017 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 10% of a number is 600, find 25% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79639","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 10% of a number is 250, find 60% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79640","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 40% of a number is 200, find 10% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79641","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 45% of a number is 150, find 15% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79642","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 50% of a number is 100, find 20% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79643","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 60% of a number is 600, find 25% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79646","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 40% of a number is 300, find 50% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79671","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 10% of a number is 250, find 60% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79674","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 50% of a number is 100, find 20% of that number.","NO","APPROVED"
