question,answer,difficulty,questionLanguageId,explanationId,canonicalProblemId
What is the unit digit of 312^6?,4,Easy,QL-002,ES-001,CP-001
Find the last digit when 1167 is raised to the power 14.,9,Easy,QL-006,ES-001,CP-001
Calculate the last digit in the value of 850^209.,0,Medium,QL-003,ES-001,CP-001
The number 51705^481108451 is written in full. Find its last digit.,5,Hard,QL-007,ES-001,CP-001
Find the last digit of 672^4.,6,Easy,QL-001,ES-001,CP-001
Calculate the last digit in the value of 323^106.,9,Medium,QL-003,ES-001,CP-001
Calculate the last digit in the value of 1218^37.,8,Medium,QL-003,ES-001,CP-001
Find the last digit when 1021 is raised to the power 13.,1,Easy,QL-006,ES-001,CP-001
Find the unit digit of 17910^46419.,0,Hard,QL-045,ES-001,CP-001
Determine the unit digit in 205^430.,5,Medium,QL-008,ES-001,CP-001
What is the last digit of 1632^355?,8,Medium,QL-046,ES-001,CP-001
What is the last digit of 243^226?,9,Medium,QL-046,ES-001,CP-001
What is the unit digit of 1374^2?,6,Easy,QL-002,ES-001,CP-001
Find the digit in the units place of 303^84.,1,Medium,QL-047,ES-001,CP-001
What digit appears at the end of 872^9?,2,Easy,QL-048,ES-001,CP-001
Find the unit digit of 1245^366.,5,Medium,QL-045,ES-001,CP-001
Find the last digit when 1496 is raised to the power 361.,6,Medium,QL-006,ES-001,CP-001
What digit appears at the end of 1385^368?,5,Medium,QL-010,ES-001,CP-001
Find the digit in the units place of 36^4.,6,Easy,QL-004,ES-001,CP-001
Find the last digit when 100009 is raised to the power 81420629.,9,Hard,QL-006,ES-001,CP-001
What is the unit digit of 50501^546982571?,1,Hard,QL-002,ES-001,CP-001
Find the digit in the units place of 89898^65657.,8,Hard,QL-047,ES-001,CP-001
What digit appears at the end of 1405^350?,5,Medium,QL-010,ES-001,CP-001
What digit appears at the end of 7674^79775?,4,Hard,QL-010,ES-001,CP-001
Find the unit digit of 785^6.,5,Easy,QL-045,ES-001,CP-001
What digit appears at the end of 498^365?,8,Medium,QL-048,ES-001,CP-001
Find the last digit of the given power: 1605^4.,5,Easy,QL-009,ES-001,CP-001
Find the unit digit of 1070^12.,0,Easy,QL-045,ES-001,CP-001
Find the last digit when 1147 is raised to the power 8.,1,Easy,QL-006,ES-001,CP-001
What digit appears at the end of 1014^257?,4,Medium,QL-010,ES-001,CP-001
What digit appears at the end of 1372^9?,2,Easy,QL-010,ES-001,CP-001
What is the last digit of 79189^156878631?,9,Hard,QL-046,ES-001,CP-001
Determine the unit digit in 51876^39803.,6,Hard,QL-008,ES-001,CP-001
Find the last digit of the given power: 487^13.,7,Easy,QL-009,ES-001,CP-001
What digit appears at the end of 54^13?,4,Easy,QL-010,ES-001,CP-001
What digit appears at the end of 1869^440?,1,Medium,QL-048,ES-001,CP-001
Find the last digit of the given power: 476^10.,6,Easy,QL-009,ES-001,CP-001
What is the last digit of 361^18?,1,Easy,QL-046,ES-001,CP-001
Find the last digit when 1532 is raised to the power 10.,4,Easy,QL-006,ES-001,CP-001
Calculate the last digit in the value of 1745^52.,5,Medium,QL-003,ES-001,CP-001
What is the last digit of 64163^656876997?,3,Hard,QL-046,ES-001,CP-001
What is the unit digit of 1552^15?,8,Easy,QL-002,ES-001,CP-001
Find the last digit when 781 is raised to the power 364.,1,Medium,QL-006,ES-001,CP-001
The number 1374^2 is written in full. Find its last digit.,6,Easy,QL-007,ES-001,CP-001
What digit appears at the end of 69003^345047825?,3,Hard,QL-048,ES-001,CP-001
Calculate the last digit in the value of 474^119.,4,Medium,QL-003,ES-001,CP-001
What is the last digit of 1307^5?,7,Easy,QL-046,ES-001,CP-001
Determine the unit digit in 1650^129.,0,Medium,QL-008,ES-001,CP-001
What is the last digit of 59763^945030557?,3,Hard,QL-046,ES-001,CP-001
Determine the unit digit in 1710^115.,0,Medium,QL-008,ES-001,CP-001
What is the last digit of 1596^19?,6,Easy,QL-046,ES-001,CP-001
What is the last digit of 205^86?,5,Medium,QL-046,ES-001,CP-001
What is the unit digit of 60378^76805?,8,Hard,QL-002,ES-001,CP-001
Find the digit in the units place of 63549^833205699.,9,Hard,QL-004,ES-001,CP-001
Find the unit digit of 1550^171.,0,Medium,QL-045,ES-001,CP-001
Find the unit digit of 1605^2.,5,Easy,QL-045,ES-001,CP-001
Find the last digit of 494^7.,4,Easy,QL-001,ES-001,CP-001
What digit appears at the end of 305^284?,5,Medium,QL-048,ES-001,CP-001
Calculate the last digit in the value of 1434^8.,6,Easy,QL-003,ES-001,CP-001
Evaluate the unit digit of the power 13089^226568601.,9,Hard,QL-005,ES-001,CP-001
Calculate the last digit in the value of 1345^7.,5,Easy,QL-003,ES-001,CP-001
Calculate the last digit in the value of 410^20.,0,Easy,QL-003,ES-001,CP-001
Find the unit digit of 805^17.,5,Easy,QL-045,ES-001,CP-001
What is the last digit of 1156^483?,6,Medium,QL-046,ES-001,CP-001
The number 581^7 is written in full. Find its last digit.,1,Easy,QL-007,ES-001,CP-001
Find the digit in the units place of 294^71737.,4,Hard,QL-004,ES-001,CP-001
Find the last digit of 1247^270.,9,Medium,QL-001,ES-001,CP-001
Find the digit in the units place of 1356^415.,6,Medium,QL-047,ES-001,CP-001
Determine the unit digit in 95503^866627175.,7,Hard,QL-008,ES-001,CP-001
What is the last digit of 1930^9?,0,Easy,QL-046,ES-001,CP-001
Find the digit in the units place of 692^20.,6,Easy,QL-047,ES-001,CP-001
Find the last digit of 1063^8.,1,Easy,QL-001,ES-001,CP-001
Find the unit digit of 712^431.,8,Medium,QL-045,ES-001,CP-001
Determine the unit digit in 1161^446.,1,Medium,QL-008,ES-001,CP-001
What digit appears at the end of 570^19?,0,Easy,QL-048,ES-001,CP-001
Determine the last digit of 541^4.,1,Easy,QL-049,ES-001,CP-001
What digit appears at the end of 1556^211?,6,Medium,QL-010,ES-001,CP-001
The number 327^82 is written in full. Find its last digit.,9,Medium,QL-007,ES-001,CP-001
The number 458^321 is written in full. Find its last digit.,8,Medium,QL-007,ES-001,CP-001
Find the unit digit of 1141^72.,1,Medium,QL-045,ES-001,CP-001
Find the last digit of 361^430.,1,Medium,QL-001,ES-001,CP-001
Calculate the last digit in the value of 1998^19.,2,Easy,QL-003,ES-001,CP-001
What digit appears at the end of 45545^419365787?,5,Hard,QL-048,ES-001,CP-001
What digit appears at the end of 75656^46765?,6,Hard,QL-010,ES-001,CP-001
Find the last digit of 409^66.,1,Medium,QL-001,ES-001,CP-001
What is the unit digit of 1798^419?,2,Medium,QL-002,ES-001,CP-001
Calculate the last digit in the value of 463^404.,1,Medium,QL-003,ES-001,CP-001
The number 1534^18 is written in full. Find its last digit.,6,Easy,QL-007,ES-001,CP-001
Find the unit digit of 59087^832787937.,7,Hard,QL-045,ES-001,CP-001
What digit appears at the end of 470^10?,0,Easy,QL-010,ES-001,CP-001
Find the last digit of 598^19.,2,Easy,QL-001,ES-001,CP-001
Find the digit in the units place of 645^346.,5,Medium,QL-004,ES-001,CP-001
Find the last digit of the given power: 1298^16.,6,Easy,QL-009,ES-001,CP-001
The number 1741^204 is written in full. Find its last digit.,1,Medium,QL-007,ES-001,CP-001
What is the unit digit of 474^471?,4,Medium,QL-002,ES-001,CP-001
Evaluate the unit digit of the power 523^262.,9,Medium,QL-005,ES-001,CP-001
What digit appears at the end of 130^321?,0,Medium,QL-048,ES-001,CP-001
Find the unit digit of 1303^264.,1,Medium,QL-045,ES-001,CP-001
Determine the last digit of 190^211.,0,Medium,QL-049,ES-001,CP-001
Find the digit in the units place of 1765^20.,5,Easy,QL-047,ES-001,CP-001
Calculate the last digit in the value of 985^24.,5,Medium,QL-003,ES-001,CP-001
What digit appears at the end of 1170^10?,0,Easy,QL-048,ES-001,CP-001
What is the unit digit of 1481^15?,1,Easy,QL-002,ES-001,CP-001
Find the digit in the units place of 632^7.,8,Easy,QL-047,ES-001,CP-001
What is the unit digit of 39345^221075111?,5,Hard,QL-002,ES-001,CP-001
What digit appears at the end of 1532^69?,2,Medium,QL-048,ES-001,CP-001
Find the digit in the units place of 643^4.,1,Easy,QL-047,ES-001,CP-001
What is the last digit of 996^5?,6,Easy,QL-046,ES-001,CP-001
Find the last digit of 427^432.,1,Medium,QL-001,ES-001,CP-001
Find the digit in the units place of 778^457.,8,Medium,QL-047,ES-001,CP-001
Find the last digit of the given power: 1281^394.,1,Medium,QL-009,ES-001,CP-001
Determine the unit digit in 278^299.,2,Medium,QL-008,ES-001,CP-001
What digit appears at the end of 545^12?,5,Easy,QL-048,ES-001,CP-001
What digit appears at the end of 736^16?,6,Easy,QL-048,ES-001,CP-001
What digit appears at the end of 1169^118?,1,Medium,QL-010,ES-001,CP-001
Find the last digit of the given power: 51592^71767.,8,Hard,QL-009,ES-001,CP-001
Determine the last digit of 19229^670354563.,9,Hard,QL-049,ES-001,CP-001
Determine the last digit of 1654^15.,4,Easy,QL-049,ES-001,CP-001
Determine the last digit of 481^19.,1,Easy,QL-049,ES-001,CP-001
Find the last digit of 1870^8.,0,Easy,QL-001,ES-001,CP-001
Evaluate the unit digit of the power 28010^49469.,0,Hard,QL-005,ES-001,CP-001
Find the last digit of 465^13.,5,Easy,QL-001,ES-001,CP-001
Find the unit digit of 30^347.,0,Medium,QL-045,ES-001,CP-001
Find the digit in the units place of 809^20.,1,Easy,QL-047,ES-001,CP-001
Find the last digit when 1570 is raised to the power 16.,0,Easy,QL-006,ES-001,CP-001
What digit appears at the end of 263^12?,1,Easy,QL-010,ES-001,CP-001
What is the last digit of 876^17?,6,Easy,QL-046,ES-001,CP-001
What digit appears at the end of 687^102?,9,Medium,QL-048,ES-001,CP-001
Find the digit in the units place of 9692^7205.,2,Hard,QL-047,ES-001,CP-001
What digit appears at the end of 53663^216092271?,7,Hard,QL-048,ES-001,CP-001
Find the last digit when 58663 is raised to the power 193286843.,7,Hard,QL-006,ES-001,CP-001
Calculate the last digit in the value of 1416^297.,6,Medium,QL-003,ES-001,CP-001
Determine the last digit of 1329^4.,1,Easy,QL-049,ES-001,CP-001
What is the last digit of 478^4?,6,Easy,QL-046,ES-001,CP-001
What is the unit digit of 43427^85841247?,3,Hard,QL-002,ES-001,CP-001
What is the unit digit of 77532^29941?,2,Hard,QL-002,ES-001,CP-001
What digit appears at the end of 1927^130?,9,Medium,QL-010,ES-001,CP-001
Find the unit digit of 1238^2.,4,Easy,QL-045,ES-001,CP-001
What digit appears at the end of 1863^120?,1,Medium,QL-048,ES-001,CP-001
What digit appears at the end of 85014^11025?,4,Hard,QL-010,ES-001,CP-001
Evaluate the unit digit of the power 756^115.,6,Medium,QL-005,ES-001,CP-001
The number 563^17 is written in full. Find its last digit.,3,Easy,QL-007,ES-001,CP-001
What digit appears at the end of 1532^109?,2,Medium,QL-010,ES-001,CP-001
What digit appears at the end of 781^19?,1,Easy,QL-010,ES-001,CP-001
Evaluate the unit digit of the power 1350^271.,0,Medium,QL-005,ES-001,CP-001
Determine the unit digit in 1647^6.,9,Easy,QL-008,ES-001,CP-001
Find the digit in the units place of 1898^345.,8,Medium,QL-047,ES-001,CP-001
Find the digit in the units place of 1229^96.,1,Medium,QL-047,ES-001,CP-001
What is the last digit of 63394^16919?,4,Hard,QL-046,ES-001,CP-001
Find the last digit of the given power: 83205^450926757.,5,Hard,QL-009,ES-001,CP-001
What is the last digit of 767^3?,3,Easy,QL-046,ES-001,CP-001
Find the last digit of the given power: 470^111.,0,Medium,QL-009,ES-001,CP-001
What is the unit digit of 1385^160?,5,Medium,QL-002,ES-001,CP-001
What is the unit digit of 22058^25029?,8,Hard,QL-002,ES-001,CP-001
Find the unit digit of 729^8.,1,Easy,QL-045,ES-001,CP-001
What digit appears at the end of 85876^83339?,6,Hard,QL-010,ES-001,CP-001
What digit appears at the end of 947^10?,9,Easy,QL-048,ES-001,CP-001
What digit appears at the end of 1692^173?,2,Medium,QL-048,ES-001,CP-001
What is the unit digit of 1967^422?,9,Medium,QL-002,ES-001,CP-001
What is the unit digit of 1118^407?,2,Medium,QL-002,ES-001,CP-001
Determine the unit digit in 610^457.,0,Medium,QL-008,ES-001,CP-001
Determine the unit digit in 1227^144.,1,Medium,QL-008,ES-001,CP-001
What digit appears at the end of 1998^20?,6,Easy,QL-048,ES-001,CP-001
Find the last digit of 1643^10.,9,Easy,QL-001,ES-001,CP-001
Evaluate the unit digit of the power 50812^97301.,2,Hard,QL-005,ES-001,CP-001
Calculate the last digit in the value of 68709^818686783.,9,Hard,QL-003,ES-001,CP-001
Find the digit in the units place of 1550^163.,0,Medium,QL-047,ES-001,CP-001
What is the unit digit of 89^17?,9,Easy,QL-002,ES-001,CP-001
Find the digit in the units place of 1972^14.,4,Easy,QL-047,ES-001,CP-001
Determine the last digit of 103^2.,9,Easy,QL-049,ES-001,CP-001
Find the last digit of the given power: 1585^100.,5,Medium,QL-009,ES-001,CP-001
Determine the last digit of 574^46073.,4,Hard,QL-049,ES-001,CP-001
Determine the unit digit in 327^18.,9,Easy,QL-008,ES-001,CP-001
Find the digit in the units place of 1314^19.,4,Easy,QL-004,ES-001,CP-001
What is the last digit of 741^128?,1,Medium,QL-046,ES-001,CP-001
What digit appears at the end of 1658^473?,8,Medium,QL-048,ES-001,CP-001
Find the last digit of the given power: 49407^517931145.,7,Hard,QL-009,ES-001,CP-001
Evaluate the unit digit of the power 156^143.,6,Medium,QL-005,ES-001,CP-001
