"language","cpId","qlId","esId","difficulty","taskKind","answerType","question","answer","explanation","validation"
"en","RAP-CP-001","RAP-QL-001","RAP-ES-001","Medium","simpleLinkage","RATIO","If the ratio boys:students is 4:5 and students:girls is 5:6, what will be the combined ratio boys:students:girls?","4:5:6","Our objective is to find the required quantity. | We apply the standard rule: | $$\(A:B = a:b, B:C = m:n\)$$ | Plugging in the parameters: | $$\(4:5:6\)$$ | Calculating the final value. | Therefore, we get 4:5:6.","PASS"
"en","RAP-CP-001","RAP-QL-003","RAP-ES-001","Easy","ratioTreeLinkage","RATIO","Given that boys:students = 1:2, students:girls = 2:3, and girls:teachers = 3:4, what is the ratio between boys and teachers?","1:4","Our objective is to find the required quantity. | We apply the standard rule: | $$\(\frac{A}{B} \times \frac{B}{C} \times \frac{C}{D} = \frac{A}{D}\)$$ | Plugging in the parameters: | $$\(1:4\)$$ | Calculating the final value. | Therefore, we get 1:4.","PASS"
"en","RAP-CP-001","RAP-QL-004","RAP-ES-001","Easy","scalingByComponent","COUNT","In a girls, the ratio of students to teachers is 3:4. If there are 60 students, how many teachers are there?","80","Our objective is to find the required quantity. | We apply the standard rule: | $$\(A:B = a:b\)$$ | Plugging in the parameters: | $$\(60 \times 4 / 3 = 80\)$$ | Calculating the final value. | Therefore, we get 80.","PASS"
"en","RAP-CP-001","RAP-QL-006","RAP-ES-001","Hard","decimalNormalization","RATIO","What is the simplest whole-number ratio equal to 1.8 : 0.9?","2:1","Our objective is to find the required quantity. | We apply the standard rule: | $$\(scale decimals to whole numbers\)$$ | Plugging in the parameters: | $$\(2:1\)$$ | Calculating the final value. | Therefore, we get 2:1.","PASS"
"en","RAP-CP-002","RAP-QL-008","RAP-ES-002","Hard","shareDifference","ABSOLUTE","An amount of Rs. 2210 is distributed between teachers, girls, and students in the ratio 9:2:2. How much more money does teachers get than students?","1190","Our objective is to find the required quantity. | We apply the standard rule: | $$\((A-C) \times unit\)$$ | Plugging in the parameters: | $$\(1190\)$$ | Calculating the final value. | Therefore, we get 1190.","PASS"
"en","RAP-CP-002","RAP-QL-009","RAP-ES-002","Hard","reversePartition","ABSOLUTE","The shares of students, boys, and teachers are in the ratio 4:3:3. If students gets Rs. 60 more than teachers, how much was the total amount distributed?","600","Our objective is to find the required quantity. | We apply the standard rule: | $$\(difference = (A-C) \times unit\)$$ | Plugging in the parameters: | $$\(600\)$$ | Calculating the final value. | Therefore, we get 600.","PASS"
"en","RAP-CP-002","RAP-QL-011","RAP-ES-002","Hard","salaryDistribution","ABSOLUTE","The ratio of students's monthly expenses to savings is 6:5. If the total salary is Rs. 34100, how much does students save every month?","15500","Our objective is to find the required quantity. | We apply the standard rule: | $$\(salary parts = expense + saving\)$$ | Plugging in the parameters: | $$\(15500\)$$ | Calculating the final value. | Therefore, we get 15500.","PASS"
"en","RAP-CP-002","RAP-QL-008","RAP-ES-002","Medium","shareDifference","ABSOLUTE","An amount of Rs. 660 is distributed between girls, boys, and students in the ratio 8:7:7. How much more money does girls get than students?","30","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\((A-C) \times unit\)$$ | Substitute the values: | $$\(30\)$$ | Simplify the expression to get the result. | Thus, the answer is 30.","PASS"
"en","RAP-CP-002","RAP-QL-009","RAP-ES-002","Medium","reversePartition","ABSOLUTE","The shares of students, boys, and girls are in the ratio 5:4:2. If students gets Rs. 330 more than girls, how much was the total amount distributed?","1210","Our objective is to find the required quantity. | We apply the standard rule: | $$\(difference = (A-C) \times unit\)$$ | Plugging in the parameters: | $$\(1210\)$$ | Calculating the final value. | Therefore, we get 1210.","PASS"
"en","RAP-CP-002","RAP-QL-011","RAP-ES-002","Hard","salaryDistribution","ABSOLUTE","The ratio of girls's monthly expenses to savings is 6:1. If the total salary is Rs. 33600, how much does girls save every month?","4800","Our objective is to find the required quantity. | We apply the standard rule: | $$\(salary parts = expense + saving\)$$ | Plugging in the parameters: | $$\(4800\)$$ | Calculating the final value. | Therefore, we get 4800.","PASS"
"en","RAP-CP-002","RAP-QL-008","RAP-ES-002","Medium","shareDifference","ABSOLUTE","An amount of Rs. 500 is distributed between boys, students, and girls in the ratio 4:3:3. How much more money does boys get than girls?","50","Our objective is to find the required quantity. | We apply the standard rule: | $$\((A-C) \times unit\)$$ | Plugging in the parameters: | $$\(50\)$$ | Calculating the final value. | Therefore, we get 50.","PASS"
"en","RAP-CP-002","RAP-QL-009","RAP-ES-002","Medium","reversePartition","ABSOLUTE","The shares of boys, students, and girls are in the ratio 5:4:2. If boys gets Rs. 390 more than girls, how much was the total amount distributed?","1430","Our objective is to find the required quantity. | We apply the standard rule: | $$\(difference = (A-C) \times unit\)$$ | Plugging in the parameters: | $$\(1430\)$$ | Calculating the final value. | Therefore, we get 1430.","PASS"
"en","RAP-CP-002","RAP-QL-011","RAP-ES-002","Medium","salaryDistribution","ABSOLUTE","The ratio of girls's monthly expenses to savings is 2:1. If the total salary is Rs. 13500, how much does girls save every month?","4500","Our objective is to find the required quantity. | We apply the standard rule: | $$\(salary parts = expense + saving\)$$ | Plugging in the parameters: | $$\(4500\)$$ | Calculating the final value. | Therefore, we get 4500.","PASS"
"en","RAP-CP-002","RAP-QL-008","RAP-ES-002","Medium","shareDifference","ABSOLUTE","An amount of Rs. 1500 is distributed between students, girls, and boys in the ratio 9:2:4. How much more money does students get than boys?","500","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\((A-C) \times unit\)$$ | Substitute the values: | $$\(500\)$$ | Simplify the expression to get the result. | Thus, the answer is 500.","PASS"
"en","RAP-CP-002","RAP-QL-009","RAP-ES-002","Easy","reversePartition","ABSOLUTE","The shares of teachers, girls, and students are in the ratio 6:5:4. If teachers gets Rs. 360 more than students, how much was the total amount distributed?","2700","Our objective is to find the required quantity. | We apply the standard rule: | $$\(difference = (A-C) \times unit\)$$ | Plugging in the parameters: | $$\(2700\)$$ | Calculating the final value. | Therefore, we get 2700.","PASS"
"en","RAP-CP-002","RAP-QL-011","RAP-ES-002","Easy","salaryDistribution","ABSOLUTE","The ratio of girls's monthly expenses to savings is 5:1. If the total salary is Rs. 25200, how much does girls save every month?","4200","Our objective is to find the required quantity. | We apply the standard rule: | $$\(salary parts = expense + saving\)$$ | Plugging in the parameters: | $$\(4200\)$$ | Calculating the final value. | Therefore, we get 4200.","PASS"
"en","RAP-CP-002","RAP-QL-008","RAP-ES-002","Hard","shareDifference","ABSOLUTE","An amount of Rs. 2400 is distributed between students, boys, and girls in the ratio 8:7:1. How much more money does students get than girls?","1050","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\((A-C) \times unit\)$$ | Substitute the values: | $$\(1050\)$$ | Simplify the expression to get the result. | Thus, the answer is 1050.","PASS"
"en","RAP-CP-002","RAP-QL-009","RAP-ES-002","Hard","reversePartition","ABSOLUTE","The shares of girls, boys, and students are in the ratio 5:4:4. If girls gets Rs. 40 more than students, how much was the total amount distributed?","520","Our objective is to find the required quantity. | We apply the standard rule: | $$\(difference = (A-C) \times unit\)$$ | Plugging in the parameters: | $$\(520\)$$ | Calculating the final value. | Therefore, we get 520.","PASS"
"en","RAP-CP-002","RAP-QL-011","RAP-ES-002","Hard","salaryDistribution","ABSOLUTE","The ratio of girls's monthly expenses to savings is 8:1. If the total salary is Rs. 35100, how much does girls save every month?","3900","Our objective is to find the required quantity. | We apply the standard rule: | $$\(salary parts = expense + saving\)$$ | Plugging in the parameters: | $$\(3900\)$$ | Calculating the final value. | Therefore, we get 3900.","PASS"
"en","RAP-CP-002","RAP-QL-008","RAP-ES-002","Hard","shareDifference","ABSOLUTE","An amount of Rs. 1700 is distributed between boys, students, and girls in the ratio 4:3:3. How much more money does boys get than girls?","170","Our objective is to find the required quantity. | We apply the standard rule: | $$\((A-C) \times unit\)$$ | Plugging in the parameters: | $$\(170\)$$ | Calculating the final value. | Therefore, we get 170.","PASS"
"en","RAP-CP-002","RAP-QL-009","RAP-ES-002","Hard","reversePartition","ABSOLUTE","The shares of boys, students, and girls are in the ratio 7:6:6. If boys gets Rs. 60 more than girls, how much was the total amount distributed?","1140","Our objective is to find the required quantity. | We apply the standard rule: | $$\(difference = (A-C) \times unit\)$$ | Plugging in the parameters: | $$\(1140\)$$ | Calculating the final value. | Therefore, we get 1140.","PASS"
"en","RAP-CP-002","RAP-QL-011","RAP-ES-002","Hard","salaryDistribution","ABSOLUTE","The ratio of boys's monthly expenses to savings is 8:2. If the total salary is Rs. 15000, how much does boys save every month?","3000","Our objective is to find the required quantity. | We apply the standard rule: | $$\(salary parts = expense + saving\)$$ | Plugging in the parameters: | $$\(3000\)$$ | Calculating the final value. | Therefore, we get 3000.","PASS"
"en","RAP-CP-002","RAP-QL-008","RAP-ES-002","Hard","shareDifference","ABSOLUTE","An amount of Rs. 510 is distributed between boys, girls, and teachers in the ratio 9:2:6. How much more money does boys get than teachers?","90","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\((A-C) \times unit\)$$ | Substitute the values: | $$\(90\)$$ | Simplify the expression to get the result. | Thus, the answer is 90.","PASS"
"en","RAP-CP-002","RAP-QL-009","RAP-ES-002","Medium","reversePartition","ABSOLUTE","The shares of students, boys, and girls are in the ratio 6:5:2. If students gets Rs. 440 more than girls, how much was the total amount distributed?","1430","Our objective is to find the required quantity. | We apply the standard rule: | $$\(difference = (A-C) \times unit\)$$ | Plugging in the parameters: | $$\(1430\)$$ | Calculating the final value. | Therefore, we get 1430.","PASS"
"en","RAP-CP-003","RAP-QL-012","RAP-ES-003","Hard","twoStateAddition","COUNT","In a girls, the ratio of teachers to students is 4:6. If 20 more teachers join, the ratio becomes 3:2. How many teachers were there at the beginning?","16","Our objective is to find the required quantity. | We apply the standard rule: | $$\(\frac{ax+p}{bx} = \frac{c}{d}\)$$ | Plugging in the parameters: | $$\(16\)$$ | Calculating the final value. | Therefore, we get 16.","PASS"
"en","RAP-CP-003","RAP-QL-013","RAP-ES-003","Hard","twoStateSubtraction","COUNT","The ratio of teachers to boys in a students is 4:3. After 15 teachers leave, the ratio changes to 1:3. What was the total number of people at the start?","35","Our objective is to find the required quantity. | We apply the standard rule: | $$\(\frac{ax-p}{bx} = \frac{c}{d}\)$$ | Plugging in the parameters: | $$\(35\)$$ | Calculating the final value. | Therefore, we get 35.","PASS"
"en","RAP-CP-003","RAP-QL-014","RAP-ES-003","Hard","twoStateTransfer","COUNT","Two numbers are in the ratio 4:7. If 5 is added to each, the ratio becomes 41:68. What is the value of the larger number?","63","Let's determine the final amount for the scenario. | The mathematical relationship is: | $$\(\frac{ax+p}{bx+p} = \frac{c}{d}\)$$ | Inserting the given numbers: | $$\(63\)$$ | Solving it yields the final answer. | The computed result is 63.","PASS"
"en","RAP-CP-003","RAP-QL-015","RAP-ES-003","Medium","incomeExpenditureSystem","ABSOLUTE","The incomes of father and daughter are in the ratio 4:2, and their expenses are 4:5. If both save Rs. 2400 each, what is father's income?","800","Our objective is to find the required quantity. | We apply the standard rule: | $$\(px-my=s, qx-ny=s\)$$ | Plugging in the parameters: | $$\(800\)$$ | Calculating the final value. | Therefore, we get 800.","PASS"
"en","RAP-CP-003","RAP-QL-016","RAP-ES-003","Medium","multiStageTransformation","COUNT","In a school, the ratio of boys to girls is 7:2. If 12 boys join and 8 girls leave, the ratio becomes 47:2. How many girls were there originally?","10","Let's determine the final amount for the scenario. | The mathematical relationship is: | $$\(\frac{ax+p}{bx-q} = \frac{c}{d}\)$$ | Inserting the given numbers: | $$\(10\)$$ | Solving it yields the final answer. | The computed result is 10.","PASS"
"en","RAP-CP-003","RAP-QL-012","RAP-ES-003","Hard","twoStateAddition","COUNT","In a boys, the ratio of girls to students is 4:6. If 18 more girls join, the ratio becomes 7:6. How many girls were there at the beginning?","24","Our objective is to find the required quantity. | We apply the standard rule: | $$\(\frac{ax+p}{bx} = \frac{c}{d}\)$$ | Plugging in the parameters: | $$\(24\)$$ | Calculating the final value. | Therefore, we get 24.","PASS"
"en","RAP-CP-003","RAP-QL-013","RAP-ES-003","Medium","twoStateSubtraction","COUNT","The ratio of boys to teachers in a girls is 8:7. After 18 boys leave, the ratio changes to 10:11. What was the total number of people at the start?","165","Our objective is to find the required quantity. | We apply the standard rule: | $$\(\frac{ax-p}{bx} = \frac{c}{d}\)$$ | Plugging in the parameters: | $$\(165\)$$ | Calculating the final value. | Therefore, we get 165.","PASS"
"en","RAP-CP-003","RAP-QL-014","RAP-ES-003","Medium","twoStateTransfer","COUNT","Two numbers are in the ratio 2:9. If 6 is added to each, the ratio becomes 5:12. What is the value of the larger number?","18","Our objective is to find the required quantity. | We apply the standard rule: | $$\(\frac{ax+p}{bx+p} = \frac{c}{d}\)$$ | Plugging in the parameters: | $$\(18\)$$ | Calculating the final value. | Therefore, we get 18.","PASS"
"en","RAP-CP-003","RAP-QL-015","RAP-ES-003","Medium","incomeExpenditureSystem","ABSOLUTE","The incomes of daughter and son are in the ratio 6:4, and their expenses are 2:5. If both save Rs. 4400 each, what is daughter's income?","3600","Our objective is to find the required quantity. | We apply the standard rule: | $$\(px-my=s, qx-ny=s\)$$ | Plugging in the parameters: | $$\(3600\)$$ | Calculating the final value. | Therefore, we get 3600.","PASS"
"en","RAP-CP-003","RAP-QL-016","RAP-ES-003","Medium","multiStageTransformation","COUNT","In a school, the ratio of boys to girls is 5:6. If 6 boys join and 30 girls leave, the ratio becomes 41:12. How many girls were there originally?","42","Our objective is to find the required quantity. | We apply the standard rule: | $$\(\frac{ax+p}{bx-q} = \frac{c}{d}\)$$ | Plugging in the parameters: | $$\(42\)$$ | Calculating the final value. | Therefore, we get 42.","PASS"
"en","RAP-CP-003","RAP-QL-012","RAP-ES-003","Hard","twoStateAddition","COUNT","In a girls, the ratio of students to boys is 1:3. If 10 more students join, the ratio becomes 1:1. How many students were there at the beginning?","5","Our objective is to find the required quantity. | We apply the standard rule: | $$\(\frac{ax+p}{bx} = \frac{c}{d}\)$$ | Plugging in the parameters: | $$\(5\)$$ | Calculating the final value. | Therefore, we get 5.","PASS"
"en","RAP-CP-003","RAP-QL-013","RAP-ES-003","Hard","twoStateSubtraction","COUNT","The ratio of students to girls in a boys is 5:4. After 10 students leave, the ratio changes to 5:6. What was the total number of people at the start?","54","Our objective is to find the required quantity. | We apply the standard rule: | $$\(\frac{ax-p}{bx} = \frac{c}{d}\)$$ | Plugging in the parameters: | $$\(54\)$$ | Calculating the final value. | Therefore, we get 54.","PASS"
"en","RAP-CP-003","RAP-QL-014","RAP-ES-003","Hard","twoStateTransfer","COUNT","Two numbers are in the ratio 8:10. If 6 is added to each, the ratio becomes 43:53. What is the value of the larger number?","100","Our objective is to find the required quantity. | We apply the standard rule: | $$\(\frac{ax+p}{bx+p} = \frac{c}{d}\)$$ | Plugging in the parameters: | $$\(100\)$$ | Calculating the final value. | Therefore, we get 100.","PASS"
"en","RAP-CP-003","RAP-QL-015","RAP-ES-003","Hard","incomeExpenditureSystem","ABSOLUTE","The incomes of son and brother are in the ratio 3:2, and their expenses are 3:6. If both save Rs. 3600 each, what is son's income?","2700","Our objective is to find the required quantity. | We apply the standard rule: | $$\(px-my=s, qx-ny=s\)$$ | Plugging in the parameters: | $$\(2700\)$$ | Calculating the final value. | Therefore, we get 2700.","PASS"
"en","RAP-CP-003","RAP-QL-016","RAP-ES-003","Medium","multiStageTransformation","COUNT","In a school, the ratio of boys to girls is 2:3. If 7 boys join and 17 girls leave, the ratio becomes 19:1. How many girls were there originally?","18","Our objective is to find the required quantity. | We apply the standard rule: | $$\(\frac{ax+p}{bx-q} = \frac{c}{d}\)$$ | Plugging in the parameters: | $$\(18\)$$ | Calculating the final value. | Therefore, we get 18.","PASS"
"en","RAP-CP-003","RAP-QL-012","RAP-ES-003","Hard","twoStateAddition","COUNT","In a boys, the ratio of teachers to students is 5:7. If 8 more teachers join, the ratio becomes 43:49. How many teachers were there at the beginning?","35","Our objective is to find the required quantity. | We apply the standard rule: | $$\(\frac{ax+p}{bx} = \frac{c}{d}\)$$ | Plugging in the parameters: | $$\(35\)$$ | Calculating the final value. | Therefore, we get 35.","PASS"
"en","RAP-CP-003","RAP-QL-013","RAP-ES-003","Hard","twoStateSubtraction","COUNT","The ratio of teachers to girls in a students is 5:4. After 13 teachers leave, the ratio changes to 47:48. What was the total number of people at the start?","108","Our objective is to find the required quantity. | We apply the standard rule: | $$\(\frac{ax-p}{bx} = \frac{c}{d}\)$$ | Plugging in the parameters: | $$\(108\)$$ | Calculating the final value. | Therefore, we get 108.","PASS"
"en","RAP-CP-003","RAP-QL-014","RAP-ES-003","Medium","twoStateTransfer","COUNT","Two numbers are in the ratio 3:6. If 13 is added to each, the ratio becomes 22:31. What is the value of the larger number?","18","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(\frac{ax+p}{bx+p} = \frac{c}{d}\)$$ | Substitute the values: | $$\(18\)$$ | Simplify the expression to get the result. | Thus, the answer is 18.","PASS"
"en","RAP-CP-003","RAP-QL-015","RAP-ES-003","Medium","incomeExpenditureSystem","ABSOLUTE","The incomes of brother and father are in the ratio 5:2, and their expenses are 1:3. If both save Rs. 2600 each, what is brother's income?","2000","Our objective is to find the required quantity. | We apply the standard rule: | $$\(px-my=s, qx-ny=s\)$$ | Plugging in the parameters: | $$\(2000\)$$ | Calculating the final value. | Therefore, we get 2000.","PASS"
"en","RAP-CP-003","RAP-QL-016","RAP-ES-003","Medium","multiStageTransformation","COUNT","In a school, the ratio of boys to girls is 2:3. If 11 boys join and 3 girls leave, the ratio becomes 9:7. How many girls were there originally?","24","Our objective is to find the required quantity. | We apply the standard rule: | $$\(\frac{ax+p}{bx-q} = \frac{c}{d}\)$$ | Plugging in the parameters: | $$\(24\)$$ | Calculating the final value. | Therefore, we get 24.","PASS"
"en","RAP-CP-004","RAP-QL-017","RAP-ES-004","Easy","meanProportional","ABSOLUTE","What is the mean proportional between 25 and 144?","60","Let's determine the final amount for the scenario. | The mathematical relationship is: | $$\(x^2 = ab\)$$ | Inserting the given numbers: | $$\(60\)$$ | Solving it yields the final answer. | The computed result is 60.","PASS"
"en","RAP-CP-004","RAP-QL-018","RAP-ES-004","Medium","thirdProportional","ABSOLUTE","What will be the third proportional to 36 and 6?","1","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(a:b = b:x\)$$ | Substitute the values: | $$\(1\)$$ | Simplify the expression to get the result. | Thus, the answer is 1.","PASS"
"en","RAP-CP-004","RAP-QL-019","RAP-ES-004","Easy","fourthProportional","ABSOLUTE","Find the number which is fourth proportional to 4, 5, and 16.","20","Let's determine the final amount for the scenario. | The mathematical relationship is: | $$\(a:b = c:x\)$$ | Inserting the given numbers: | $$\(20\)$$ | Solving it yields the final answer. | The computed result is 20.","PASS"
"en","RAP-CP-004","RAP-QL-020","RAP-ES-004","Medium","directVariation","ABSOLUTE","If y varies directly as x, and y is 105 when x is 15, what will be the value of y when x is 16?","112","Our objective is to find the required quantity. | We apply the standard rule: | $$\(y/x = constant\)$$ | Plugging in the parameters: | $$\(112\)$$ | Calculating the final value. | Therefore, we get 112.","PASS"
"en","RAP-CP-004","RAP-QL-021","RAP-ES-004","Easy","inverseVariation","ABSOLUTE","If y is inversely proportional to x, and y is 80 when x is 16, find the value of y when x becomes 2.","640","Our objective is to find the required quantity. | We apply the standard rule: | $$\(xy = constant\)$$ | Plugging in the parameters: | $$\(640\)$$ | Calculating the final value. | Therefore, we get 640.","PASS"
"en","RAP-CP-004","RAP-QL-017","RAP-ES-004","Medium","meanProportional","ABSOLUTE","What is the mean proportional between 9 and 36?","18","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(x^2 = ab\)$$ | Substitute the values: | $$\(18\)$$ | Simplify the expression to get the result. | Thus, the answer is 18.","PASS"
"en","RAP-CP-004","RAP-QL-018","RAP-ES-004","Medium","thirdProportional","ABSOLUTE","What will be the third proportional to 4 and 6?","9","Let's determine the final amount for the scenario. | The mathematical relationship is: | $$\(a:b = b:x\)$$ | Inserting the given numbers: | $$\(9\)$$ | Solving it yields the final answer. | The computed result is 9.","PASS"
"en","RAP-CP-004","RAP-QL-019","RAP-ES-004","Medium","fourthProportional","ABSOLUTE","Find the number which is fourth proportional to 6, 1, and 60.","10","We need to calculate the target value for this problem. | Using the appropriate formula: | $$\(a:b = c:x\)$$ | Substitute the values: | $$\(10\)$$ | Simplify the expression to get the result. | Thus, the answer is 10.","PASS"
"en","RAP-CP-004","RAP-QL-020","RAP-ES-004","Medium","directVariation","ABSOLUTE","If y varies directly as x, and y is 45 when x is 5, what will be the value of y when x is 6?","54","Our objective is to find the required quantity. | We apply the standard rule: | $$\(y/x = constant\)$$ | Plugging in the parameters: | $$\(54\)$$ | Calculating the final value. | Therefore, we get 54.","PASS"
"en","RAP-CP-004","RAP-QL-021","RAP-ES-004","Medium","inverseVariation","ABSOLUTE","If y is inversely proportional to x, and y is 36 when x is 6, find the value of y when x becomes 4.","54","Our objective is to find the required quantity. | We apply the standard rule: | $$\(xy = constant\)$$ | Plugging in the parameters: | $$\(54\)$$ | Calculating the final value. | Therefore, we get 54.","PASS"
"en","RAP-CP-005","RAP-QL-022","RAP-ES-005","Hard","coinCounting","COUNT","A bag has coins of 1, 2, and 5 in the ratio 6:1:2. If the total value is Rs. 162, how many coins of 2 are in the bag?","9","Let's determine the final amount for the scenario. | The mathematical relationship is: | $$\(total value = k(r_1d_1 + r_2d_2 + r_3d_3)\)$$ | Inserting the given numbers: | $$\(9\)$$ | Solving it yields the final answer. | The computed result is 9.","PASS"
"en","RAP-CP-005","RAP-QL-023","RAP-ES-005","Hard","multiDenominationMapping","COUNT","A box contains 14 coins of 1, 2, 5, and 10. If their values are in the ratio 4:1:5:15, what is the number of 2 coins?","1","Our objective is to find the required quantity. | We apply the standard rule: | $$\(count ratio = value ratio / denomination\)$$ | Plugging in the parameters: | $$\(1\)$$ | Calculating the final value. | Therefore, we get 1.","PASS"
"en","RAP-CP-005","RAP-QL-024","RAP-ES-005","Hard","weightedMapping","ABSOLUTE","The weights of Rs. 5 coin, Rs. 1 coin, and Rs. 2 coin are in the ratio 6:7:8. If the total weight of 1 Rs. 5 coin, 2 Rs. 1 coin, and 3 Rs. 2 coin is 44 kg, find the weight of one Rs. 5 coin.","6","Our objective is to find the required quantity. | We apply the standard rule: | $$\(total = unit(c_1r_1 + c_2r_2 + c_3r_3)\)$$ | Plugging in the parameters: | $$\(6\)$$ | Calculating the final value. | Therefore, we get 6.","PASS"
"en","RAP-CP-005","RAP-QL-026","RAP-ES-005","Hard","weightedMarks","ABSOLUTE","In an exam, the marks for English, Mathematics, and Science are in the ratio 2:3:4. If the weights for these subjects are 2, 3, and 4 and the total weighted score is 261, how many marks were obtained in English?","18","Our objective is to find the required quantity. | We apply the standard rule: | $$\(weighted total = unit(r_1w_1 + r_2w_2 + r_3w_3)\)$$ | Plugging in the parameters: | $$\(18\)$$ | Calculating the final value. | Therefore, we get 18.","PASS"
